"datazone","HO.allhouseholds","HO.council","HO.employ","HO.other","HO.ownmortloan","HO.ownoutright","HO.percown","HO.percpriv","HO.percsocial","HO.privlet","HO.relative","HO.sharedown","HO.social","year"
"S01001176",280,43,0,0,163,57,78.57,1.43,20,3,1,0,13,2001
"S01001177",388,140,2,0,80,57,40.46,10.57,48.97,31,8,20,50,2001
"S01001178",467,210,0,0,93,129,47.97,4.28,47.75,20,0,2,13,2001
"S01001179",367,2,0,0,186,175,98.37,1.09,0.54,3,1,0,0,2001
"S01001180",456,165,0,1,99,52,33.33,26.75,39.91,115,6,1,17,2001
"S01001181",374,3,0,0,160,206,98.13,0.8,1.07,1,2,1,1,2001
"S01001182",479,206,1,3,144,98,50.73,5.22,44.05,16,5,1,5,2001
"S01001183",561,301,1,2,114,52,29.77,7.66,62.57,35,5,1,50,2001
"S01001184",319,2,3,1,192,99,91.22,7.84,0.94,18,3,0,1,2001
"S01001185",252,1,0,0,114,134,98.41,1.19,0.4,1,2,0,0,2001
"S01001186",292,1,0,1,172,106,95.21,4.45,0.34,11,1,0,0,2001
"S01001187",433,206,3,1,109,78,43.42,3.7,52.89,12,0,1,23,2001
"S01001188",502,184,0,0,144,57,40.04,22.11,37.85,104,7,0,6,2001
"S01001189",549,150,0,5,174,128,55.37,5.83,38.8,20,7,2,63,2001
"S01001190",329,1,0,0,167,157,98.48,0.61,0.91,2,0,0,2,2001
"S01001191",378,170,0,2,119,65,49.74,3.97,46.3,11,2,4,5,2001
"S01001192",589,321,1,1,115,65,31.07,13.07,55.86,70,5,3,8,2001
"S01001193",358,3,1,1,175,148,92.46,2.79,4.75,3,5,8,14,2001
"S01001194",402,2,0,0,216,175,97.26,1.74,1,5,2,0,2,2001
"S01001195",486,85,0,3,175,146,66.46,2.88,30.66,6,5,2,64,2001
"S01001196",636,278,0,1,175,69,38.84,14.94,46.23,88,6,3,16,2001
"S01001197",240,107,0,0,89,33,50.83,2.92,46.25,5,2,0,4,2001
"S01001198",346,140,0,1,138,53,55.2,2.89,41.91,7,2,0,5,2001
"S01001199",425,244,1,1,112,57,40,2.12,57.88,4,3,1,2,2001
"S01001200",420,289,0,2,76,39,27.62,2.38,70,4,4,1,5,2001
"S01001201",366,199,0,0,91,49,38.52,2.19,59.29,8,0,1,18,2001
"S01001202",290,130,0,1,98,54,52.41,2.07,45.52,3,2,0,2,2001
"S01001203",410,200,0,2,96,54,37.56,4.15,58.29,12,3,4,39,2001
"S01001204",316,3,0,0,174,131,96.84,1.9,1.27,4,2,1,1,2001
"S01001205",309,12,4,0,148,128,89.32,6.15,4.53,14,1,0,2,2001
"S01001206",446,56,0,1,131,85,49.55,14.8,35.65,55,10,5,103,2001
"S01001207",327,157,2,1,82,76,48.62,2.75,48.62,5,1,1,2,2001
"S01001208",344,177,0,1,38,15,15.41,2.33,82.27,7,0,0,106,2001
"S01001209",202,7,0,0,170,15,91.58,4.46,3.96,7,2,0,1,2001
"S01001210",412,232,1,1,111,52,39.56,2.18,58.25,5,2,0,8,2001
"S01001211",452,83,0,1,180,172,78.1,3.32,18.58,10,4,1,1,2001
"S01001212",309,201,1,0,66,29,31.39,2.59,66.02,5,2,2,3,2001
"S01001213",392,196,3,1,61,26,22.45,5.61,71.94,17,1,1,86,2001
"S01001214",389,169,0,0,101,103,52.44,3.86,43.7,10,5,0,1,2001
"S01001215",341,8,2,2,175,141,92.96,3.81,3.23,6,3,1,3,2001
"S01001216",411,201,0,0,142,56,48.18,2.43,49.39,7,3,0,2,2001
"S01001217",372,153,0,2,87,32,31.99,3.23,64.78,9,1,0,88,2001
"S01001218",293,2,0,0,200,75,93.86,5.12,1.02,11,4,0,1,2001
"S01001219",211,0,2,1,160,41,95.26,4.74,0,3,4,0,0,2001
"S01001220",242,83,0,2,96,52,61.16,3.31,35.54,4,2,0,3,2001
"S01001221",201,8,5,2,125,49,86.57,7.46,5.97,6,2,0,4,2001
"S01001222",489,277,2,0,30,34,16.56,3.07,80.37,12,1,17,116,2001
"S01001223",310,7,0,0,230,60,93.55,3.87,2.58,8,4,0,1,2001
"S01001224",371,229,0,0,95,35,35.31,1.35,63.34,4,1,1,6,2001
"S01001225",403,11,1,0,192,194,95.78,1.49,2.73,2,3,0,0,2001
"S01001226",433,244,3,0,94,41,32.33,5.31,62.36,13,7,5,26,2001
"S01001227",249,13,0,0,181,38,87.95,6.43,5.62,15,1,0,1,2001
"S01001228",345,72,0,0,179,88,77.39,1.16,21.45,3,1,0,2,2001
"S01001229",316,8,0,0,166,128,93.04,4.11,2.85,7,6,0,1,2001
"S01001230",483,361,0,2,69,34,21.33,2.69,75.98,8,3,0,6,2001
"S01001231",308,91,0,0,133,43,57.14,4.55,38.31,11,3,0,27,2001
"S01001232",239,1,1,1,188,42,96.23,3.35,0.42,5,1,0,0,2001
"S01001233",460,95,2,3,104,61,36.52,3.48,60,9,2,3,181,2001
"S01001234",335,228,0,1,57,30,26.27,2.69,71.04,8,0,1,10,2001
"S01001235",269,111,0,1,123,23,54.28,2.6,43.12,3,3,0,5,2001
"S01001236",360,165,0,2,121,38,44.44,5.56,50,15,3,1,15,2001
"S01001237",239,19,1,1,108,68,74.06,7.11,18.83,9,6,1,26,2001
"S01001238",414,262,0,0,80,49,31.64,4.11,64.25,16,1,2,4,2001
"S01001239",413,229,1,1,33,21,14.04,2.91,83.05,9,1,4,114,2001
"S01001240",333,64,0,6,136,86,66.67,3.3,30.03,3,2,0,36,2001
"S01001241",306,58,0,1,120,55,57.52,3.59,38.89,6,4,1,61,2001
"S01001242",358,18,0,1,241,34,77.09,3.63,19.27,9,3,1,51,2001
"S01001243",339,244,1,3,5,4,3.24,3.24,93.51,6,1,2,73,2001
"S01001244",315,33,0,0,200,32,77.46,12.06,10.48,32,6,12,0,2001
"S01001245",299,222,0,1,53,13,22.41,3.01,74.58,7,1,1,1,2001
"S01001246",398,84,1,2,163,98,65.83,6.78,27.39,21,3,1,25,2001
"S01001247",235,53,0,0,134,34,71.91,5.11,22.98,11,1,1,1,2001
"S01001248",329,2,2,0,273,39,94.83,4.26,0.91,8,4,0,1,2001
"S01001249",276,31,0,4,110,50,58.7,3.62,37.68,6,0,2,73,2001
"S01001250",385,40,0,2,179,90,70.13,2.6,27.27,6,2,1,65,2001
"S01001251",328,161,0,0,77,32,33.23,2.44,64.33,7,1,0,50,2001
"S01001252",238,19,0,1,125,44,71.43,5.04,23.53,8,3,1,37,2001
"S01001253",275,63,0,0,10,3,5.09,3.64,91.27,9,1,1,188,2001
"S01001254",263,106,1,2,111,37,56.65,2.66,40.68,3,1,1,1,2001
"S01001255",338,149,0,0,137,35,51.18,2.37,46.45,6,2,1,8,2001
"S01001256",340,134,0,0,152,41,57.06,2.94,40,7,3,1,2,2001
"S01001257",268,96,0,0,105,30,51.12,4.48,44.4,11,1,2,23,2001
"S01001258",202,30,0,2,3,1,9.9,6.44,83.66,11,0,16,139,2001
"S01001259",329,42,0,1,168,100,81.76,5.17,13.07,14,2,1,1,2001
"S01001260",246,52,0,2,29,5,13.82,5.28,80.89,10,1,0,147,2001
"S01001261",437,285,1,0,91,39,29.98,2.75,67.28,7,4,1,9,2001
"S01001262",338,3,1,2,186,139,96.45,2.37,1.18,4,1,1,1,2001
"S01001263",208,52,0,0,86,61,71.15,3.37,25.48,7,0,1,1,2001
"S01001264",186,5,0,0,136,35,91.94,4.3,3.76,8,0,0,2,2001
"S01001265",203,1,4,1,175,19,95.57,3.94,0.49,2,1,0,0,2001
"S01001266",306,31,0,2,198,63,85.62,3.59,10.78,8,1,1,2,2001
"S01001267",481,211,0,0,170,88,53.64,1.66,44.7,7,1,0,4,2001
"S01001268",271,6,0,0,178,85,97.05,0.74,2.21,0,2,0,0,2001
"S01001269",197,5,4,5,96,53,75.63,21.83,2.54,32,2,0,0,2001
"S01001270",332,294,0,0,26,8,10.84,0.6,88.55,2,0,2,0,2001
"S01001271",324,224,0,0,36,19,17.59,1.54,80.86,5,0,2,38,2001
"S01001272",284,72,1,1,101,70,60.21,6.69,33.1,11,6,0,22,2001
"S01001273",364,195,1,0,83,67,41.76,4.4,53.85,11,4,2,1,2001
"S01001274",285,121,0,1,84,25,38.25,1.05,60.7,2,0,0,52,2001
"S01001275",290,185,0,0,61,27,30.34,0.69,68.97,2,0,0,15,2001
"S01001276",170,7,8,4,64,65,75.88,20,4.12,19,3,0,0,2001
"S01001277",316,135,0,2,109,43,49.05,2.85,48.1,5,2,3,17,2001
"S01001278",203,36,4,1,85,63,72.91,7.88,19.21,9,2,0,3,2001
"S01001279",395,299,1,1,61,21,20.76,1.01,78.23,1,1,0,10,2001
"S01001280",265,124,0,1,73,30,38.87,1.13,60,2,0,0,35,2001
"S01001281",401,227,0,2,105,50,38.9,0.75,60.35,0,1,1,15,2001
"S01001282",334,94,0,0,115,117,70.06,1.8,28.14,5,1,2,0,2001
"S01001283",215,83,1,0,80,47,59.07,2.33,38.6,2,2,0,0,2001
"S01001284",333,123,0,0,147,53,60.96,1.8,37.24,2,4,3,1,2001
"S01001285",265,126,1,1,69,50,44.91,6.42,48.68,13,2,0,3,2001
"S01001286",239,84,0,0,117,32,62.76,1.67,35.56,3,1,1,1,2001
"S01001287",341,101,0,1,98,42,41.06,1.47,57.48,2,2,0,95,2001
"S01001288",408,162,1,0,138,50,46.08,1.96,51.96,3,4,0,50,2001
"S01001289",307,104,0,4,133,38,56.35,5.54,38.11,10,3,2,13,2001
"S01001290",219,89,0,0,92,36,58.45,0,41.55,0,0,0,2,2001
"S01001291",211,50,0,3,100,20,57.35,3.32,39.34,1,3,1,33,2001
"S01001292",324,92,0,4,107,38,45.37,3.09,51.54,6,0,2,75,2001
"S01001293",343,143,0,1,122,66,55.1,2.92,41.98,4,5,1,1,2001
"S01001294",312,170,0,0,100,31,42.63,2.56,54.81,7,1,2,1,2001
"S01001295",404,175,0,1,130,88,54.46,2.23,43.32,3,5,2,0,2001
"S01001296",350,172,1,0,90,54,41.14,2.29,56.57,6,1,0,26,2001
"S01001297",313,125,0,0,139,42,57.83,1.92,40.26,5,1,0,1,2001
"S01001298",400,142,0,1,146,82,57,6.75,36.25,25,1,0,3,2001
"S01001299",369,144,0,0,160,48,56.91,1.36,41.73,3,2,2,10,2001
"S01001300",352,5,7,1,145,130,78.69,19.6,1.7,57,4,2,1,2001
"S01001301",240,112,0,1,61,27,37.5,0.42,62.08,0,0,2,37,2001
"S01001302",290,16,1,1,148,91,82.41,1.72,15.86,2,1,0,30,2001
"S01001303",222,1,0,2,154,61,96.85,2.7,0.45,3,1,0,0,2001
"S01001304",248,2,4,0,112,102,86.69,12.1,1.21,21,5,1,1,2001
"S01001305",323,100,0,2,133,73,64.09,4.64,31.27,11,2,1,1,2001
"S01001306",309,182,0,0,68,44,36.89,3.88,59.22,11,1,2,1,2001
"S01001307",405,113,1,1,158,108,65.68,5.19,29.14,11,8,0,5,2001
"S01001308",432,296,1,1,76,52,30.09,0.93,68.98,1,1,2,2,2001
"S01001309",336,222,0,0,71,37,32.44,0.89,66.67,3,0,1,2,2001
"S01001310",321,201,0,3,54,51,33.02,1.56,65.42,2,0,1,9,2001
"S01001311",234,84,0,0,100,36,58.12,0.85,41.03,1,1,0,12,2001
"S01001312",345,209,0,0,71,46,33.91,2.9,63.19,7,3,0,9,2001
"S01001313",341,117,3,0,84,85,49.56,6.16,44.28,14,4,0,34,2001
"S01001314",309,33,0,0,139,118,83.17,5.83,11,15,3,0,1,2001
"S01001315",360,19,1,3,201,126,90.83,3.33,5.83,3,5,0,2,2001
"S01001316",384,287,0,0,65,27,24.22,1.04,74.74,4,0,1,0,2001
"S01001317",372,106,0,0,175,61,63.71,2.96,33.33,8,3,1,18,2001
"S01001318",228,35,1,2,94,66,70.18,9.65,20.18,16,3,0,11,2001
"S01001319",318,150,0,1,79,84,51.26,1.57,47.17,1,3,0,0,2001
"S01001320",399,210,0,0,114,51,41.35,2.51,56.14,7,3,0,14,2001
"S01001321",220,2,7,2,61,94,70.45,25.45,4.09,45,2,0,7,2001
"S01001322",303,30,11,2,94,106,66.34,23.76,9.9,54,5,1,0,2001
"S01001323",252,61,0,1,149,25,69.05,2.78,28.17,4,2,0,10,2001
"S01001324",381,203,0,1,44,18,16.27,2.62,81.1,7,2,0,106,2001
"S01001325",280,185,0,0,49,25,26.43,1.79,71.79,3,2,0,16,2001
"S01001326",406,152,0,0,174,74,61.33,0.74,37.93,2,1,1,2,2001
"S01001327",345,140,0,1,101,50,44.06,2.61,53.33,4,4,1,44,2001
"S01001328",343,202,0,2,90,31,35.57,1.17,63.27,1,1,1,15,2001
"S01001329",257,151,0,0,74,27,39.69,1.17,59.14,3,0,1,1,2001
"S01001330",358,1,0,1,249,106,99.16,0.56,0.28,0,1,0,0,2001
"S01001331",384,167,0,2,142,56,51.56,1.3,47.14,3,0,0,14,2001
"S01001332",408,174,1,0,159,56,52.7,2.21,45.1,6,2,0,10,2001
"S01001333",449,299,0,1,85,54,30.96,0.89,68.15,2,1,0,7,2001
"S01001334",330,193,0,0,103,30,40.3,0.91,58.79,3,0,0,1,2001
"S01001335",486,248,0,1,152,56,44.24,2.26,53.5,8,2,7,12,2001
"S01001336",379,157,0,1,152,58,55.67,2.37,41.95,2,6,1,2,2001
"S01001337",337,21,0,2,204,96,89.02,4.75,6.23,10,4,0,0,2001
"S01001338",314,201,0,0,78,23,32.8,1.91,65.29,6,0,2,4,2001
"S01001339",293,60,1,1,140,78,74.4,4.44,21.16,5,6,0,2,2001
"S01001340",301,166,0,1,96,33,43.19,1,55.81,2,0,1,2,2001
"S01001341",380,236,0,0,108,27,35.79,1.84,62.37,6,1,1,1,2001
"S01001342",402,161,0,0,160,75,58.46,1.24,40.3,4,1,0,1,2001
"S01001343",417,172,1,1,171,57,54.68,3.36,41.97,7,5,0,3,2001
"S01001344",332,53,1,0,177,94,81.63,1.51,16.87,1,3,0,3,2001
"S01001345",415,224,0,1,107,43,36.39,6.75,56.87,23,4,1,12,2001
"S01001346",309,26,0,1,161,112,88.35,2.91,8.74,6,2,0,1,2001
"S01001347",287,3,2,0,180,100,97.56,1.39,1.05,0,2,0,0,2001
"S01001348",348,152,1,0,114,64,51.15,5.17,43.68,14,3,0,0,2001
"S01001349",279,5,14,2,99,115,76.7,21.51,1.79,37,7,0,0,2001
"S01001350",295,182,1,0,73,32,35.59,2.37,62.03,3,3,0,1,2001
"S01001351",270,6,1,0,163,76,88.52,7.78,3.7,17,3,0,4,2001
"S01001352",395,46,1,1,209,99,77.97,6.08,15.95,12,10,0,17,2001
"S01001353",217,2,2,1,161,50,97.24,1.38,1.38,0,0,0,1,2001
"S01001354",358,104,0,0,138,80,61.17,9.78,29.05,31,4,1,0,2001
"S01001355",312,49,0,0,141,83,72.12,11.54,16.35,33,3,1,2,2001
"S01001356",288,4,2,0,141,135,95.83,2.78,1.39,3,3,0,0,2001
"S01001357",433,231,0,1,115,59,40.42,5.31,54.27,18,4,1,4,2001
"S01001358",399,157,0,1,146,74,55.39,4.51,40.1,15,2,1,3,2001
"S01001359",276,6,0,0,151,112,95.29,2.54,2.17,4,3,0,0,2001
"S01001360",402,92,0,3,162,99,65.42,8.71,25.87,29,3,2,12,2001
"S01001361",227,32,0,0,124,49,76.21,3.52,20.26,5,3,0,14,2001
"S01001362",256,5,0,0,134,114,96.88,1.17,1.95,0,3,0,0,2001
"S01001363",353,44,0,1,188,41,64.87,15.01,20.11,49,3,0,27,2001
"S01001364",411,108,2,0,141,102,59.12,9,31.87,27,8,0,23,2001
"S01001365",268,147,0,0,78,39,44.03,0.37,55.6,1,0,1,2,2001
"S01001366",378,1,0,0,175,196,98.15,1.06,0.79,3,1,0,2,2001
"S01001367",339,78,0,0,137,115,74.63,1.47,23.89,4,1,1,3,2001
"S01001368",358,4,5,0,149,164,87.43,11.17,1.4,29,6,0,1,2001
"S01001369",446,168,0,1,167,90,57.85,4.26,37.89,16,2,1,1,2001
"S01001370",306,25,2,0,153,110,86.27,5.23,8.5,7,7,1,1,2001
"S01001371",366,97,0,2,177,67,66.67,6.56,26.78,21,1,0,1,2001
"S01001372",281,8,0,0,211,60,96.44,0.71,2.85,2,0,0,0,2001
"S01001373",240,61,4,0,86,67,64.17,10,25.83,16,4,1,1,2001
"S01001374",221,31,1,0,123,64,84.62,0.9,14.48,0,1,0,1,2001
"S01001375",248,8,0,0,155,81,95.16,1.61,3.23,0,4,0,0,2001
"S01001376",434,100,1,0,170,93,60.6,15.21,24.19,61,4,0,5,2001
"S01001377",385,227,0,0,104,39,37.14,0.78,62.08,0,3,0,12,2001
"S01001378",283,39,0,1,149,79,80.57,4.95,14.49,5,8,0,2,2001
"S01001379",455,183,1,1,170,65,51.65,3.74,44.62,6,9,0,20,2001
"S01001380",442,171,0,0,158,94,57.01,3.39,39.59,10,5,0,4,2001
"S01001381",375,84,0,0,173,97,72.27,0.8,26.93,2,1,1,17,2001
"S01001382",393,238,1,1,37,54,23.66,2.54,73.79,7,1,2,52,2001
"S01001383",289,115,31,9,82,46,44.29,15.57,40.14,4,1,0,1,2001
"S01001384",400,209,1,0,139,41,45.25,1.25,53.5,3,1,1,5,2001
"S01001385",470,199,1,0,173,63,50.43,7.23,42.34,27,6,1,0,2001
"S01001386",478,213,1,0,162,66,47.91,4.18,47.91,16,3,1,16,2001
"S01001387",338,100,0,0,182,52,69.53,0.59,29.88,2,0,1,1,2001
"S01001388",460,178,0,5,68,26,20.65,2.61,76.74,7,0,1,175,2001
"S01001389",194,85,0,0,88,21,56.19,0,43.81,0,0,0,0,2001
"S01001390",319,23,2,0,219,49,84.64,2.82,12.54,6,1,2,17,2001
"S01001391",294,59,0,0,165,29,66.33,4.08,29.59,12,0,1,28,2001
"S01001392",219,180,0,0,21,12,15.07,1.37,83.56,2,1,0,3,2001
"S01001393",230,11,1,0,122,88,91.3,3.48,5.22,5,2,0,1,2001
"S01001394",229,64,0,0,99,11,48.03,22.71,29.26,50,2,0,3,2001
"S01001395",335,61,0,1,203,31,69.85,8.36,21.79,24,3,0,12,2001
"S01001396",293,108,0,1,144,32,60.07,3.07,36.86,7,1,0,0,2001
"S01001397",332,258,1,1,45,16,18.98,2.41,78.61,5,1,2,3,2001
"S01001398",344,3,1,2,184,144,96.22,2.62,1.16,2,4,3,1,2001
"S01001399",394,273,0,1,72,14,22.84,0.51,76.65,1,0,4,29,2001
"S01001400",395,265,2,0,68,28,25.06,2.28,72.66,7,0,3,22,2001
"S01001401",302,188,0,1,80,27,35.43,2.32,62.25,6,0,0,0,2001
"S01001402",331,3,0,0,235,88,97.89,0.91,1.21,2,1,1,1,2001
"S01001403",324,4,1,0,265,50,97.22,1.54,1.23,2,2,0,0,2001
"S01001404",242,1,0,0,216,23,98.76,0.83,0.41,1,1,0,0,2001
"S01001405",313,1,1,2,232,72,97.12,2.56,0.32,4,1,0,0,2001
"S01001406",238,35,3,0,113,67,76.05,8.82,15.13,16,2,1,1,2001
"S01001407",363,78,2,1,145,117,72.18,2.75,25.07,2,5,0,13,2001
"S01001408",395,170,1,0,135,65,50.63,2.28,47.09,4,4,0,16,2001
"S01001409",358,139,0,2,171,38,58.38,2.51,39.11,5,2,0,1,2001
"S01001410",400,55,1,1,210,121,82.75,2.75,14.5,4,5,0,3,2001
"S01001411",210,15,2,0,87,84,81.43,10.95,7.62,14,7,0,1,2001
"S01001412",405,210,1,0,111,63,43.46,2.22,54.32,4,4,2,10,2001
"S01001413",272,1,0,1,187,76,96.69,2.94,0.37,5,2,0,0,2001
"S01001414",327,142,0,0,114,62,54.13,2.14,43.73,4,3,1,1,2001
"S01001415",415,106,2,4,147,81,54.94,13.01,32.05,41,7,0,27,2001
"S01001416",286,112,0,0,124,35,55.94,3.85,40.21,10,1,1,3,2001
"S01001417",372,10,0,1,243,105,93.55,3.76,2.69,8,5,0,0,2001
"S01001418",369,19,0,0,192,146,91.6,3.25,5.15,4,8,0,0,2001
"S01001419",260,15,0,0,170,59,88.08,3.08,8.85,6,2,0,8,2001
"S01001420",216,8,5,1,78,107,85.65,10.19,4.17,13,3,0,1,2001
"S01001421",347,92,5,2,129,100,65.99,7.2,26.8,12,6,0,1,2001
"S01001422",202,6,3,1,78,100,88.12,8.91,2.97,9,5,0,0,2001
"S01001423",343,23,0,0,207,90,86.59,6.41,7,22,0,0,1,2001
"S01001424",498,199,3,0,186,50,47.59,3.41,49,13,1,1,45,2001
"S01001425",430,144,0,0,165,79,56.98,6.28,36.74,22,5,1,14,2001
"S01001426",296,26,0,2,179,86,89.53,1.69,8.78,3,0,0,0,2001
"S01001427",322,2,0,0,234,76,96.27,2.48,1.24,7,1,0,2,2001
"S01001428",410,157,0,0,157,72,56.34,2.44,41.22,9,1,2,12,2001
"S01001429",333,123,0,0,113,85,59.46,3.3,37.24,7,4,0,1,2001
"S01001430",365,5,3,0,184,161,94.52,3.56,1.92,7,3,0,2,2001
"S01001431",332,2,2,0,229,96,97.89,1.51,0.6,2,1,0,0,2001
"S01001432",249,1,0,0,184,58,97.19,2.41,0.4,5,1,0,0,2001
"S01001433",330,3,0,0,166,152,96.67,2.12,1.21,5,2,1,1,2001
"S01001434",391,5,2,3,172,166,86.45,2.81,10.74,3,3,0,37,2001
"S01001435",378,1,0,1,213,157,97.88,1.85,0.26,5,1,0,0,2001
"S01001436",364,2,1,1,199,156,97.53,1.92,0.55,4,1,0,0,2001
"S01001437",331,3,1,1,175,139,94.86,3.93,1.21,8,3,0,1,2001
"S01001438",248,1,5,0,92,142,94.76,4.84,0.4,6,1,1,0,2001
"S01001439",288,4,2,0,146,131,96.88,1.39,1.74,2,0,2,1,2001
"S01001440",353,4,0,1,228,111,96.32,2.55,1.13,8,0,1,0,2001
"S01001441",336,3,1,0,132,191,96.13,1.79,2.08,3,2,0,4,2001
"S01001442",263,2,0,0,139,119,98.1,1.14,0.76,1,2,0,0,2001
"S01001443",380,11,0,3,214,139,92.89,3.95,3.16,9,3,0,1,2001
"S01001444",370,1,0,1,282,69,94.86,4.86,0.27,15,2,0,0,2001
"S01001445",285,15,0,0,173,91,92.63,1.4,5.96,3,1,0,2,2001
"S01001446",358,18,2,1,141,190,92.46,2.51,5.03,5,1,0,0,2001
"S01001447",279,3,2,0,146,118,94.62,3.94,1.43,7,2,0,1,2001
"S01001448",293,1,0,1,158,129,97.95,1.71,0.34,3,1,0,0,2001
"S01001449",235,1,1,0,116,114,97.87,1.7,0.43,2,1,0,0,2001
"S01001450",326,3,1,0,132,182,96.32,2.45,1.23,2,5,0,1,2001
"S01001451",274,2,0,0,137,127,96.35,2.19,1.46,5,1,0,2,2001
"S01001452",324,16,2,0,154,145,92.28,2.78,4.94,4,3,0,0,2001
"S01001453",306,2,0,0,203,99,99.35,0,0.65,0,0,2,0,2001
"S01001454",366,17,0,0,196,150,94.54,0.55,4.92,1,1,0,1,2001
"S01001455",305,28,0,1,135,134,88.2,2.3,9.51,5,1,0,1,2001
"S01001456",302,2,0,0,87,199,94.7,3.64,1.66,7,4,0,3,2001
"S01001457",363,3,0,0,163,182,95.32,3.31,1.38,8,4,1,2,2001
"S01001458",392,2,3,0,212,158,94.64,4.85,0.51,11,5,1,0,2001
"S01001459",337,5,1,0,159,168,97.33,0.89,1.78,1,1,1,1,2001
"S01001460",243,3,0,0,137,101,97.94,0.82,1.23,1,1,0,0,2001
"S01001461",333,2,0,2,157,170,98.2,0.6,1.2,0,0,0,2,2001
"S01001462",345,10,0,1,141,183,94.2,2.61,3.19,5,3,1,1,2001
"S01001463",216,3,8,0,111,85,91.2,7.41,1.39,7,1,1,0,2001
"S01001464",360,6,0,0,197,140,93.61,4.72,1.67,13,4,0,0,2001
"S01001465",245,4,2,0,124,112,96.33,1.63,2.04,1,1,0,1,2001
"S01001466",268,0,0,1,139,121,97.01,2.61,0.37,3,3,0,1,2001
"S01001467",306,1,0,0,228,77,99.67,0,0.33,0,0,0,0,2001
"S01001468",237,2,1,0,109,115,94.51,4.64,0.84,9,1,0,0,2001
"S01001469",314,9,0,0,136,159,93.95,2.55,3.5,5,3,0,2,2001
"S01001470",329,5,0,0,170,148,96.66,1.82,1.52,2,4,0,0,2001
"S01001471",257,1,0,2,117,131,96.5,3.11,0.39,5,1,0,0,2001
"S01001472",326,33,0,0,175,116,89.26,0.31,10.43,1,0,0,1,2001
"S01001473",354,69,3,2,108,153,73.73,5.93,20.34,13,3,0,3,2001
"S01001474",396,78,2,4,171,124,74.49,5.56,19.95,13,3,0,1,2001
"S01001475",290,14,0,0,108,156,91.03,4.14,4.83,12,0,0,0,2001
"S01001476",362,8,0,0,199,147,95.58,1.66,2.76,3,3,0,2,2001
"S01001477",352,0,2,0,255,92,98.58,1.42,0,2,1,0,0,2001
"S01001478",267,1,0,0,125,140,99.25,0.37,0.37,1,0,0,0,2001
"S01001479",291,63,2,2,107,109,74.23,3.78,21.99,4,3,0,1,2001
"S01001480",200,0,0,1,117,82,99.5,0.5,0,0,0,0,0,2001
"S01001481",363,5,2,1,186,164,96.42,2.2,1.38,4,1,0,0,2001
"S01001482",306,176,0,1,74,44,39.22,2.61,58.17,5,2,2,2,2001
"S01001483",333,3,0,1,172,150,97,2.1,0.9,5,1,1,0,2001
"S01001484",334,4,0,0,209,118,97.9,0.6,1.5,2,0,0,1,2001
"S01001485",246,4,1,1,149,83,94.31,4.07,1.63,8,0,0,0,2001
"S01001486",316,4,1,4,125,149,86.71,3.48,9.81,1,5,0,27,2001
"S01001487",256,139,1,1,78,32,43.36,2.34,54.3,3,1,1,0,2001
"S01001488",370,4,0,1,218,141,97.03,1.35,1.62,4,0,0,2,2001
"S01001489",290,4,1,0,201,75,95.17,2.76,2.07,4,3,0,2,2001
"S01001490",456,137,0,0,210,62,60.09,9.21,30.7,36,6,2,3,2001
"S01001491",328,2,0,0,184,135,97.26,0.91,1.83,2,1,0,4,2001
"S01001492",424,170,2,2,161,75,55.66,4.01,40.33,12,1,0,1,2001
"S01001493",314,14,0,0,182,104,91.4,0.64,7.96,1,1,1,11,2001
"S01001494",411,136,0,1,180,67,60.1,6.08,33.82,17,7,0,3,2001
"S01001495",239,9,0,0,91,134,94.14,1.67,4.18,3,1,0,1,2001
"S01001496",395,29,0,1,179,182,91.39,0.76,7.85,1,1,0,2,2001
"S01001497",393,137,0,1,148,65,56.49,7.89,35.62,25,5,9,3,2001
"S01001498",260,2,0,0,176,80,98.46,0.77,0.77,0,2,0,0,2001
"S01001499",384,62,2,0,209,101,80.99,2.86,16.15,4,5,1,0,2001
"S01001500",371,152,0,0,92,30,33.15,4.04,62.8,15,0,1,81,2001
"S01001501",357,2,0,2,155,194,97.76,1.68,0.56,2,2,0,0,2001
"S01001502",319,3,0,0,200,110,97.18,0.94,1.88,1,2,0,3,2001
"S01001503",290,2,0,0,220,65,98.97,0.34,0.69,1,0,2,0,2001
"S01001504",443,105,0,0,198,102,69.98,3.16,26.86,9,5,10,14,2001
"S01001505",391,3,0,0,187,199,98.72,0.51,0.77,2,0,0,0,2001
"S01001506",316,23,0,0,167,92,84.81,6.65,8.54,19,2,9,4,2001
"S01001507",302,5,4,0,212,74,94.7,3.31,1.99,4,2,0,1,2001
"S01001508",327,1,0,0,225,96,98.17,1.53,0.31,2,3,0,0,2001
"S01001509",404,149,1,0,118,82,50,2.48,47.52,8,1,2,43,2001
"S01001510",312,86,3,1,98,75,55.45,7.69,36.86,15,5,0,29,2001
"S01001511",239,3,1,0,116,115,96.65,2.09,1.26,2,2,0,0,2001
"S01001512",366,249,0,0,77,31,29.51,1.91,68.58,6,1,0,2,2001
"S01001513",378,301,0,0,44,12,14.81,1.06,84.13,4,0,0,17,2001
"S01001514",328,71,0,1,199,53,77.13,1.22,21.65,2,1,1,0,2001
"S01001515",294,5,0,0,124,154,94.56,3.06,2.38,5,4,0,2,2001
