area,percent.rents,white.l00,white.m00,white.h00,black.l00,black.m00,black.h00,asian.l00,asian.m00,asian.h00,hisp.l00,hisp.m00,hisp.h00,other.l00,other.m00,other.h00,white.l09,white.m09,white.h09,black.l09,black.m09,black.h09,asian.l09,asian.m09,asian.h09,hisp.l09,hisp.m09,hisp.h09,other.l09,other.m09,other.h09,medval
405203,0.2886335,35,57,19,12,5,0,53,90,18,208,203,61,123,145,28,22,41,24,8,5,2,47,89,23,199,269,111,129,157,39,157600
405300,0.3967288,538,314,74,102,33,4,131,82,34,700,498,74,425,292,16,409,232,140,92,25,25,138,99,40,760,732,191,511,388,28,180900
405400,0.1661211,228,174,99,21,25,0,32,30,30,222,276,64,140,194,10,162,134,127,15,29,3,33,37,39,243,364,149,168,250,27,161200
405500,0.2641889,436,230,102,43,28,11,114,59,57,403,397,79,249,242,33,288,186,121,36,32,12,111,65,65,433,435,202,290,269,56,178900
405600,0.2275738,428,247,92,36,14,4,68,86,31,203,294,123,121,170,45,317,203,141,33,21,4,73,93,53,256,333,248,158,217,70,185000
405700,0.3830614,607,247,87,121,26,0,136,133,47,531,532,57,379,285,45,412,263,119,102,52,7,139,154,81,610,658,252,479,359,75,165400
405800,0.3029571,298,279,60,52,35,10,65,54,20,374,287,80,191,199,55,199,243,85,35,36,27,63,65,25,401,393,164,229,249,79,156400
405900,0.264,353,222,67,58,33,0,47,28,10,189,195,35,76,118,15,254,180,114,66,36,0,47,39,15,200,254,101,97,153,29,174800
406000,0.2420424,365,339,122,59,13,0,37,43,30,223,199,59,143,76,26,247,300,186,60,19,5,45,44,49,262,290,121,195,112,41,180700
406101,0.5333334,376,236,82,15,0,6,23,5,11,229,86,24,171,23,27,272,207,115,6,12,7,21,11,16,256,156,43,223,43,35,176500
406102,0.7444739,734,377,84,83,16,9,89,42,34,539,153,45,333,84,32,562,364,124,75,20,25,102,55,46,636,292,90,441,126,51,188500
406200,0.5510324,399,213,68,82,0,8,103,44,14,498,198,21,328,82,13,291,184,120,88,0,8,115,53,22,597,282,97,417,115,25,191500
406300,0.2784431,282,198,281,23,61,0,124,175,171,135,103,87,72,42,59,208,173,313,13,65,14,137,199,247,149,150,160,93,59,86,378300
406402,0.0834646,121,103,104,0,14,7,7,68,8,24,73,91,13,44,33,69,89,93,0,14,7,7,70,11,16,83,123,13,52,39,239300
406411,0.2085561,77,55,59,4,17,0,31,22,3,121,108,36,50,85,36,56,40,68,4,14,4,32,25,5,149,141,62,61,103,50,173100
406412,0.1691542,166,161,123,19,8,0,21,21,54,103,78,46,25,41,52,119,120,116,17,8,3,22,19,63,110,104,69,29,52,66,229900
406500,0.4115679,335,314,69,105,47,0,123,136,46,386,409,89,272,222,58,243,264,133,73,74,12,128,156,76,461,552,214,342,292,91,185000
406601,0.1169088,254,298,70,72,33,21,68,74,48,178,259,105,89,139,80,167,229,121,55,39,36,63,88,67,180,355,181,109,174,111,203000
406602,0.2218017,207,147,93,17,23,10,60,52,54,314,214,109,162,142,53,145,160,104,14,14,26,68,55,79,358,330,221,209,192,84,185200
406700,0.4334975,409,235,115,95,108,9,190,192,72,621,449,87,382,270,43,273,218,155,84,101,37,191,214,112,678,638,243,460,350,70,187200
406800,0.2028443,184,145,84,24,19,0,141,151,35,230,220,83,98,145,45,138,110,104,25,20,0,136,167,75,232,303,176,115,183,66,177800
406900,0.3466213,199,106,21,61,29,16,140,81,14,840,442,93,465,231,25,109,84,25,55,32,20,141,79,32,979,646,184,549,292,40,154800
407001,0.2137405,112,30,12,14,16,2,35,27,12,394,337,179,213,204,97,1,1,0,7,22,2,34,32,15,477,486,242,245,263,120,150400
407002,0.1693122,50,16,0,8,0,0,12,33,27,351,190,63,217,123,33,0,0,0,3,4,0,14,29,35,374,255,125,236,147,47,150800
407101,0.3022296,78,51,8,9,4,0,53,14,0,626,294,67,372,153,19,0,0,0,5,8,2,58,21,5,831,445,147,506,219,39,146400
407102,0.3341503,41,46,11,10,8,2,54,43,13,553,380,48,286,181,45,0,0,0,6,14,2,53,58,21,656,548,163,375,246,64,148400
407200,0.2636816,143,51,10,22,13,1,32,23,4,710,479,103,434,284,45,0,0,0,16,10,12,28,32,5,884,599,210,522,356,73,143600
407301,0.1636189,91,49,16,12,18,0,54,36,17,280,398,52,151,178,28,39,28,13,12,16,0,51,38,22,315,455,134,166,213,35,149700
407302,0.1225296,78,22,5,13,5,0,14,20,14,225,296,43,114,153,16,2,0,0,3,13,0,14,20,16,268,330,109,125,178,27,149800
407400,0.1372549,59,30,20,25,15,6,68,65,21,86,121,8,44,71,6,46,35,22,18,24,9,68,83,37,93,192,31,58,96,11,173100
407500,0.3519126,222,93,5,51,22,0,107,64,29,644,499,58,380,346,65,133,68,21,35,33,2,99,68,42,725,644,183,426,408,87,154200
407600,0.4736318,188,60,16,27,13,7,100,50,23,913,479,84,639,266,55,61,27,5,22,20,8,98,68,31,1209,692,210,797,349,85,147400
407701,0.5446355,37,37,0,11,18,0,123,45,23,435,395,79,366,242,34,8,10,0,11,12,5,127,43,39,559,467,149,418,282,46,150500
407702,0.255956,117,84,45,21,28,15,109,76,23,669,328,96,344,224,40,55,90,36,7,29,37,123,105,42,786,550,225,441,303,64,145500
407800,0.1456473,181,122,25,37,9,19,81,55,21,517,649,50,329,393,28,83,74,41,14,24,24,61,73,35,540,916,138,371,471,53,156600
407900,0.1629576,153,67,34,43,33,17,65,109,74,319,362,77,239,197,42,86,89,41,25,42,23,61,106,100,319,468,217,271,243,64,165700
408001,0.3671617,216,237,233,114,84,34,344,283,95,374,287,66,277,141,55,156,224,277,108,80,75,365,349,194,488,421,183,373,205,86,261100
408002,0.2959704,240,202,35,123,62,30,168,252,115,500,262,118,297,130,83,172,153,71,96,65,45,159,252,161,537,424,189,349,163,107,169900
408101,0.3734793,283,187,54,93,67,83,400,207,87,385,452,111,179,327,62,192,159,89,83,41,114,363,252,130,439,568,235,208,392,87,176900
408102,0.1986682,131,98,0,17,34,10,82,41,25,675,541,137,475,262,90,38,52,19,10,44,10,79,55,35,870,735,296,608,350,133,143600
408132,0.1828227,152,122,42,0,0,34,32,25,0,877,573,117,539,366,75,35,37,12,0,0,35,26,33,4,892,801,250,605,457,107,136400
408133,0.5754601,117,106,17,90,61,6,233,248,91,356,186,87,250,106,14,95,111,24,84,70,28,286,260,173,509,310,152,356,143,23,204200
408134,0.153938,92,38,17,18,45,27,101,196,63,78,101,60,40,47,32,65,34,19,5,39,40,78,184,108,83,125,91,43,54,40,193100
408135,0.3723229,33,102,24,52,40,45,190,289,16,167,179,44,86,112,28,24,70,60,40,52,59,199,316,89,197,260,129,112,150,44,186000
408202,0.5568628,61,24,13,2,2,0,3,26,1,265,107,0,105,65,0,9,27,9,1,4,0,2,35,1,295,177,8,126,88,2,188800
408211,0.4644903,250,118,18,12,39,0,457,242,43,330,153,41,194,94,37,223,137,33,15,28,17,556,345,89,440,278,83,279,119,57,159100
408212,0.1280389,171,146,59,30,0,0,196,167,104,120,139,75,53,88,37,115,137,61,24,6,0,194,185,146,114,187,136,60,109,52,193200
408301,0.342692,103,28,12,12,4,0,41,51,25,605,294,37,289,166,24,8,7,0,12,4,0,38,60,31,679,429,106,339,210,36,153000
408302,0.1545643,80,110,30,0,4,4,39,34,39,226,281,114,93,172,37,45,61,59,0,4,5,41,42,53,264,361,264,120,231,59,189900
408303,0.1242345,160,84,28,0,23,0,34,67,30,307,247,162,102,104,66,110,77,46,0,27,0,41,81,47,377,391,293,140,152,101,203600
408401,0.3130288,167,106,20,10,6,0,180,67,11,310,243,39,139,171,35,100,99,28,3,12,0,166,83,11,309,308,97,151,189,47,168700
408402,0.0707468,393,268,144,0,9,17,102,117,92,278,204,127,115,96,62,267,219,167,0,9,17,108,118,126,270,270,227,139,118,85,271100
408501,0.2796143,79,41,11,0,10,0,49,31,0,200,210,87,112,139,67,42,25,13,0,10,0,47,38,5,245,298,153,139,167,97,148400
408502,0.3085664,245,277,131,16,24,5,364,260,158,327,345,80,178,196,69,183,173,192,5,24,15,362,260,228,364,494,153,206,254,88,229400
408503,0.073371,234,261,300,0,1,23,250,279,220,64,149,142,29,69,44,153,206,321,0,1,24,249,306,312,65,161,246,36,85,64,283200
408601,0.2089552,218,266,19,4,14,3,209,134,38,355,477,111,177,258,47,165,195,69,5,15,3,215,155,58,386,593,284,212,317,80,162300
408623,0.2194389,121,73,92,18,0,17,169,163,55,122,110,39,65,61,11,86,82,105,21,0,19,198,178,109,162,127,114,87,82,22,244000
408624,0.1581582,80,99,82,0,3,7,258,225,46,42,84,59,36,23,33,44,81,83,0,3,7,239,218,95,45,86,101,38,28,41,230300
408625,0.1414523,175,208,106,8,1,12,231,127,153,61,113,103,27,87,31,120,115,151,7,0,13,218,132,186,65,100,174,30,95,45,253800
408626,0.4481547,130,87,18,10,35,10,443,277,341,174,90,44,131,56,12,88,109,34,11,40,11,493,318,484,201,173,99,176,77,21,347800
408627,0.0805585,68,88,93,0,9,6,148,225,108,25,36,92,19,16,32,44,49,98,0,6,7,130,210,140,22,37,124,22,17,36,275900
408628,0.3577698,73,168,71,7,5,13,673,378,261,86,85,52,47,38,25,43,115,113,2,9,13,684,412,346,94,109,104,53,48,34,278000
408629,0.0797414,121,148,106,8,9,0,177,131,126,25,73,22,24,32,4,70,123,116,2,15,0,179,142,155,24,74,56,27,37,8,245800
408703,0.0454305,25,66,180,10,0,19,328,507,642,0,57,58,25,12,51,23,74,235,14,0,25,432,709,1099,0,86,134,40,20,88,394300
408704,0.4598612,123,74,13,28,16,0,344,142,45,132,60,32,52,26,29,99,36,36,27,3,12,336,138,83,136,87,62,59,32,34,180100
408705,0.3225397,136,140,95,19,18,0,449,240,95,109,173,53,77,63,50,94,86,129,17,19,0,446,275,136,117,203,120,90,80,59,197200
408706,0.0869565,28,48,25,0,5,0,99,59,77,0,27,40,0,6,22,35,44,46,0,1,6,134,97,145,0,33,96,0,10,40,327200
408721,0.7010582,190,115,27,64,24,5,741,188,30,599,191,51,400,115,42,137,111,48,64,24,5,745,263,59,736,318,115,483,151,57,163900
408722,0.1642512,123,175,71,6,19,0,240,191,89,76,147,83,53,67,64,85,148,99,6,16,4,248,217,142,90,189,150,68,85,87,183600
408800,0.8464318,164,6,17,191,0,0,66,8,0,565,51,14,397,16,3,111,15,17,207,12,0,82,8,1,758,121,22,519,31,5,107000
430001,0.0735198,275,393,261,29,24,34,38,98,113,53,69,115,20,51,49,183,251,287,12,27,47,36,89,148,44,68,175,23,59,67,238900
430002,0.2786959,543,342,97,110,131,16,120,150,70,348,240,33,185,145,15,352,306,140,80,108,70,116,157,103,358,291,139,221,171,35,163200
430101,0.496925,464,173,34,145,23,33,77,53,20,347,171,37,203,91,39,336,172,58,138,43,34,76,67,32,399,240,92,256,110,58,142400
430102,0.3081914,181,99,53,57,56,8,21,35,13,401,243,45,227,161,23,134,72,66,45,71,10,18,41,22,436,344,141,272,202,40,144500
430200,0.3630289,129,108,132,0,1,4,2,13,29,10,13,5,5,5,3,101,104,171,0,0,6,3,17,43,14,15,12,8,7,5,633500
430301,0.1661613,420,401,557,5,12,8,11,35,26,40,53,48,11,42,26,315,352,627,5,10,13,13,38,50,50,56,80,17,59,40,332500
430302,0.3841114,757,704,407,30,41,0,40,60,11,206,128,8,113,90,10,532,514,527,10,71,0,39,76,21,213,207,29,153,124,19,260300
430400,0.1583221,278,305,321,0,14,3,121,161,167,0,44,37,5,31,29,193,245,341,0,10,8,128,178,226,0,28,80,7,36,44,440200
430501,0.238806,425,463,613,0,2,9,28,28,35,59,26,15,36,25,7,330,384,694,0,0,12,36,28,53,64,48,22,53,35,11,387000
430502,0.4538819,851,979,688,22,6,5,47,48,38,142,117,0,88,76,0,585,928,807,21,11,6,46,70,58,153,177,21,127,110,3,353500
430600,0.0670904,185,296,386,0,7,0,87,106,256,24,28,21,14,26,0,119,212,403,0,3,5,96,121,321,28,21,48,18,31,3,552100
430701,0.321334,402,317,368,0,27,2,213,153,169,119,28,38,74,40,11,287,247,408,0,26,6,237,152,251,126,66,61,98,52,20,452400
430721,0.4171292,382,190,197,8,5,3,163,104,85,61,18,30,45,7,16,266,219,228,9,6,5,194,120,142,49,60,49,62,12,26,334500
430723,0.7062423,427,318,84,31,11,0,280,164,73,102,87,7,82,64,6,350,309,118,27,21,0,323,209,128,129,125,32,110,95,11,199300
430724,0.7078652,603,248,111,19,19,0,364,255,27,128,37,8,116,11,0,387,212,159,18,19,0,368,272,55,132,66,14,134,17,1,202200
430801,0.6608536,431,249,86,24,0,0,645,244,125,236,73,7,158,67,0,328,258,125,13,13,0,718,338,199,285,135,33,205,96,3,265000
430802,0.2188905,299,213,158,0,9,0,143,156,225,30,59,12,33,32,4,203,194,193,0,7,3,146,160,319,28,75,34,41,47,7,376000
430803,0.1940045,348,407,156,9,6,0,219,280,190,43,49,30,26,34,23,245,268,234,7,8,1,223,297,260,37,65,58,28,46,32,362100
430900,0.6620948,781,613,157,227,63,0,138,141,42,691,257,34,386,151,21,579,566,264,223,92,17,150,162,92,854,419,120,523,226,37,184200
431001,0.6948099,852,372,251,167,42,21,64,63,0,643,170,19,328,168,9,608,342,276,160,41,42,70,73,5,742,279,60,413,228,17,188600
431002,0.3737215,519,202,171,81,0,0,32,32,27,121,34,25,61,17,14,409,173,224,76,21,0,29,39,53,132,76,45,86,28,22,226200
431100,0.5798698,279,178,26,330,123,38,89,31,24,562,277,25,334,179,9,203,153,56,257,142,84,104,33,28,630,426,71,401,225,15,166900
431200,0.2200957,214,124,6,168,97,0,13,32,11,378,303,75,269,182,61,151,120,10,132,114,15,13,31,19,391,475,144,315,230,82,148500
431300,0.3559719,197,278,94,17,8,2,17,48,5,76,85,19,41,67,9,124,168,136,16,8,2,17,51,8,81,100,31,50,78,13,208300
431400,0.1843658,395,307,103,5,12,0,72,125,41,154,81,36,95,38,13,290,295,120,2,17,0,88,134,78,193,123,60,128,56,20,194300
431500,0.3540309,960,408,127,17,13,5,222,236,169,426,233,51,259,83,35,697,396,209,18,4,17,237,283,237,500,351,126,346,116,51,195700
431600,0.1728188,224,169,149,2,3,0,167,162,201,18,29,29,10,32,26,182,112,196,2,3,0,175,187,283,20,33,57,14,40,40,431100
431700,0.2530689,435,272,280,0,15,5,325,295,349,44,10,45,32,35,10,304,212,300,0,8,12,326,314,442,47,21,60,37,45,14,446900
431800,0.3473862,443,286,168,12,2,0,396,202,44,85,80,24,76,18,8,286,298,198,13,2,0,434,245,86,95,104,60,96,29,10,243500
431900,0.5182973,382,236,75,10,4,0,251,73,70,120,65,25,94,34,7,273,229,91,4,11,0,255,108,95,150,93,40,122,43,14,242400
432000,0.3273543,624,505,174,6,7,0,343,329,106,180,129,6,107,58,3,425,439,257,3,12,0,344,383,194,203,193,26,141,76,6,245000
432101,0.290566,292,212,114,7,3,5,176,178,77,118,94,26,66,34,21,215,171,144,7,3,5,181,202,122,134,119,66,82,48,29,223400
432102,0.23938,318,357,126,2,8,0,265,212,128,167,69,67,116,0,34,208,270,211,1,5,4,271,244,191,198,99,111,148,5,45,243600
432201,0.4169463,186,83,40,8,0,0,346,127,50,179,136,26,60,77,16,139,84,48,9,0,0,370,175,66,232,175,67,77,97,24,193200
432202,0.4202401,182,66,28,9,2,0,256,177,37,218,168,5,125,112,5,117,80,23,4,6,0,236,180,65,222,194,75,137,128,14,182600
432300,0.3521127,208,99,41,6,5,0,141,101,25,236,226,31,182,71,23,151,106,42,5,7,0,141,118,43,270,316,83,228,95,32,162000
432401,0.5139186,142,27,7,11,0,0,139,68,37,347,115,31,173,67,17,111,37,16,13,0,0,142,91,58,418,220,70,223,92,24,172000
432402,0.6377614,183,54,0,12,0,0,255,69,41,645,228,112,392,129,60,161,57,5,12,0,0,304,83,61,866,384,206,515,180,85,160400
432500,0.3742154,403,175,68,15,0,0,230,164,34,544,363,36,361,157,27,292,170,89,5,10,0,234,191,56,587,531,138,426,221,40,166200
432601,0.4591969,186,60,16,10,0,0,184,147,54,566,228,69,378,129,49,149,62,21,8,2,0,192,149,96,692,340,154,450,168,66,161400
432602,0.3783019,140,30,21,5,2,0,157,109,57,286,200,36,179,133,16,104,32,22,1,5,0,164,120,60,313,291,73,198,160,24,169100
432700,0.4895222,91,18,0,4,0,0,77,56,16,619,243,57,315,152,30,43,5,3,4,0,0,77,51,36,652,388,122,368,193,46,159900
432801,0.653913,66,0,0,1,0,3,90,0,0,279,91,9,190,27,0,46,3,0,1,0,3,94,7,0,397,111,12,236,38,0,147600
432802,0.8272727,92,0,5,17,0,0,226,25,5,883,176,7,544,132,2,36,9,0,18,3,0,288,33,8,1429,289,31,778,195,8,165200
432901,0.5275657,120,45,25,12,0,0,268,212,65,301,94,38,154,69,33,92,39,30,7,5,0,254,226,99,314,188,74,179,86,41,195600
432902,0.3194925,111,79,7,2,2,0,86,106,115,212,109,5,108,57,0,84,61,20,2,2,0,84,108,140,245,147,28,127,70,1,181200
433100,0.5871041,110,36,11,6,0,0,303,163,40,807,212,59,513,123,30,83,45,20,7,0,0,321,190,71,1045,372,149,643,169,43,155300
433200,0.6031229,140,46,0,12,0,0,183,66,39,753,252,35,410,141,27,81,24,22,12,0,0,211,67,64,947,415,128,520,189,41,155100
433301,0.7763948,148,5,0,20,8,0,392,137,26,1279,264,32,784,208,5,95,13,0,20,7,0,380,159,58,1587,474,91,931,271,11,143400
433302,0.6386555,58,0,0,3,0,0,20,0,0,228,43,25,165,27,8,7,0,0,3,0,0,24,0,0,358,76,34,228,49,11,153300
433303,0.5895003,53,0,28,13,0,0,255,167,62,731,148,83,523,92,39,30,4,27,8,6,0,261,197,105,919,241,150,627,126,50,137000
433401,0.6147541,29,29,0,2,0,0,97,27,25,346,136,39,227,87,17,0,25,0,2,0,0,84,47,28,420,169,87,263,101,27,160500
433402,0.7571428,80,0,0,2,0,0,117,29,31,624,125,27,418,61,20,48,7,0,2,0,0,123,39,39,821,179,56,503,83,28,163700
433403,0.8072087,91,19,4,8,0,0,59,24,21,812,129,15,500,95,15,16,4,5,8,0,0,57,22,32,961,214,50,603,120,19,151800
433501,0.693837,34,15,0,0,0,0,21,0,0,335,67,23,190,53,16,0,0,0,0,0,0,23,2,0,431,106,46,251,75,26,148600
433502,0.7480025,57,39,0,5,0,0,176,53,0,1003,234,55,632,132,29,13,13,4,5,0,0,152,70,6,1115,347,88,688,162,38,155400
433601,0.4063005,113,42,0,8,0,0,315,238,72,257,149,38,118,86,6,89,29,14,8,0,0,311,246,113,294,212,83,136,104,12,194300
433602,0.5316456,65,17,4,1,0,0,222,89,12,232,59,3,96,44,4,46,20,3,1,0,0,203,103,23,260,96,14,107,48,9,161800
433700,0.2785445,76,44,3,0,5,0,24,12,10,397,167,55,197,78,28,16,5,1,0,5,0,25,12,13,438,238,98,236,99,37,158500
433801,0.6458659,50,20,14,4,0,3,47,11,10,825,274,20,542,137,10,0,0,0,3,1,3,40,19,10,876,315,92,623,163,18,152100
433802,0.179289,72,0,0,2,0,0,59,10,13,236,186,65,126,98,30,19,7,0,1,1,0,53,18,19,284,210,104,141,113,39,161200
433901,0.8082644,61,8,11,6,0,0,185,21,5,788,91,28,475,39,26,29,2,5,6,0,0,189,51,6,1031,227,67,627,59,42,161300
433902,0.4689579,58,26,11,3,0,0,51,0,0,556,112,80,300,76,46,0,0,0,2,0,0,44,9,0,574,193,112,331,101,55,157900
434001,0.3289738,85,29,8,8,0,0,11,25,0,549,264,12,368,175,2,0,0,0,5,5,0,11,22,13,768,427,79,532,260,16,142700
434002,0.4809256,83,50,4,6,0,0,51,31,0,832,482,47,428,322,23,0,0,0,4,2,0,45,42,0,855,616,107,478,388,36,154300
460000,0.0849673,264,387,613,12,27,40,40,77,62,25,34,56,28,32,17,188,259,600,7,26,49,41,74,93,24,39,78,34,37,28,376600
460200,0.2308068,221,372,226,376,304,259,19,45,4,52,108,7,77,56,7,150,201,305,265,273,395,14,42,18,50,127,29,90,73,9,251500
460301,0.1518826,94,255,165,355,338,80,11,19,24,62,68,36,41,82,25,72,174,216,301,292,220,13,22,30,63,80,78,53,102,41,234700
460302,0.2251309,89,94,25,440,233,98,23,8,4,175,102,6,131,73,15,61,67,33,320,227,160,20,10,4,179,134,30,147,83,20,168900
460501,0.0571737,312,301,790,2,0,2,36,102,213,10,8,30,0,20,37,223,254,817,1,1,2,37,103,300,8,14,42,0,26,54,607100
460502,0.0928962,226,328,585,0,0,0,58,67,133,12,20,17,6,13,13,144,223,579,0,0,0,57,73,162,8,19,31,6,17,18,492500
460600,0.0792277,238,264,735,0,1,3,58,27,109,5,10,25,7,0,29,180,185,758,0,0,4,63,30,142,7,6,40,10,0,39,533800
460700,0.0879518,303,229,811,0,0,7,44,48,131,22,0,36,0,3,41,227,185,874,0,0,8,44,59,176,17,9,48,0,4,56,787600
460800,0.056677,213,158,688,0,0,32,24,36,57,3,5,48,5,0,37,154,147,711,0,0,37,28,33,92,4,5,67,6,1,54,655000
460900,0.4069108,48,70,44,630,253,61,56,45,7,469,191,21,307,133,41,28,45,55,529,223,162,46,52,13,529,279,89,344,170,57,165600
461000,0.3266908,88,82,11,481,288,108,55,3,9,349,134,0,261,121,0,56,67,24,327,300,201,55,8,9,385,195,29,292,142,6,172700
461100,0.4305296,223,196,155,309,209,113,33,10,18,209,89,7,155,49,18,158,149,175,265,205,167,32,15,23,223,139,25,180,66,26,226400
461200,0.1258199,302,397,588,32,75,56,15,10,56,20,66,30,22,37,16,198,302,557,23,44,101,18,11,64,13,72,54,25,46,24,341500
461300,0.3987448,850,461,325,107,50,23,60,71,16,155,92,20,207,51,30,640,384,419,86,75,43,71,73,42,202,107,59,287,78,44,274000
461400,0.5763389,349,270,152,97,27,19,37,27,13,88,62,41,98,47,17,226,174,173,85,31,23,34,30,17,88,78,58,110,59,22,276500
461500,0.5060022,257,204,61,644,183,81,61,25,23,754,225,173,493,152,138,173,174,92,576,210,138,62,24,35,909,331,317,596,199,183,178600
461600,0.5325228,88,58,38,414,200,37,53,27,31,520,128,16,372,75,20,58,49,54,372,224,79,53,34,40,665,181,55,447,95,29,171000
461900,0.8776707,508,97,48,367,46,0,197,24,0,848,142,54,480,141,42,492,162,102,420,82,16,315,48,0,1104,341,90,623,227,55,186000
462000,0.7669305,85,34,31,603,146,57,51,5,3,973,234,31,593,163,0,63,37,28,552,148,97,52,7,5,1203,386,86,708,220,3,169800
462100,0.6608352,233,118,51,313,79,39,73,24,0,553,167,84,315,94,57,161,98,60,260,96,62,71,23,6,657,225,156,374,113,78,210700
462200,0.9207317,667,299,81,368,64,26,302,59,0,430,70,20,294,57,31,554,308,117,353,119,46,404,80,8,542,138,39,391,81,45,181000
462300,0.8203325,639,348,104,470,112,7,199,141,36,767,156,45,550,106,26,494,304,176,399,174,55,215,175,59,929,280,119,698,149,42,196600
462400,0.424938,428,296,202,97,37,27,54,32,19,270,50,39,131,59,45,287,221,231,81,26,57,53,32,32,280,110,50,157,78,57,275600
462500,0.3283898,661,413,576,85,30,13,84,72,33,168,45,66,147,29,44,466,303,583,59,58,19,86,84,55,165,96,94,184,45,60,278700
462600,0.2061404,220,172,252,24,7,20,28,12,35,57,27,16,14,31,15,154,117,272,19,12,26,32,12,49,68,34,30,18,44,20,338200
462700,0.6069284,549,337,158,117,57,26,137,133,29,293,206,39,210,96,60,353,324,212,99,68,43,140,150,61,315,297,103,264,129,85,246200
462800,0.5613871,258,167,126,103,28,0,42,45,15,172,87,0,127,36,0,194,138,136,84,53,3,47,48,27,193,141,13,162,54,1,273800
462900,0.1947098,359,320,206,10,20,16,36,60,48,89,121,46,82,59,12,247,235,244,6,19,24,33,68,68,105,130,97,105,77,18,257400
463000,0.1702128,139,174,221,0,14,24,16,28,40,25,17,27,15,11,11,104,151,228,0,3,41,14,33,63,22,30,43,20,17,16,380000
463101,0.3438228,216,134,77,19,8,4,79,44,30,107,88,35,72,71,11,171,127,80,9,19,6,88,56,43,129,108,82,95,95,19,226100
463102,0.2487521,226,156,237,14,6,2,54,86,75,182,62,44,141,28,4,173,145,250,9,11,5,58,89,124,209,115,79,184,43,8,393600
463200,0.4958159,395,233,202,59,4,17,85,42,94,162,62,43,115,19,15,257,200,205,38,27,19,88,48,117,175,97,70,146,26,20,313500
463300,0.3785558,209,127,250,19,0,20,49,31,48,88,10,31,57,0,19,155,97,268,23,0,23,56,43,64,110,30,45,82,4,26,351900
463400,0.6211774,663,441,354,170,40,0,282,133,30,251,123,46,168,84,18,483,378,425,165,61,6,319,184,48,310,171,96,224,120,28,310300
463500,0.6842901,835,559,276,71,28,28,315,177,50,155,68,7,128,40,16,553,531,361,59,47,32,347,226,86,186,112,9,172,56,22,396700
463600,0.778301,1624,1118,437,192,145,51,509,310,131,376,194,53,275,93,27,1317,1176,708,194,152,156,655,436,264,511,345,136,432,151,51,232600
463700,0.3136247,178,196,266,7,6,0,14,10,18,47,10,14,13,7,10,172,226,353,10,1,7,19,17,31,75,9,26,18,12,17,638700
463800,0.0691328,318,398,601,5,16,22,39,39,73,13,70,31,7,16,25,225,357,777,2,15,37,50,44,119,16,76,73,11,22,43,411100
463900,0.3826762,377,326,517,50,6,12,51,28,26,56,36,47,27,18,21,300,249,563,47,12,20,59,33,43,70,41,77,38,27,31,558600
464000,0.4279709,517,502,800,73,30,23,126,124,107,122,66,73,64,57,62,407,366,818,61,55,31,138,139,170,154,84,123,90,79,92,554700
464100,0.0742004,223,262,948,0,1,6,120,230,438,22,12,63,3,9,27,168,215,854,0,0,9,131,241,580,27,11,95,4,12,39,757200
464200,0.0970266,173,247,499,0,1,0,190,239,488,9,31,9,13,20,9,116,145,494,0,0,1,191,218,601,7,29,26,13,25,12,628000
480002,0.1641118,105,236,205,0,8,0,111,160,130,20,71,49,18,23,12,80,138,225,0,2,6,113,145,191,19,88,69,22,29,16,329200
480011,0.6054201,430,139,118,39,13,0,334,190,96,295,105,24,254,43,0,343,166,153,44,16,0,400,217,173,372,188,64,338,73,0,234700
480012,0.5038717,463,224,121,21,27,0,356,217,71,133,88,42,106,70,15,356,222,157,8,42,4,418,253,130,171,133,82,145,97,24,249700
480101,0.3782468,256,204,75,0,7,0,247,184,51,64,97,27,57,51,8,171,182,111,0,8,0,264,204,95,74,129,50,72,65,13,243400
480102,0.3648069,210,184,101,11,4,5,271,215,98,143,94,41,72,40,30,163,133,129,9,3,8,262,260,149,171,136,70,88,54,39,252900
480201,0.1273408,258,272,218,0,8,0,51,169,119,63,102,58,22,36,19,192,234,258,0,9,1,50,203,190,86,131,106,32,48,32,302700
480202,0.1079545,200,129,156,0,2,1,47,99,101,53,36,46,22,10,12,122,114,152,0,2,1,42,96,142,67,39,63,27,14,14,309400
480301,0.8267742,324,124,9,87,26,0,1106,367,114,613,232,42,367,154,34,263,116,41,77,25,17,1192,459,188,802,347,131,466,201,53,180400
480302,0.6356322,278,174,91,45,5,0,368,207,53,302,138,48,196,55,31,202,156,110,26,26,0,377,254,85,325,225,109,238,76,43,260200
480400,0.5772107,447,225,214,42,16,0,469,177,86,362,140,48,174,118,14,313,226,241,37,22,2,495,239,123,379,253,116,208,156,31,279500
480500,0.4467401,461,457,534,16,16,11,120,135,149,101,75,53,55,42,32,343,343,615,11,16,22,131,171,218,112,91,115,75,60,52,445000
480600,0.7344386,948,810,410,83,72,0,272,194,80,266,148,82,129,86,66,635,706,498,64,92,12,285,247,130,276,249,130,167,120,92,383800
480702,0.2859756,243,166,327,12,15,31,209,155,221,121,67,34,56,47,25,183,166,317,10,21,33,237,175,297,138,120,60,75,67,37,410700
480703,0.4089506,312,298,148,22,3,8,88,48,134,127,66,9,57,45,0,219,214,198,17,11,8,86,68,160,136,106,20,74,57,2,298100
