area,percent.rents,white.l00,white.m00,white.h00,black.l00,black.m00,black.h00,asian.l00,asian.m00,asian.h00,hisp.l00,hisp.m00,hisp.h00,other.l00,other.m00,other.h00,white.l09,white.m09,white.h09,black.l09,black.m09,black.h09,asian.l09,asian.m09,asian.h09,hisp.l09,hisp.m09,hisp.h09,other.l09,other.m09,other.h09,medval
101110,0.4944649,688,351,92,31,0,0,38,25,26,205,86,24,141,70,16,530,321,191,25,12,0,51,28,40,254,148,53,205,107,28,152300
101120,0.144528,406,379,208,8,3,0,22,19,19,72,35,0,48,19,0,274,295,287,3,9,0,26,22,26,79,48,10,62,29,2,240000
101210,0.8834209,820,247,14,118,0,0,46,61,12,578,107,0,460,69,7,660,309,57,84,54,0,55,67,33,747,245,15,644,114,12,137800
101220,0.6211129,583,171,16,21,0,6,41,6,7,233,44,19,184,33,10,398,171,35,21,0,6,44,6,10,259,59,44,225,39,17,143500
101300,0.1478495,458,523,257,0,8,0,41,29,13,47,52,17,41,34,8,337,422,367,0,7,2,47,36,23,55,61,41,52,52,13,229400
101400,0.267192,543,359,193,6,9,0,43,3,22,114,36,14,66,48,18,387,336,277,2,17,0,49,9,30,125,84,20,92,75,27,220400
102101,0.2855848,328,317,138,19,0,3,32,5,13,125,38,54,69,29,35,203,270,148,20,0,3,32,11,15,146,52,70,88,38,45,263700
102102,0.2021008,531,693,347,15,12,21,48,106,51,215,188,80,122,126,32,427,546,519,12,12,36,55,137,88,243,241,174,150,174,54,199600
103101,0.1378936,273,282,165,1,0,6,8,28,17,53,43,18,38,19,12,177,244,205,1,0,7,8,29,30,65,54,33,51,29,17,201800
103102,0.2961783,568,443,110,5,7,0,50,47,4,151,104,27,97,78,23,406,357,199,2,11,0,56,61,10,178,150,51,132,108,34,161700
103200,0.3650953,688,539,210,52,19,41,69,12,30,105,112,64,94,38,52,510,447,348,32,31,61,84,24,39,126,170,105,145,53,77,212600
103400,0.3611226,959,569,305,30,2,0,47,55,6,244,98,35,164,70,25,688,533,397,23,13,0,57,72,12,285,156,77,228,104,40,183100
104103,0.1306018,32,42,23,119,66,36,8,26,22,168,162,55,86,121,47,21,24,32,87,69,53,6,21,31,171,246,83,97,146,58,160900
104104,0.1523916,138,129,36,105,84,37,11,27,17,166,111,26,85,85,7,87,104,69,77,88,70,8,37,21,184,139,66,103,102,14,159100
104105,0.4918155,96,52,9,104,70,40,57,0,26,662,168,47,434,75,31,96,60,26,104,81,99,66,17,38,1073,378,132,689,143,51,129900
104106,0.5410108,111,22,19,255,75,46,13,33,0,459,144,24,257,104,21,70,39,17,240,83,51,15,36,0,498,246,67,296,125,30,156500
104201,0.2684642,9,2,0,114,73,28,4,0,0,390,185,53,254,139,20,5,5,0,101,74,70,3,1,0,541,336,119,341,201,35,137600
104202,0.3897707,133,28,16,288,67,25,39,28,6,683,303,66,410,212,33,91,56,14,247,82,46,44,29,11,808,466,172,488,278,52,148600
104310,0.2556391,7,0,0,54,47,0,0,4,0,246,177,8,155,131,8,0,0,0,60,37,21,0,5,0,369,288,40,216,193,19,143500
104320,0.464315,17,3,0,165,60,0,41,3,0,611,196,96,376,114,75,5,6,0,150,44,24,40,2,1,730,298,154,441,154,94,138900
104401,0.3220141,18,13,2,9,5,0,0,7,1,457,288,53,219,234,51,0,0,0,5,5,4,0,7,1,400,390,105,253,281,73,144900
104402,0.4616182,51,13,2,9,0,0,7,0,0,637,193,51,405,102,26,0,0,0,5,4,0,6,1,0,626,247,75,440,136,34,140500
104500,0.3528162,50,23,3,12,3,0,14,2,2,472,339,21,330,227,12,0,0,0,8,6,0,12,4,3,529,388,64,377,275,22,142800
104610,0.5338646,1,24,0,1,0,0,2,0,6,500,172,41,283,116,28,0,0,0,0,1,0,3,0,7,521,253,72,360,154,40,136100
104620,0.2918518,36,0,0,2,0,0,9,0,0,415,153,50,246,120,28,0,0,0,1,1,0,8,2,0,453,177,76,288,147,37,137100
104701,0.7696827,10,2,0,51,0,0,6,0,0,663,112,6,415,84,6,0,0,0,49,0,0,6,0,0,729,144,16,484,106,11,135300
104702,0.4229589,171,80,0,203,91,19,21,10,0,819,170,19,534,104,13,96,82,14,190,151,47,24,17,2,1018,377,36,668,173,21,141000
104810,0.3162879,72,41,15,8,10,0,17,11,5,525,277,72,304,179,61,0,0,0,9,8,0,16,9,7,551,362,138,339,212,80,134000
104820,0.6004804,100,28,0,19,0,0,96,13,16,721,227,16,408,186,5,33,9,6,19,1,0,106,18,16,858,355,65,496,234,15,154200
106010,0.2944785,190,168,116,73,34,22,10,40,5,360,176,82,194,125,46,120,167,137,55,62,24,12,42,12,375,334,154,241,182,68,200600
106020,0.2407045,220,197,107,28,16,18,18,27,27,415,252,169,270,177,92,158,165,150,14,24,29,22,22,42,514,371,296,350,240,130,173400
106111,0.1084543,248,280,71,13,36,8,18,35,11,152,174,103,81,101,88,192,219,162,4,31,33,19,34,23,155,277,179,115,143,125,180100
106112,0.1713316,219,169,56,7,29,18,7,14,4,228,341,71,176,208,37,150,159,91,3,36,25,10,16,7,273,503,208,243,306,65,158600
106113,0.1888466,76,142,80,39,0,0,3,25,0,175,199,43,67,141,39,64,104,87,17,24,0,4,21,8,208,237,123,86,176,62,164200
106114,0.5221675,250,88,0,77,34,0,21,18,0,520,328,62,335,207,41,175,83,13,75,29,17,22,24,0,599,474,137,417,258,58,125500
106402,0.2181734,494,460,108,57,44,4,21,50,9,466,312,100,235,190,52,336,397,200,43,44,30,23,57,19,558,451,213,315,258,84,181100
106403,0.2147316,115,51,43,6,4,0,11,3,0,273,275,17,128,149,17,27,17,16,5,5,0,9,7,0,273,334,95,146,172,31,151000
106404,0.6772403,173,51,13,93,39,0,44,7,0,743,74,3,431,35,3,129,55,24,82,84,9,47,25,0,1085,303,5,659,81,4,103300
106510,0.2384378,182,192,127,29,17,31,0,0,41,204,94,33,118,48,22,124,119,170,25,23,32,0,0,47,218,148,60,147,68,28,242700
106520,0.1985507,264,135,74,3,28,0,16,2,0,497,270,72,269,154,37,133,125,73,1,16,17,19,1,1,594,375,170,347,209,60,152500
106602,0.1202241,430,438,511,5,37,18,78,109,75,101,75,29,68,38,30,303,276,590,2,12,52,80,125,107,104,100,58,85,56,40,280000
106603,0.0667362,67,224,327,5,0,23,36,98,74,30,31,11,34,8,18,36,132,294,4,1,22,34,95,92,23,37,24,39,11,21,343900
106604,0.4028716,55,166,20,24,7,14,52,0,51,445,208,124,278,152,52,28,85,49,8,25,17,59,6,62,510,365,210,342,196,78,177700
106605,0.2926652,164,90,28,23,34,0,21,32,50,432,342,129,243,241,104,84,68,31,10,51,0,17,40,69,546,480,280,309,314,151,174200
106641,0.1141375,104,219,248,0,9,12,27,41,24,10,21,19,9,20,21,70,184,263,0,11,14,27,50,40,7,24,37,12,27,32,295000
106642,0.0593561,230,304,215,0,17,20,6,67,9,33,22,43,26,19,11,138,230,228,0,3,36,5,65,25,24,41,53,33,24,14,270100
106643,0.048288,122,230,455,14,4,24,56,43,84,21,36,19,22,5,22,105,161,522,16,3,33,66,56,128,22,52,38,33,10,33,473000
107010,0.2229008,76,27,3,0,0,10,0,0,15,290,205,19,172,137,9,0,0,0,0,0,11,0,0,19,377,310,82,229,193,21,153100
107020,0.3017876,86,26,35,12,14,0,10,1,7,389,307,46,274,191,37,0,0,0,4,23,0,8,5,8,490,427,114,342,241,53,150300
108101,0.1024328,194,198,178,0,10,0,46,54,49,15,14,0,6,24,0,116,153,194,0,10,0,39,64,61,17,17,0,6,30,1,310400
108102,0.0949721,223,264,380,0,0,22,59,68,134,12,28,38,14,15,13,163,268,471,0,0,29,75,99,204,18,29,75,22,24,22,337100
108103,0.0618557,87,200,375,0,9,0,36,101,174,12,0,36,11,16,24,63,129,373,0,2,7,41,107,224,16,0,48,15,20,33,446600
108104,0.065371,49,159,215,0,0,13,20,20,52,0,0,27,0,4,17,36,124,293,0,0,17,27,24,84,0,0,42,0,6,29,338100
108200,0.0842697,150,307,422,10,7,20,106,173,316,12,19,33,5,14,28,150,276,730,16,12,33,175,277,628,20,39,72,10,27,58,360700
109100,0.2307692,50,34,25,7,3,7,3,27,24,219,105,78,111,90,13,17,17,18,2,6,8,2,21,33,238,135,127,131,110,20,178800
109200,0.1463415,224,244,63,5,15,16,36,31,54,90,88,30,27,53,41,141,150,116,2,13,21,28,36,68,81,111,57,30,61,55,196600
109300,0.1587444,347,235,98,8,17,8,31,55,19,59,196,24,30,100,12,246,183,132,5,21,8,32,59,30,59,204,92,38,121,23,182200
109400,0.2060786,251,158,40,31,15,5,42,62,0,312,343,74,197,178,46,183,130,61,12,38,7,44,67,16,337,527,187,255,249,70,168800
109500,0.3452915,28,8,5,12,0,0,11,5,2,393,153,50,254,60,36,0,0,0,4,7,0,11,4,4,382,172,91,278,73,43,145900
109601,0.1183036,147,174,37,13,24,8,14,70,15,124,194,57,60,146,17,114,125,76,8,23,17,15,73,29,125,252,138,76,188,31,181700
109602,0.2672673,329,241,92,12,36,17,68,62,15,171,190,76,111,116,47,256,179,130,12,21,35,75,70,26,201,220,161,141,149,67,182800
109700,0.2141296,306,389,94,10,38,4,41,76,53,150,158,28,77,88,52,192,307,149,7,44,4,39,82,75,174,206,59,98,115,70,189900
109800,0.3024691,468,366,144,41,22,0,81,111,13,282,179,38,171,114,27,337,260,216,24,43,0,84,119,36,301,281,82,217,152,39,186200
111100,0.1698337,415,438,169,9,54,0,75,83,50,136,156,60,77,132,23,267,327,240,3,57,5,76,95,71,118,206,124,90,172,35,196300
111201,0.0910224,219,235,149,0,19,0,26,23,35,46,34,18,33,19,10,157,166,191,0,20,0,22,33,42,52,46,23,39,25,14,256300
111202,0.343949,582,402,249,23,9,15,95,68,23,68,107,35,42,86,21,427,336,301,24,11,15,112,69,45,68,130,80,49,114,38,211400
111203,0.1138247,452,733,437,4,32,19,160,156,37,54,99,57,49,59,20,318,472,522,4,33,20,161,193,58,64,109,88,63,70,34,272200
111204,0.0504945,366,347,740,14,6,29,49,54,151,8,0,105,15,17,31,250,250,813,6,14,36,56,59,202,12,0,137,21,22,45,371500
111301,0.6288078,901,506,194,114,27,22,239,109,85,180,172,22,160,116,27,660,487,284,119,39,27,280,142,120,213,249,59,220,160,44,212700
111302,0.4824976,656,466,266,56,39,4,143,112,45,159,51,35,105,94,0,507,474,388,73,28,25,186,133,103,209,110,59,166,138,10,263300
111400,0.5425406,629,574,187,86,18,9,252,115,46,341,144,54,194,105,32,444,438,296,51,61,10,277,131,78,395,205,110,252,137,44,220300
113100,0.0737787,307,578,721,11,6,22,29,48,102,11,41,84,8,61,16,226,438,793,11,1,32,33,45,143,7,35,131,12,75,28,360300
113202,0.2418926,684,411,458,19,7,6,15,72,34,58,48,27,40,39,8,583,382,557,25,5,10,21,82,78,79,50,59,50,59,16,294000
113211,0.1292825,432,499,374,8,11,6,49,30,20,7,47,31,0,35,22,291,400,466,3,8,16,49,43,28,9,49,49,0,46,31,218700
113212,0.3420561,227,379,132,11,24,0,80,46,34,38,61,13,9,48,11,140,302,189,4,19,17,89,61,47,39,84,25,12,61,19,234500
113213,0.3918919,480,376,230,16,31,0,27,134,75,113,55,28,72,60,8,308,358,282,15,23,15,26,140,130,120,97,50,95,88,13,233800
113232,0.1142644,309,335,386,21,8,13,38,51,22,48,36,36,37,5,32,168,291,367,16,14,13,40,53,34,38,62,46,46,10,40,293200
113233,0.7170818,723,249,69,118,48,8,110,81,16,627,122,13,398,79,18,533,276,102,108,64,16,108,116,23,750,256,34,514,121,26,190400
113234,0.5455163,544,141,58,8,11,22,117,23,23,407,56,23,252,26,14,372,146,74,8,11,22,122,28,29,457,102,45,301,38,20,203700
113303,0.132321,495,436,136,7,12,0,35,36,35,66,80,19,52,38,8,331,309,206,7,13,0,34,42,49,69,101,34,65,50,14,230800
113321,0.7281006,802,435,77,88,36,0,166,159,25,217,162,26,173,132,10,544,461,126,49,86,0,168,202,50,240,241,62,218,184,20,162200
113322,0.1069837,267,440,311,0,25,10,50,49,70,39,30,28,13,31,10,144,305,350,0,12,24,45,51,93,44,29,42,15,37,15,278100
113401,0.2401235,322,379,277,23,11,28,34,106,55,201,92,49,131,88,31,235,293,322,26,8,34,37,87,112,251,141,75,178,118,48,194900
113421,0.7713568,428,392,103,100,66,0,114,76,35,450,141,12,354,111,11,296,342,155,94,51,31,127,79,56,528,224,58,445,151,21,187500
113422,0.4858223,545,367,212,71,74,7,127,132,48,253,159,56,220,128,8,363,337,252,53,77,33,131,149,81,299,226,101,281,172,16,182800
115101,0.0665468,290,409,704,0,8,16,18,8,87,47,27,19,21,36,14,206,303,851,0,2,27,23,9,120,49,39,42,30,50,27,405900
115102,0.6622163,502,232,149,55,51,2,198,56,6,113,52,29,66,60,17,411,257,175,65,39,24,229,102,12,158,62,64,96,83,31,308900
115201,0.7205882,837,481,165,116,38,29,384,68,37,315,61,15,254,96,3,610,474,245,91,60,53,444,113,49,380,133,30,337,141,7,249900
115202,0.5888352,542,297,131,70,65,0,195,74,61,226,69,47,206,58,18,372,293,191,43,104,0,217,94,96,285,101,84,270,84,29,199500
115301,0.2778153,369,387,347,23,19,23,80,37,31,76,30,11,78,12,5,288,316,419,17,15,47,95,57,46,99,47,19,115,19,8,304200
115302,0.6959526,118,65,19,14,6,3,39,38,0,542,131,21,368,80,7,46,41,18,11,8,3,31,48,4,669,177,70,437,96,11,190200
115401,0.6073775,535,301,204,99,26,25,90,83,52,396,75,39,262,52,16,448,274,276,100,44,37,102,101,95,504,194,65,374,87,28,305700
115402,0.6378466,481,202,105,106,17,0,107,65,47,421,190,35,285,156,28,359,237,131,94,41,2,123,80,68,565,288,83,386,219,47,195300
117100,0.3247536,272,199,110,82,33,22,190,175,62,417,187,36,281,123,20,208,208,176,79,57,32,212,232,130,586,315,121,412,187,36,176100
117200,0.4087464,273,244,145,55,18,15,117,87,59,438,165,70,227,79,36,215,234,178,68,8,30,145,98,104,599,307,141,332,118,62,218500
117301,0.1101068,360,293,173,22,14,5,34,33,45,120,38,46,52,30,29,234,232,188,11,22,10,32,39,58,118,71,65,63,40,40,210800
117302,0.2470657,453,444,286,4,37,16,62,90,46,69,113,49,57,54,11,270,356,351,1,36,25,71,85,77,72,136,85,72,68,20,243600
117303,0.1344032,260,300,99,15,8,8,30,21,53,59,76,53,32,52,8,185,234,153,17,2,16,33,26,71,67,91,96,40,71,18,207200
117404,0.2364493,310,301,131,36,31,9,57,66,53,137,75,28,91,54,0,220,227,209,32,31,23,63,72,85,152,98,80,123,74,6,219500
117405,0.9107856,38,7,0,24,0,0,14,0,0,557,94,10,328,53,0,0,0,0,23,3,0,14,3,0,709,140,18,441,72,5,97900
117406,0.9130692,133,28,6,100,13,0,50,14,6,1172,132,19,610,53,12,0,0,0,82,20,0,45,19,6,1275,239,46,661,81,13,170800
117510,0.8378631,48,49,6,63,9,0,144,34,0,631,40,27,427,20,27,44,54,12,58,28,0,183,42,9,954,148,60,618,35,42,123500
117520,0.823804,33,24,25,57,14,0,16,24,12,511,106,34,332,77,14,1,2,1,35,19,6,15,22,11,532,165,68,337,85,19,162800
117530,0.7268878,125,78,9,77,29,0,127,45,12,754,114,26,471,96,17,95,79,27,83,17,14,149,49,21,957,307,58,606,145,25,105700
119000,0.1642547,179,113,64,12,8,5,61,65,15,414,291,129,331,161,54,111,81,62,9,5,12,60,64,33,506,403,224,396,212,73,153300
119100,0.2461538,88,13,11,18,10,0,26,19,15,497,269,66,341,202,14,0,0,0,12,14,0,20,25,17,548,362,101,367,231,23,139800
119200,0.3942918,98,36,28,32,4,0,32,39,4,347,239,74,229,186,34,36,27,18,25,7,3,27,46,4,393,335,124,259,210,49,157900
119310,0.3372503,76,56,25,61,39,0,84,36,6,300,84,36,195,67,25,64,34,40,45,28,28,79,43,18,337,173,66,233,91,34,99200
119320,0.7288694,66,63,17,59,22,19,40,35,15,419,141,6,285,76,6,55,73,20,61,21,34,40,48,28,580,245,72,398,114,14,153100
119330,0.5580264,127,70,15,58,35,3,181,85,55,603,169,6,418,103,0,118,54,26,61,33,7,200,94,81,770,298,65,531,146,3,115400
119340,0.8038251,228,59,0,107,29,0,74,76,0,1064,183,16,655,153,16,170,62,5,105,43,0,81,81,19,1411,406,77,872,212,29,149400
119400,0.1192661,245,96,42,25,13,8,52,71,13,413,427,93,242,324,53,163,80,51,14,22,8,49,71,25,412,568,226,278,375,82,152700
119700,0.1272878,220,127,48,6,12,4,93,153,80,160,198,63,119,132,41,149,133,68,6,4,12,89,173,117,167,263,149,143,171,59,163100
119800,0.2001445,213,110,33,16,11,4,91,63,44,404,298,71,290,154,74,143,104,43,10,10,9,74,78,56,417,410,172,326,192,95,154900
119900,0.2637157,351,101,64,16,22,0,109,153,88,369,250,50,213,178,21,228,139,67,5,35,0,112,164,116,428,376,97,263,226,30,153000
120010,0.5351288,109,51,17,20,8,0,41,25,0,442,133,16,309,102,16,68,30,12,19,9,0,41,20,11,497,259,40,357,129,26,140800
120020,0.773842,95,22,17,59,0,0,106,42,0,531,172,30,414,122,18,58,41,15,43,11,0,84,71,0,651,269,58,469,149,25,161200
120101,0.8607229,260,39,12,181,0,32,91,36,17,1196,155,18,821,122,10,109,42,5,157,24,32,83,56,19,1480,319,69,980,164,17,160100
120102,0.8248487,248,94,25,139,45,0,125,48,37,1716,279,21,1286,170,14,118,44,25,129,48,11,137,55,46,2233,569,111,1582,255,23,113900
120300,0.3084649,264,136,65,30,2,0,95,126,34,359,232,10,194,170,6,195,123,93,13,21,0,98,134,63,400,360,63,239,226,14,145800
120400,0.5790993,363,124,58,104,12,26,134,103,30,499,201,15,317,173,7,287,127,86,79,27,34,133,130,55,604,336,51,393,235,14,169100
121010,0.28125,317,109,50,31,0,0,77,32,39,237,233,35,118,192,27,241,111,76,10,23,0,89,32,55,304,285,120,148,258,44,165600
121020,0.4326531,166,141,39,8,12,0,37,41,16,343,113,32,238,73,26,109,120,53,3,8,9,32,40,31,362,214,51,279,94,31,157300
121100,0.3039935,258,225,70,13,13,0,29,33,30,317,167,41,216,116,22,174,162,105,8,13,4,27,27,43,355,209,83,245,135,28,155000
121210,0.5390625,140,64,10,22,0,10,41,34,31,606,151,31,375,67,14,77,44,9,27,0,11,36,49,42,805,285,84,530,96,22,156400
121220,0.2879121,110,57,31,9,0,0,70,0,0,363,174,82,208,106,59,47,33,18,5,4,0,69,8,0,437,241,143,243,133,79,157100
121600,0.1290323,166,175,50,7,7,4,78,61,47,70,92,20,50,52,14,112,151,62,7,7,4,72,72,68,67,111,57,63,63,21,186200
121800,0.5183098,258,123,35,57,6,0,88,37,4,757,285,82,447,183,63,143,93,50,57,8,0,82,57,9,947,444,155,557,236,88,153600
121900,0.391182,213,57,9,15,0,4,59,14,21,431,186,32,265,113,21,133,38,11,11,4,4,58,14,29,491,280,70,313,133,30,161700
122000,0.2647672,300,276,49,20,9,0,128,106,31,284,83,39,200,94,39,191,198,100,19,9,0,125,108,47,314,106,74,228,110,51,179600
122110,0.6707224,172,34,10,21,9,0,46,32,13,639,296,32,366,189,26,61,24,5,28,10,0,54,54,19,968,456,116,527,278,52,137100
122120,0.4011407,131,55,0,12,6,2,44,21,0,486,180,92,342,117,29,40,16,4,4,9,8,36,30,5,587,311,138,399,155,45,153300
122200,0.5448937,275,87,17,29,14,0,57,5,20,564,296,56,384,169,37,149,48,20,22,18,0,49,15,23,644,420,141,449,211,55,145200
122410,0.9029779,137,7,0,37,8,0,13,12,0,727,85,7,406,48,7,14,2,0,36,19,0,12,22,0,1044,214,12,595,72,12,159300
122420,0.6278713,217,52,37,52,21,0,56,31,12,564,193,52,363,107,21,147,44,38,55,25,0,45,57,15,751,322,105,491,139,27,160800
123010,0.6301507,85,32,6,17,0,0,10,15,0,574,216,31,351,93,13,0,0,0,17,1,0,11,14,3,697,279,70,430,124,21,148100
123020,0.3785617,81,36,5,3,0,11,20,10,12,355,161,38,189,99,11,5,4,3,3,0,10,17,15,13,415,227,76,221,120,18,143100
123103,0.6227586,351,137,26,66,15,8,43,8,19,499,198,32,372,133,6,241,154,46,57,26,16,43,18,26,700,306,74,502,187,11,151300
123104,0.7325581,355,134,90,51,11,0,42,37,0,591,136,41,367,94,56,269,137,96,31,37,0,47,50,0,719,272,77,472,137,79,173100
123203,0.824186,152,15,8,47,4,0,39,5,0,664,102,10,397,74,0,75,16,6,49,4,0,46,6,0,861,163,30,504,99,2,157000
123204,0.843292,97,59,9,34,5,0,21,0,0,556,62,31,395,52,20,25,23,17,35,5,0,24,0,0,740,130,48,494,69,28,186700
123205,0.7722908,120,22,0,15,0,0,15,0,4,377,117,11,257,88,10,32,14,0,16,0,0,17,0,4,497,204,16,323,117,13,161900
123206,0.7660292,125,26,0,19,0,0,0,11,16,568,59,36,287,56,20,0,0,0,20,0,0,0,8,23,684,180,69,369,79,28,149600
123301,0.537062,194,140,71,61,28,3,176,123,89,437,77,52,249,25,49,157,134,100,68,27,10,196,150,137,610,141,101,347,42,68,170300
123303,0.6512936,157,118,10,32,0,0,45,23,0,372,104,4,276,60,0,119,101,48,28,7,0,48,32,4,485,155,49,366,82,3,167300
123304,0.7150537,249,168,21,75,9,0,53,28,6,486,125,0,364,74,0,217,146,55,58,29,8,62,30,18,641,253,15,495,116,0,185300
123410,0.7438541,306,82,41,50,4,0,66,0,32,499,95,19,371,44,10,271,81,57,52,11,0,73,14,38,712,153,60,518,66,17,174800
123420,0.628752,314,77,67,25,1,2,37,26,0,527,104,23,408,77,5,274,55,74,26,1,2,41,27,6,705,164,84,540,110,12,170200
123510,0.6920943,367,109,97,39,8,0,25,43,49,476,144,46,201,134,43,329,105,140,47,10,0,26,60,72,685,257,104,310,199,70,231600
123520,0.6769912,195,135,48,49,0,0,30,10,0,392,37,21,196,31,17,152,118,56,46,7,0,28,19,0,467,99,39,251,45,26,202500
123601,0.5892162,692,270,100,69,32,0,67,16,0,326,105,7,265,74,12,507,263,144,65,34,12,75,24,2,406,156,36,354,103,20,232200
123602,0.5539178,386,171,205,41,26,0,55,11,0,275,73,0,163,84,0,293,161,237,35,33,7,67,19,0,357,109,15,218,115,6,250000
123700,0.4695534,594,198,89,51,0,15,75,13,4,250,60,14,206,79,19,433,212,137,43,14,17,79,31,5,301,106,45,279,108,32,184600
123800,0.6408451,922,363,140,100,26,13,47,32,25,273,172,16,240,112,8,692,407,209,98,47,20,59,41,36,373,248,41,343,167,15,256900
123900,0.6107931,753,354,158,103,70,8,74,57,36,533,151,45,345,129,21,594,349,176,71,100,28,87,73,48,655,282,75,460,184,33,193500
124000,0.4828109,814,436,375,53,18,0,58,7,0,157,14,3,93,30,0,620,445,409,38,43,0,64,14,4,188,35,10,130,46,0,366700
124101,0.796521,526,198,25,185,0,0,68,16,21,1089,165,36,668,138,21,449,207,46,155,54,0,82,22,25,1414,398,82,905,209,35,153400
124102,0.7788141,401,184,40,115,17,0,55,16,0,493,139,0,324,90,0,298,180,56,108,29,5,61,20,3,616,196,25,401,116,5,207900
124201,0.4578097,266,155,36,14,26,4,14,43,16,331,146,31,200,96,25,212,125,66,12,13,22,15,47,26,418,209,74,262,125,40,165400
124202,0.7783754,400,83,13,101,5,6,64,29,0,909,154,25,583,113,20,279,126,22,99,17,7,77,26,9,1168,352,59,761,174,31,142900
124300,0.671307,271,95,43,40,4,4,17,35,0,558,159,30,390,111,10,201,92,50,29,17,4,19,31,13,724,269,80,503,161,19,167400
124400,0.5505142,536,363,235,53,31,3,22,24,3,205,53,20,181,63,5,388,310,322,40,54,5,23,36,6,250,99,38,247,94,13,285300
124500,0.4965517,325,240,246,36,15,0,39,0,6,161,27,14,115,36,18,284,188,357,43,13,11,56,3,9,234,61,21,174,67,28,300000
124600,0.4746269,677,544,424,34,27,14,32,45,13,96,26,23,93,14,16,575,494,553,32,29,32,36,49,36,120,48,40,141,22,25,321000
124700,0.5089369,660,587,468,39,39,12,45,15,17,102,63,14,90,40,4,528,578,682,34,44,38,66,19,27,117,120,34,137,63,12,364600
124901,0.8708278,1529,398,160,125,88,0,82,55,13,331,97,19,209,99,15,1254,475,246,106,130,27,107,80,25,444,184,44,317,150,33,224300
125100,0.7424029,1072,521,309,162,68,9,98,33,19,313,72,28,284,50,22,810,537,382,124,140,14,129,44,23,353,182,45,380,95,36,323500
125200,0.677556,639,331,110,67,30,5,59,8,0,236,114,8,181,87,19,509,333,178,38,67,16,60,29,0,313,194,12,254,131,29,281800
125310,0.712297,310,126,73,63,12,0,23,17,0,567,72,0,379,46,0,170,122,89,59,19,12,26,25,0,856,168,22,552,88,4,186900
125320,0.9483541,525,71,12,178,84,16,97,17,0,571,116,8,429,70,8,452,106,55,186,140,36,128,32,0,895,282,21,681,130,14,130300
125400,0.8730926,1370,587,212,525,131,13,157,69,23,547,137,8,405,126,22,1172,629,276,545,252,25,176,113,48,729,265,52,602,193,41,274300
125500,0.7875363,1255,650,184,128,92,8,92,67,0,368,114,22,242,115,23,865,571,316,131,58,60,101,81,9,407,194,54,311,161,34,271700
125600,0.4467532,321,326,303,20,15,10,10,23,17,49,16,20,14,35,2,241,292,360,11,22,20,13,17,34,55,25,35,21,48,5,379200
127101,0.6944072,431,273,72,134,28,0,73,93,0,910,129,17,617,128,18,348,253,120,119,34,25,83,91,31,1218,277,37,818,189,30,179500
127102,0.6634616,242,131,46,92,31,11,110,20,12,529,168,14,349,136,15,195,120,69,98,33,12,117,32,20,673,306,36,453,186,24,180400
127210,0.7176005,416,152,29,111,50,25,93,52,4,585,144,30,429,70,15,319,149,91,101,73,42,111,71,9,778,236,71,575,105,25,171000
127220,0.7463813,314,97,41,95,7,0,170,28,6,653,117,0,405,66,0,224,92,49,82,21,6,193,32,17,838,216,27,522,97,3,164900
127300,0.7210374,373,151,60,110,57,0,87,64,26,605,116,26,378,70,17,275,167,90,94,61,27,103,77,35,757,248,54,499,106,24,178700
127400,0.7070313,255,148,17,82,12,0,26,17,4,563,104,11,311,77,32,213,129,46,59,45,0,30,17,11,701,246,29,416,113,47,171700
127510,0.5339039,478,222,55,11,10,59,26,40,10,420,108,34,273,92,22,321,208,91,9,11,62,21,58,12,461,196,70,323,128,32,171800
127601,0.8326633,424,182,52,123,67,24,152,19,0,685,170,20,463,92,16,352,173,86,127,74,39,172,38,0,864,338,59,614,136,27,222900
127602,0.7619287,420,191,56,115,33,6,35,53,20,845,156,24,534,88,11,330,191,92,110,45,14,43,61,29,1055,337,76,708,130,18,173200
127710,0.7088107,607,326,126,215,24,22,74,38,35,848,114,21,561,69,13,526,254,198,206,68,26,89,46,52,1157,254,41,786,109,20,233200
127801,0.7397959,784,159,124,150,75,0,167,76,9,856,221,23,512,108,22,670,197,144,137,115,15,199,98,28,1132,415,104,728,161,45,172500
127802,0.7475862,494,128,93,138,32,5,132,37,14,847,149,58,488,115,61,369,168,109,115,75,6,142,54,26,1089,289,111,625,160,96,183000
127910,0.8276567,271,111,23,54,57,0,39,46,0,696,91,42,367,53,36,203,116,32,53,64,6,43,49,11,890,224,76,491,79,53,182100
127920,0.6284585,332,126,67,46,10,12,58,28,6,485,27,9,274,28,26,277,112,95,43,21,13,72,25,18,600,132,17,370,50,38,183900
128100,0.7059292,569,212,103,117,44,18,120,13,22,1010,131,72,738,90,26,423,209,150,110,66,20,137,24,26,1288,334,126,966,145,41,190000
128210,0.9538568,187,25,9,91,31,0,61,0,0,873,100,29,595,81,16,126,31,9,78,42,8,66,5,0,1086,216,58,733,116,19,122800
128220,0.6965047,375,80,93,41,0,19,21,12,7,323,55,0,284,50,3,279,114,104,45,0,21,25,14,9,407,128,0,379,78,4,201600
128302,0.7955927,243,39,9,61,7,0,45,0,0,791,128,8,504,114,8,135,38,19,41,33,0,54,0,0,1088,253,40,682,164,17,141800
