 id,cancer,resp,neuro,qtri00,qtri90,val90,pov00,pov09,inc00,inc09,pubass00,pubass09,totpop00,totpop09,pfb00,pfb09,pu1800,pu1809,po6500,po6509,pfhh00,pfhh09,phsd00,phsd09,pba00,pba09,medval00,medval09,ntri00,ntri09,nata,ppw00,ppw09,ppa00,ppa09,ppb00,ppb09,pph00,pph09,pneng00,pneng09,crime,api_elem,api_hs,dairport,dbeach,dcollege,dsports,dwater,units00,occ_units00,pocc_units00,pocc_0_units00,pocc_1_units00,pocc_2_units00,pocc_3_units00,pocc_4_units00,pocc_5m_units00,pdetach00,pmobile00,pb90_00,pb80_00,pb70_00,pb60_00,pb50_00,pb40_00,pb30_00,pkitchen00,pbath00,manuf,units90,occ_units90,pocc_units90,pocc_0_units90,pocc_1_units90,pocc_2_units90,pocc_3_units90,pocc_4_units90,pocc_5_units90,pdetach90,pmobile90,pb80_90,pb70_90,pb60_90,pb50_90,pb40_90,pb30_90,pkitchen90,pbath90,inc90,pov90,pa90,asian90,black90,hisp90,white90,pu18_90,pg65_90,pforeign90,pfhh90,phsd90,pnohigh90,pba90,med_val_occ90,med_month_ownercost_mort90,med_month_ownercost_nomort90,prent, delta_a, delta_b, delta_h, delta_w, delta_b_6, delta_b_9,vcrime
181400,126.9779776,27.56312176,0.380680121,0,0,208500,0.1170263,0.2102204,40691,66771,0.0269058,0.0212908,4439,4990,0.4043704,0.4218437,0.236765,0.1627254,0.1335886,0.1539078,0.3470173,0.340652,0.1202532,0,0.3191057,0.2949077,189900,569300,0,0,126.9779776,0.2809191,0.3026052,0.2692048,0.2476954,0.0279342,0.0428858,0.3798153,0.3889779,0.1,0.137,1395,684,673,15.2,27.6,0.8,4.5,13.2,1609,1559,0.9689248,0.0070558,0.0776139,0.1212316,0.1019885,0.0160359,0,0.2604234,0.0160359,0.0128287,0.0320718,0.0121873,0.0115459,0.0128287,0.0115459,0.2309173,0.9875699,0.9875699,0.0933893,1501,1365,0.9093937,0.1304029,0.3032967,0.3904762,0.1421245,0.0249084,0.0087912,0.9157088,0.0306513,0.0191571,0.0249042,0.1034483,0.2318008,0.1743295,0.4463601,0.9913391,0.9941392,28750,0.131586,0.0936599,0.1970021,0.013651,0.3174518,0.6132227,0.2205568,0.1423983,0.3476981,0.2967742,0.0331126,0.1159364,0.2047305,208500,969,150,0.6760744,2.184631592,1.114122048,0.176948832,0.695272579,2.142003733,3.169900704,168
181500,78.22055895,19.31363549,0.233839387,0,0,184600,0.0554409,0.0942047,52143,63548,0.0395137,0.0427481,3891,3917,0.3991262,0.3929027,0.2415831,0.212918,0.1040864,0.1136074,0.2903715,0.1633588,0.137931,0,0.2787948,0.3437053,187900,492100,0,0,78.220559,0.3004369,0.3155476,0.2056027,0.2333418,0.0146492,0,0.4435878,0.3898392,0.08,0.091,1395,658,673,15.6,28.6,2,3.6,14.5,1381,1319,0.955105,0,0.1137225,0.2532221,0.2350265,0.0796058,0,0.6459439,0,0.0113723,0.0090978,0.0227445,0.0272934,0.1031084,0.1106899,0.3972706,0.993483,0.993483,0.1186686,1359,1303,0.9587932,0.0330008,0.2148887,0.42901,0.2762855,0.0429777,0.0038373,0.9061785,0,0.0045767,0.0251716,0.0514874,0.1304348,0.2551487,0.5331808,0.9963208,1,42598,0.085662,0.0587792,0.1690104,0.0229167,0.3914062,0.6078125,0.2515625,0.0979167,0.3411458,0.1971831,0.0622222,0.1186102,0.2376198,184600,1053,134,0.3184231,2.698639474,-9.839976739,0.423599352,1.440967375,-15.7198428,-21.5997011,168
181600,77.18926586,19.59469604,0.236188375,0,0,197200,0.1165202,0.1072879,38826,54217,0.0446313,0.0150229,5662,6453,0.3758389,0.2705718,0.1962204,0.1774369,0.0858354,0.0894158,0.3465982,0.3572828,0.0061881,0,0.2705115,0.2884435,200000,536400,0,0,77.1892659,0.3023666,0.2904076,0.2454963,0.1841004,0.0215472,0.0454052,0.3933239,0.437316,0.13,0.073,1395,642,673,15.1,26.8,0.4,5.3,12.8,1615,1558,0.9647059,0,0.063543,0.1848524,0.0994865,0.0449294,0.0282413,0.3928113,0,0,0.0134788,0.0166881,0.0141207,0.0320924,0.0673941,0.2772786,0.990712,0.990712,0.0901709,1664,1536,0.9230769,0.1067708,0.2910156,0.3307292,0.2330729,0.03125,0.0071615,0.966877,0,0.0078864,0.011041,0.0268139,0.1230284,0.1608833,0.670347,0.9501202,0.9941406,31167,0.13179,0.0972405,0.1849415,0.0084064,0.3172515,0.6069079,0.1767178,0.123538,0.3015351,0.209073,0.044757,0.1161382,0.2654079,197200,980,187,0.5789474,2.425493078,1.919884779,0.849349887,1.238325342,2.947767993,3.975664965,168
183101,77.46351988,19.35225395,0.245969764,0,0,169100,0.1580141,0.1142313,43942,62802,0.0694554,0.0231862,3998,4202,0.3366683,0.328653,0.2853927,0.2163256,0.086043,0.1063779,0.2909091,0.3530292,0.1111111,0,0.2021233,0.2718795,156800,508800,0,0,77.4635199,0.186093,0.2532127,0.0930465,0.0840076,0.0245123,0.0107092,0.670085,0.6220847,0.16,0.073,1395,591,673,14.2,28.5,2.7,4.5,15,1338,1265,0.9454409,0.0189723,0.0648221,0.2600791,0.1810277,0.0513834,0.0031621,0.5367589,0,0.0166008,0.0221344,0.0094862,0.0758893,0.1193676,0.0632411,0.2727273,0.9820628,0.9820628,0.1346382,1274,1206,0.9466248,0.0547264,0.2669984,0.3532338,0.2719735,0.0489221,0.0041459,0.9355705,0,0.0107383,0.0483221,0.114094,0.147651,0.1865772,0.4926175,0.9882261,0.9950249,33265,0.146918,0.1054422,0.1429704,0.0060782,0.5861522,0.5317125,0.2653277,0.0993657,0.4053911,0.1595745,0.0806452,0.2089172,0.1957537,169100,1033,137,0.4205534,1.422842317,0.180394845,0.740734123,0.814391251,1.208259549,2.236156503,168
183102,97.95401405,23.366896,0.305528002,0,0,167456,0.1213825,0.1446253,36178,53403,0.0649475,0.0380483,6132,5987,0.3649707,0.3527643,0.3003914,0.2239853,0.0771363,0.0873559,0.3328564,0.3419875,0.1456693,0.0627,0.197261,0.2814371,208400,570900,0,0,97.954014,0.1717221,0.2127944,0.1453033,0.1728746,0.0468037,0.0347419,0.597195,0.5668949,0.17,0.158,1395,651,643,13.4,28.9,3.1,4.8,14.2,2203,2097,0.9518838,0.0081068,0.059609,0.1168336,0.1282785,0.0591321,0.0028612,0.3056748,0,0.010968,0.0181211,0.0219361,0.1397234,0.0467334,0.0405341,0.096805,0.9854743,0.9854743,0.1344571,1738,1621,0.9326813,0.051203,0.3232572,0.3701419,0.1869217,0.0592227,0.0086366,0.8600629,0,0.0518868,0.0062893,0.3459119,0.0927673,0.1053459,0.4009434,0.9879171,0.9956817,23051,0.130056,0.1327217,0.1794413,0.0362011,0.4824581,0.5412291,0.2589944,0.0824581,0.3372067,0.318555,0.0420168,0.1402135,0.2099644,167456,789,142,0.6251788,2.262507618,1.349863041,0.795915114,0.7868622,2.377744576,3.405641547,168
183210,78.77125598,19.44530446,0.258492479,0,0,97981,0.1916276,0.1169825,36311,45927,0.0409483,0.0438823,5663,5546,0.3468126,0.3478183,0.2915416,0.2208799,0.0981812,0.0928597,0.3253796,0.2963345,0.14791,0,0.2000562,0.2942207,173600,520600,0,0,78.771256,0.2322091,0.23837,0.1266113,0.1370357,0.030196,0.0353408,0.58273,0.5791562,0.11,0.117,1395,609,673,15.5,27.9,1.5,4.5,14.4,1942,1844,0.9495366,0.0151844,0.0748373,0.1990239,0.1469631,0.0363341,0,0.4463124,0,0.0206074,0.0140998,0.0168113,0.0726681,0.1258135,0.0585683,0.1637744,0.9871266,0.9871266,0.1348913,1670,1581,0.9467066,0.0695762,0.3314358,0.3750791,0.1910183,0.0246679,0.0088552,0.9258741,0,0.0125874,0.0307692,0.0895105,0.1300699,0.1300699,0.6,0.9964072,0.9854522,17444,0.185117,0.1661422,0.1643699,0.0251648,0.5476333,0.5789894,0.2947873,0.1076493,0.4004394,0.3238636,0.1209677,0.2303295,0.1687962,97981,538,87,0.5276573,2.023015889,1.432363474,0.81337168,0.872224366,2.460244907,3.488141877,168
183220,87.89394352,20.8022094,0.272548045,0,0,77119,0.2456017,0.1352814,31442,48047,0.1333333,0.0401869,4363,4072,0.4618382,0.4599705,0.3344029,0.2455796,0.092826,0.1770629,0.3231441,0.2953271,0.3333333,0.1045,0.0678233,0.1886285,141700,493900,0,0,87.8939435,0.101994,0.1525049,0.1244557,0.1051081,0.0302544,0.0073674,0.7318359,0.7163556,0.35,0.253,1395,584,673,14.6,28,2.3,4.9,15.2,1194,1145,0.9589615,0.0200873,0.1519651,0.1187773,0.0628821,0.0445415,0.0061135,0.3746725,0,0.0148472,0.0139738,0.0165939,0.0174672,0.0663755,0.0384279,0.2366812,1,1,0.2327221,1314,1244,0.9467276,0.0691318,0.3311897,0.3745981,0.1905145,0.0249196,0.0088424,0.9253997,0,0.0142096,0.0301954,0.0923623,0.1314387,0.1278863,0.598579,0.9969559,0.9855306,13730,0.185156,0.1664,0.1641715,0.0251205,0.5475768,0.5787871,0.2945953,0.1078406,0.400406,0.3231047,0.1232877,0.2303419,0.1688034,77119,424,68,0.5956332,1.095644713,-0.948606734,0.414601412,-0.244012002,7.92E-02,1.107143233,168
183300,81.75640075,20.3710596,0.264398596,0,0,166600,0.1746815,0.1524487,37905,53935,0.0728863,0.0179986,4897,5064,0.491117,0.442733,0.3018174,0.2776461,0.0882173,0.1016983,0.2686676,0.2555795,0.1062992,0.0651,0.1236413,0.1839187,150900,476100,0,0,81.7564008,0.1049622,0.1522512,0.1774556,0.1510663,0.0085767,0.0122433,0.6849091,0.6552133,0.23,0.165,1395,593,673,15.9,27.1,1,5.2,13.9,1420,1366,0.9619718,0,0.1515373,0.2122987,0.1625183,0.0505124,0.0102489,0.5080527,0.0051245,0.0080527,0,0.0351391,0.0644217,0.057101,0.1068814,0.3155198,0.9894366,0.9894366,0.1208626,1517,1433,0.9446276,0.0495464,0.3258897,0.320307,0.2623866,0.034194,0.0076762,0.9218203,0,0,0.0256709,0.0723454,0.1960327,0.1645274,0.5414236,0.9894528,0.9818562,32599,0.104171,0.1384399,0.2183838,0.0111111,0.5745454,0.500202,0.2931313,0.0787879,0.4672727,0.1850829,0.0776398,0.2319728,0.1537415,166600,912,138,0.4128843,2.095976334,0.516008029,0.89666793,0.469259431,1.543878924,2.571775885,168
183400,81.93128044,20.97844906,0.275039898,0,0,184700,0.1947894,0.0618915,35351,53264,0.0760331,0.0174419,4127,4314,0.4814635,0.5890125,0.2854374,0.1235512,0.1010419,0.1001391,0.2976092,0.2599668,0.0406977,0.1982,0.2141372,0.2522523,161800,472800,0,0,81.9312804,0.1296341,0.0964302,0.2202569,0.2654149,0.0096923,0.0120538,0.6222438,0.6110339,0.17,0.148,1395,580,568,15.5,26.3,0.5,5.9,13,1300,1213,0.9330769,0.0148392,0.1220115,0.1747733,0.1005771,0.016488,0.0065952,0.3965375,0,0.0057708,0,0.0362737,0.0239077,0.0659522,0.063479,0.2399011,0.9723077,0.9723077,0.1297125,1263,1180,0.9342834,0.0881356,0.388983,0.309322,0.1805085,0.0127119,0.020339,0.8550186,0,0.0185874,0,0.0724907,0.1245353,0.0687732,0.7156134,0.98654,1,33710,0.183253,0.1416667,0.2536414,0.0082873,0.4909593,0.5341537,0.2852838,0.0883978,0.4628327,0.1531365,0.1737288,0.2366838,0.1344502,184700,1010,169,0.5647156,2.255462662,-6.86E-02,0.553552304,-0.435844934,0.959287575,1.987184532,168
183510,82.4907132,21.01317464,0.273140425,0,0,55851,0.1615464,0.0902902,40976,48630,0.0782967,0,2900,2791,0.4537931,0.3468291,0.3189655,0.2647797,0.0848276,0.0763167,0.243502,0.354399,0.0397727,0,0.1266748,0.1656663,144400,434000,0,0,82.4907132,0.0751724,0.0849158,0.0862069,0.0727338,0.0062069,0,0.8182759,0.8312433,0.16,0.047,1395,564,568,16.1,26.3,1.3,5.7,13.7,761,731,0.9605782,0.0205198,0.1149111,0.2216142,0.2120383,0.0451436,0.0164159,0.5800273,0,0,0.0109439,0.0123119,0.0369357,0.125855,0.0410397,0.4035568,0.9763469,0.9763469,0.1268293,762,727,0.9540682,0.1678129,0.3356259,0.2764787,0.1636864,0.0495186,0.0082531,0.8304498,0,0,0.0034602,0.0692042,0.0449827,0.1799308,0.6989619,0.9868767,0.9848693,9496,0.216216,0.1983356,0.0941458,0.0174598,0.7767888,0.5457035,0.3365286,0.0547758,0.5166039,0.2813953,0.213198,0.368421,0.1111842,55851,291,64,0.369357,0.892265529,-10.43814418,0.659935177,-0.655315395,-16.31801218,-22.19787048,168
183520,88.63072211,21.32155471,0.292279806,0,0,102849,0.3584071,0.2155512,26833,42323,0.2007576,0.0904807,4138,4113,0.5106332,0.4422563,0.3656356,0.3282276,0.0633156,0.0226112,0.3042654,0.3044298,0.3387097,0,0.0830611,0.1193827,152300,481200,0,0,88.6307221,0.057999,0.0398736,0.0538908,0.0102115,0.0154664,0.0233406,0.8557274,0.9146608,0.37,0.325,1395,553,629,15.7,26.3,1.9,5.5,14.1,1111,1055,0.949595,0.0189573,0.0322275,0.0635071,0.0824645,0.064455,0.0075829,0.1848341,0,0.0037915,0,0,0.0255924,0.0312796,0.0227488,0.185782,0.980198,0.980198,0.15,1402,1339,0.9550642,0.167289,0.334578,0.2770724,0.1628081,0.0485437,0.0089619,0.8342749,0,0,0.007533,0.0696798,0.0433145,0.180791,0.700565,0.9871612,0.9850635,17486,0.215992,0.1978931,0.0938836,0.0172895,0.7765384,0.5456405,0.3363079,0.054657,0.5168247,0.2831858,0.2127072,0.3678571,0.1110714,102849,537,118,0.7308057,-1.479362666,-0.146613947,0.364486588,-1.83800061,0.88126192,1.909158885,168
183610,84.91563404,21.618012,0.279757212,0,0,77949,0.2135557,0.1739042,30845,39714,0.1124744,0.0226804,3729,4928,0.5221309,0.3583604,0.3371322,0.2757711,0.058309,0.046875,0.3181818,0.3515464,0.1656051,0.1897,0.0721649,0.0485644,139500,432500,0,0,84.915634,0.0622151,0.1144481,0.0858139,0.0586445,0.0230625,0.0846185,0.8096004,0.7303166,0.23,0.341,1395,576,629,15.3,27,1.8,5.7,14.5,1008,956,0.9484127,0.0219665,0.0439331,0.0596234,0.0910042,0.0188285,0,0.1987448,0,0,0,0.0156904,0,0.0533473,0.0376569,0.1286611,0.9930556,0.9930556,0.1080888,892,841,0.9428251,0.156956,0.3246135,0.2960761,0.1676576,0.0523187,0.0035672,0.7642857,0,0.025,0.0535714,0.0214286,0.1107143,0.0964286,0.6928571,0.9865471,0.9952437,12550,0.169567,0.1711165,0.1508796,0.017253,0.6921515,0.4418133,0.3261164,0.0778079,0.4962788,0.2847222,0.2189055,0.3031423,0.1109057,77949,417,75,0.7646443,0.308665038,1.128018608,0.161924989,-0.736599892,2.155902461,3.183799434,168
183620,83.43979459,21.10238421,0.272538333,0,0,89551,0.1864303,0.2984908,34784,35625,0.0913758,0.0384236,3316,3689,0.4816626,0.4966115,0.3034841,0.3109244,0.0712103,0.0509623,0.3203286,0.3103448,0.14,0.1417,0.1325557,0.2081006,175300,425300,0,0,83.4397946,0.1046441,0.1190024,0.1091677,0.0954188,0.0183957,0.0027108,0.7481906,0.782868,0.26,0.195,1395,556,629,14.7,27.4,2.3,5.5,15,1032,986,0.9554263,0,0.0598377,0.1612576,0.1653144,0.0182556,0,0.3356998,0,0.0081136,0.0091278,0,0.0294118,0.0395538,0.0567951,0.2616633,0.9593023,0.9593023,0.1063291,1025,966,0.942439,0.1563147,0.3240166,0.2950311,0.1666667,0.052795,0.0041408,0.7608696,0,0.0248447,0.052795,0.0217391,0.1086956,0.0993789,0.6925466,0.9873171,0.9958592,14418,0.169537,0.1700106,0.1507656,0.0170789,0.6919906,0.4416961,0.3262662,0.078033,0.4964664,0.2862903,0.2173913,0.3031116,0.110515,89551,480,87,0.5953347,1.126187879,-1.716690497,0.667950405,-0.368131505,-0.688903849,0.338993027,168
183700,97.86248151,24.00444553,0.306348977,0,0,159600,0.1697642,0.0573913,35854,47111,0.1023474,0.0218083,6422,6325,0.3677982,0.3822925,0.3022423,0.2690909,0.0650888,0.0796838,0.337406,0.3284871,0.2556391,0,0.1989878,0.2461574,167800,364500,0,0,97.8624815,0.1195889,0.1143083,0.0937403,0.1065613,0.0423544,0.033834,0.7239178,0.7083004,0.16,0.244,1395,532,643,14.1,27.3,3.2,6.2,14.2,2298,2128,0.9260226,0.0051692,0.0667293,0.1343985,0.0808271,0.0380639,0.0023496,0.2269737,0.0046992,0.018797,0.0540414,0.0484023,0.0234962,0.0338346,0.0305451,0.1184211,0.9869452,0.9869452,0.1287823,1934,1779,0.9198552,0.0747611,0.3490725,0.4187746,0.1371557,0.0202361,0,0.6690648,0.0258993,0.1553957,0.1453237,0.047482,0.1798561,0.1093525,0.3625899,0.9741468,1,27261,0.212393,0.1674877,0.1308394,0.0260949,0.6321168,0.4974453,0.3093066,0.0874088,0.3855839,0.3173913,0.1305732,0.2145275,0.1535857,159600,868,141,0.6724624,1.509997842,0.933004748,0.743253027,-0.135623172,1.96088632,2.988783291,168
183810,94.12875155,23.2025941,0.323541219,0,0,71038,0.2853039,0.2775086,24676,27340,0.1103118,0.0564648,4582,4363,0.5467045,0.4304378,0.3531209,0.3302773,0.0488869,0.0396516,0.3124498,0.4566285,0.2058824,0.1273,0.0570949,0.1031712,156000,507400,0,0,94.1287516,0.0497599,0.1013064,0.0506329,0.0339216,0.0181144,0.0242952,0.8681799,0.8333715,0.38,0.279,1395,553,629,15.3,26.3,2.4,5.4,14.6,1344,1245,0.9263393,0,0.0522088,0.0305221,0.0401606,0,0.0160643,0.0907631,0,0,0.0104418,0,0,0.0168675,0.0305221,0.0811245,0.9657738,0.9657738,0.1849711,1060,1000,0.9433962,0.218,0.477,0.207,0.062,0.026,0.01,0.6025641,0,0.2179487,0,0.0320513,0.0192308,0.1730769,0.5576923,0.9801887,0.983,9503,0.239501,0.1475573,0.1120811,0.0214024,0.7803436,0.4708533,0.3201915,0.0526612,0.6223599,0.2734082,0.3392071,0.3992269,0.0767532,71038,348,62,0.8610442,-0.549505964,-0.50490795,-9.55E-02,-1.163450044,0.52296887,1.550865836,168
183820,134.8673085,28.92021389,0.468365308,0,0,85862,0.2603582,0.3153516,26591,43220,0.1647059,0,3784,3746,0.5425476,0.4701014,0.3670719,0.362787,0.0227273,0.0555259,0.2571711,0.2509881,0.047619,0.0462,0.0410959,0.1653696,145300,419800,0,0,134.8673085,0.042019,0.0688735,0.0422833,0.0355045,0.0203488,0.022157,0.8855708,0.873465,0.3,0.21,1395,541,539,14.9,26.4,2.8,5.4,14.8,1109,1011,0.9116321,0.0425321,0.0652819,0.0049456,0.0267062,0.0197824,0.0089021,0.1266073,0,0,0.0445104,0.0089021,0,0.0049456,0.016815,0.0929772,0.9458972,0.9458972,0.2468828,1282,1208,0.9422777,0.2185431,0.477649,0.2077815,0.0612583,0.0256623,0.009106,0.6031746,0,0.2222222,0,0.031746,0.026455,0.1640212,0.5555556,0.9789392,0.9842715,11485,0.239437,0.1467436,0.112069,0.0214352,0.7805219,0.471109,0.3203635,0.0524231,0.6225536,0.2724458,0.3345455,0.3992691,0.0772042,85862,421,74,0.8318496,-0.607722569,-0.683972166,-0.129148744,-1.656103082,0.343902043,1.371799006,168
185100,88.03069184,22.3822202,0.273867139,0,0,204800,0.1475878,0.1284817,47837,59670,0.0300136,0,6159,6337,0.347459,0.3078744,0.231044,0.1625375,0.107485,0.1216664,0.3009132,0.2301512,0.0963455,0,0.3212842,0.3931306,209700,564400,0,0,88.0306918,0.2955025,0.334701,0.1134925,0.0942086,0.0337717,0.0309295,0.5262218,0.4666246,0.13,0.135,1395,640,539,16.4,25.2,2.4,4.4,13.6,2294,2190,0.9546643,0.0292237,0.0872146,0.1812785,0.2205479,0.0607306,0.0082192,0.5675799,0,0.0392694,0.0506849,0.0552511,0.1232877,0.0611872,0.0493151,0.2082192,0.9886661,0.9886661,0.1028531,2086,1969,0.9439118,0.0761808,0.273743,0.3417979,0.2072118,0.0665312,0.0345353,0.9540607,0,0.0836751,0.0303527,0.2026251,0.1804758,0.1164889,0.3765382,0.985139,0.9847639,35742,0.192819,0.0970036,0.1517919,0.0325637,0.4476223,0.6488628,0.226051,0.1030324,0.3611302,0.185129,0.229452,0.1377321,0.2865027,204800,1063,161,0.4127854,2.240156907,2.023730451,0.830810909,1.861010497,3.051612472,4.079509444,168
185201,83.62233827,21.91415873,0.270701549,2062,7349.0575,181900,0.1584855,0.1563763,42409,55604,0.059516,0.0349374,5308,5630,0.4496986,0.4483126,0.2905049,0.2717584,0.0989073,0.1035524,0.2530985,0.2814766,0.0978723,0.1012,0.2175385,0.2459688,182900,480800,3,2,83.6223383,0.1333836,0.1525755,0.1499623,0.1198934,0.0109269,0.0039076,0.6887717,0.7165186,0.29,0.179,1395,522,540,15.5,23.1,3.7,2.9,11.9,1647,1533,0.9307833,0.012394,0.1082844,0.1950424,0.1311155,0.099152,0.0221787,0.5283757,0,0.0208741,0.0417482,0.0143509,0.1304631,0.0482714,0.0671885,0.2452707,0.9690346,0.9690346,0.1227206,1624,1546,0.9519705,0.0523933,0.2923674,0.2147477,0.2988357,0.0808538,0.0608021,0.954796,0,0.0584344,0.0275634,0.2403528,0.1808159,0.1201764,0.3627343,0.9956896,0.9915912,32197,0.168605,0.1258412,0.1786153,0.0148992,0.6694128,0.4967572,0.2995618,0.0783523,0.4362839,0.2248996,0.1861042,0.2803796,0.1903887,181900,898,166,0.431833,2.158065111,-0.229294623,1.197416458,0.797873372,0.798547611,1.826444543,168
185202,90.59538674,23.94910007,0.285627921,1900,7325,182200,0.1938453,0.3103448,34701,41304,0.056664,0.0500705,3827,4328,0.4486543,0.3800832,0.2733212,0.2971349,0.0674157,0.0841035,0.3309352,0.2686883,0.038961,0.04,0.2174457,0.302617,188300,528900,1,1,90.5953867,0.1991116,0.1575786,0.0718579,0.0422828,0.0297883,0.025878,0.684348,0.7308226,0.22,0.28,1395,591,573,16.9,24.1,3.5,3.2,13.4,1396,1251,0.8961318,0.0311751,0.1223022,0.0927258,0.2110312,0.0391687,0.0135891,0.4724221,0,0.0295763,0.039968,0.0255795,0.0407674,0.088729,0.0919265,0.1934453,0.9706303,0.9706303,0.0927771,1331,1257,0.9444027,0.026253,0.3524264,0.3571997,0.1893397,0.0509149,0.0238663,0.8429054,0,0.0743243,0.0726351,0.1587838,0.1469595,0.0912162,0.4358108,0.9819685,0.9880669,34813,0.184679,0.1380952,0.1005123,0.0365943,0.6765065,0.5423274,0.2747011,0.0802635,0.4403513,0.2871972,0.152,0.300943,0.2230422,182200,982,152,0.490008,0.854689832,1.180940366,1.035099998,0.4455339,2.208818404,3.236715371,168
185310,109.0051393,25.74646363,0.345140354,1900,7325,73092,0.2233564,0.2326389,33850,37906,0.1066176,0.045614,3364,3168,0.4994055,0.4772727,0.3350178,0.3049242,0.0725327,0.1477273,0.2694685,0.3274854,0.1256281,0.1318,0.0415512,0.0799397,160800,434000,1,1,109.0051393,0.0228894,0.0539773,0.0662901,0.0325126,0.0023781,0,0.9036861,0.9135101,0.22,0.215,1395,506,527,16.4,23.5,3.7,2.8,12.7,848,809,0.9540094,0.0086527,0.1248455,0.1644005,0.0889988,0.0185414,0,0.3114957,0,0,0,0,0.0729295,0.065513,0.0321384,0.2348578,0.9787736,0.9787736,0.1813471,895,854,0.95419,0.1428571,0.3723653,0.3477752,0.1206089,0.0128806,0.0035129,0.7947214,0.0087977,0,0.1319648,0.026393,0.1114369,0.1818182,0.5454546,0.9854749,0.9777517,12335,0.191537,0.1338112,0.1007861,0.0050533,0.8587872,0.5443571,0.3248175,0.0690623,0.5976979,0.2248062,0.1237458,0.5162535,0.0413223,73092,348,66,0.5945612,-0.182492397,-11.03585025,0.535918707,-1.396826812,-16.91571903,-22.79557733,168
185320,109.999014,26.06645866,0.345827653,5831,7325,70508,0.2738208,0.2027621,28924,31875,0.0886814,0.0444444,3186,3186,0.5834903,0.4472693,0.2972379,0.2887633,0.0812932,0.1252354,0.2751756,0.36,0.1875,0.1182,0.0450402,0.1704434,165200,436400,3,1,109.999014,0.0351538,0.0210295,0.0775267,0.0703076,0.0031387,0,0.8760201,0.8901444,0.4,0.394,1395,506,599,16.8,23,3.2,2.1,13,892,854,0.9573991,0.0362998,0.1276347,0.0526932,0.1112412,0.0468384,0.0046838,0.2786885,0.0152225,0.0093677,0.0175644,0,0.0374707,0.028103,0.0936768,0.1932084,0.9226457,0.9226457,0.2381818,863,823,0.9536501,0.1421628,0.3730255,0.3475091,0.1202916,0.0133657,0.0036452,0.7926829,0.0091463,0,0.1310976,0.027439,0.1128049,0.1859756,0.5457317,0.9849363,0.9781288,11899,0.19152,0.1350681,0.1006985,0.0049476,0.8585564,0.5442375,0.3250873,0.0689756,0.5977882,0.22334,0.1245675,0.5157053,0.0416905,70508,335,64,0.6206089,0.55216534,-11.09637647,0.498013374,-2.375970794,-16.97624528,-22.85610358,168
186100,110.2342125,24.77079425,0.326837191,0,0,216740,0.1097436,0.0620646,47571,67727,0.0380952,0.0161098,4875,4737,0.4328205,0.3875871,0.2088205,0.1933713,0.134359,0.1386954,0.2792135,0.1927208,0.0301724,0,0.3253575,0.3817268,188400,575400,0,0,110.2342125,0.304,0.2499472,0.2884102,0.2811906,0.0131282,0.0075997,0.3579487,0.3886426,0.13,0.057,1256,688,595,14.2,25.6,1.3,6.1,11.6,1836,1780,0.9694989,0.0061798,0.0606742,0.3,0.191573,0.0455056,0.0078652,0.5764045,0,0.011236,0.0168539,0.0297753,0.0561798,0.1297753,0.1292135,0.238764,0.9874728,0.9874728,0.1091314,1882,1804,0.9585547,0.0587583,0.2350333,0.4046563,0.2416851,0.0482262,0.0121951,0.9412811,0,0.022242,0.0658363,0.1263345,0.1921708,0.2161922,0.3701068,0.9776833,0.9966741,43783,0.082127,0.0786268,0.2498017,0.0073355,0.3404045,0.5630452,0.2180809,0.1205392,0.4306106,0.1859706,0.1691729,0.1001747,0.2367501,216740,1089,145,0.3882023,2.835793312,0.459386342,0.689303827,1.204049527,1.487246763,2.515143712,370
186200,77.98512763,19.79754323,0.252053604,0,0,204500,0.1091628,0.0823061,49444,65583,0.0488323,0.0210822,8146,7862,0.442303,0.4070211,0.2471152,0.2016027,0.1201817,0.1187993,0.3031051,0.2821504,0.0888889,0.0733,0.2653137,0.3644506,185600,606800,0,0,77.9851276,0.1926099,0.2094887,0.2555856,0.2383617,0.0267616,0.0287459,0.4953351,0.4909692,0.17,0.16,1395,675,568,15.4,25.3,1.4,5.1,12.5,2947,2834,0.9616559,0.0187015,0.0822159,0.1803105,0.1764291,0.0345801,0.0119972,0.4573041,0.0070572,0.0183486,0.0359915,0.0236415,0.0501059,0.1482004,0.0769231,0.1510233,0.9765863,0.9765863,0.1051739,2700,2582,0.9562963,0.116189,0.2261813,0.4132456,0.2103021,0.0267235,0.0073586,0.9160584,0.0058394,0.0635037,0.0810219,0.120438,0.2620438,0.1722628,0.3007299,0.9833333,0.9903176,33973,0.101937,0.075067,0.2399835,0.0274424,0.4265917,0.5883644,0.2377881,0.0960483,0.4271405,0.1835646,0.08933,0.1409608,0.2494732,204500,1061,178,0.4957657,2.910080036,1.748312393,1.005033923,1.247476824,2.776194578,3.804091549,168
