"","area","prop_rents","median_value"
"1820",800325,0.1555118,422000
"1821",800326,0.177911,604000
"1822",800401,0.2334944,606300
"1823",800403,0.1908821,994800
"1824",800502,0.3844062,1000001
"1825",900101,0.2227061,75300
"1826",900102,0.3113773,102800
"1827",900200,0.2985972,105200
"1828",900300,0.2838235,135900
"1829",900501,0.3003761,87200
"1830",900502,0.3387097,101900
"1831",900503,0.2542998,99900
"1832",900504,0.416411,108200
"1833",900602,0.3877902,65500
"1834",900604,0.2800926,94100
"1835",900605,0.1866841,97000
"1836",900606,0.5204526,82700
"1837",900607,0.4647378,72200
"1838",900701,0.4372093,84000
"1839",900703,0.7641997,77300
"1840",900705,0.6509598,136900
"1841",900803,0.249467,88300
"1842",900804,0.4460352,75800
"1843",900805,0.2825943,94100
"1844",900806,0.8377038,89000
"1845",900900,0.1464245,142700
"1846",901004,0.2661654,142800
"1847",901005,0.2734315,140900
"1848",901006,0.3587052,122100
"1849",901101,0.252905,129200
"1850",901102,0.2804878,142800
"1851",901203,0.2385321,134600
"1852",901205,0.3212571,164200
"1853",910000,0.2207792,96100
"1854",910100,0.5768262,107800
"1855",910201,0.2555673,129200
"1856",910203,0.1634183,132000
"1857",910204,0.0883078,165200
"1858",910205,0.1373057,289300
"1859",910206,0.2698413,275000
"1860",910302,0.0781781,204400
"1861",910401,0.3199506,142800
"1862",910402,0.7135827,78700
"1863",910403,0.8354633,72500
"1864",910404,0.3925993,96200
"1865",910501,0.9616613,70000
"1866",910502,0.5032619,66800
"1867",910503,0.2235794,91800
"1868",910601,0.3511989,75400
"1869",910602,0.5425189,118100
"1870",910603,0.2744237,97100
"1871",910604,0.2107107,99500
"1872",910703,0.1176003,106100
"1873",910704,0.1689751,108300
"1874",910705,0.0974235,114500
"1875",910706,0.1400209,97300
"1876",910707,0.4400274,125800
"1877",910710,0.2117528,109200
"1878",910804,0.1426799,254100
"1879",910805,0.1100421,286700
"1880",910807,0.1750155,212000
"1881",910810,0.094703,302800
"1882",910902,0.249531,99500
"1883",911000,0.191579,138300
"1884",920013,0.0707071,238500
"1885",920015,0.0678851,250000
"1886",920016,0.1328125,180900
"1887",920017,0.1848375,195200
"1888",920018,0.0235457,220900
"1889",920019,0.1017699,239800
"1890",920020,0.1142857,239100
"1891",920023,0.1049724,200000
"1892",920028,0.0702403,198700
"1893",920029,0.2734657,180500
"1894",920030,0.2935829,224500
"1895",920031,0.116567,148600
"1896",920034,0.2771619,204300
"1897",920035,0.2578868,167700
"1898",920036,0.336074,181700
"1899",920037,0.8221288,133700
"1900",920038,0.515625,121100
"1901",920039,0.0716783,272600
"1902",920040,0.3692946,238200
"1903",920041,0.1529745,172400
"1904",920042,0.3198338,187300
"1905",920103,0.4270501,164000
"1906",920105,0.064557,236000
"1907",920106,0.2699168,156300
"1908",920110,0.1444844,337800
"1909",920111,0.1093901,214000
"1910",920112,0.2214377,238200
"1911",920113,0.2173342,276900
"1912",920312,0.4680634,346000
"1913",920313,0.1444632,233100
"1914",920322,0.1775093,257400
"1915",920326,0.4302568,294200
"1916",920327,0.0443914,339600
"1917",920329,0.321542,238700
"1918",920330,0.2803738,303100
"1919",920334,0.266572,274300
"1920",920335,0.7453435,161600
"1921",930000,0.1576355,139600
