"","area","year","race","income","count"
"35869",532303,"09","black","l",2
"35870",532304,"09","black","l",0
"35871",532500,"09","black","l",14
"35872",532603,"09","black","l",5
"35873",532604,"09","black","l",5
"35874",532605,"09","black","l",32
"35875",532606,"09","black","l",21
"35876",532700,"09","black","l",32
"35877",532800,"09","black","l",114
"35878",532900,"09","black","l",222
"35879",533000,"09","black","l",77
"35880",533103,"09","black","l",6
"35881",533104,"09","black","l",5
"35882",533105,"09","black","l",2
"35883",533106,"09","black","l",3
"35884",533107,"09","black","l",4
"35885",533201,"09","black","l",2
"35886",533202,"09","black","l",4
"35887",533203,"09","black","l",1
"35888",533300,"09","black","l",2
"35889",533401,"09","black","l",2
"35890",533402,"09","black","l",4
"35891",533403,"09","black","l",1
"35892",533501,"09","black","l",3
"35893",533502,"09","black","l",1
"35894",533503,"09","black","l",3
"35895",533601,"09","black","l",5
"35896",533602,"09","black","l",5
"35897",533603,"09","black","l",15
"35898",533701,"09","black","l",10
"35899",533702,"09","black","l",2
"35900",533703,"09","black","l",4
"35901",533801,"09","black","l",15
"35902",533803,"09","black","l",15
"35903",533804,"09","black","l",4
"35904",533901,"09","black","l",6
"35905",533902,"09","black","l",7
"35906",534001,"09","black","l",8
"35907",534002,"09","black","l",5
"35908",534101,"09","black","l",2
"35909",534102,"09","black","l",7
"35910",534201,"09","black","l",18
"35911",534202,"09","black","l",2
"35912",534203,"09","black","l",7
"35913",534301,"09","black","l",12
"35914",534302,"09","black","l",11
"35915",534403,"09","black","l",7
"35916",534404,"09","black","l",18
"35917",534405,"09","black","l",8
"35918",534406,"09","black","l",12
"35919",534501,"09","black","l",3
"35920",534502,"09","black","l",3
"35921",534700,"09","black","l",1
"35922",534802,"09","black","l",2
"35923",534803,"09","black","l",4
"35924",534804,"09","black","l",2
"35925",534900,"09","black","l",34
"35926",535000,"09","black","l",267
"35927",535101,"09","black","l",433
"35928",535102,"09","black","l",219
"35929",535200,"09","black","l",341
"35930",535300,"09","black","l",128
"35931",535400,"09","black","l",97
"35932",535501,"09","black","l",16
"35933",535502,"09","black","l",14
"35934",535503,"09","black","l",5
"35935",535603,"09","black","l",5
"35936",535604,"09","black","l",9
"35937",535605,"09","black","l",9
"35938",535606,"09","black","l",2
"35939",535607,"09","black","l",9
"35940",535701,"09","black","l",1
"35941",535702,"09","black","l",4
"35942",535802,"09","black","l",10
"35943",535803,"09","black","l",8
"35944",535804,"09","black","l",5
"35945",535901,"09","black","l",4
"35946",535902,"09","black","l",4
"35947",536000,"09","black","l",7
"35948",536101,"09","black","l",36
"35949",536102,"09","black","l",3
"35950",536200,"09","black","l",14
"35951",540000,"09","black","l",133
"35952",540101,"09","black","l",109
"35953",540102,"09","black","l",172
"35954",540201,"09","black","l",18
"35955",540202,"09","black","l",109
"35956",540203,"09","black","l",90
"35957",540300,"09","black","l",19
"35958",540400,"09","black","l",123
"35959",540501,"09","black","l",109
"35960",540502,"09","black","l",105
"35961",540600,"09","black","l",512
"35962",540700,"09","black","l",315
"35963",540800,"09","black","l",927
"35964",540901,"09","black","l",329
"35965",540902,"09","black","l",550
"35966",541002,"09","black","l",118
"35967",541100,"09","black","l",401
"35968",541200,"09","black","l",765
"35969",541300,"09","black","l",507
"35970",541400,"09","black","l",376
"35971",541500,"09","black","l",182
"35972",541603,"09","black","l",96
"35973",541604,"09","black","l",278
"35974",541605,"09","black","l",337
"35975",541606,"09","black","l",86
"35976",541700,"09","black","l",163
"35977",541801,"09","black","l",231
"35978",541802,"09","black","l",142
"35979",542000,"09","black","l",276
"35980",542101,"09","black","l",244
"35981",542102,"09","black","l",236
"35982",542200,"09","black","l",305
"35983",542401,"09","black","l",337
"35984",542402,"09","black","l",257
"35985",542501,"09","black","l",441
"35986",542502,"09","black","l",430
"35987",542601,"09","black","l",104
"35988",542602,"09","black","l",348
"35989",542700,"09","black","l",313
"35990",542800,"09","black","l",350
"35991",542900,"09","black","l",153
"35992",543000,"09","black","l",424
"35993",543100,"09","black","l",592
"35994",543201,"09","black","l",288
"35995",543202,"09","black","l",294
"35996",543303,"09","black","l",297
"35997",543304,"09","black","l",377
"35998",543305,"09","black","l",49
"35999",543400,"09","black","l",89
"36000",543501,"09","black","l",113
"36001",543502,"09","black","l",25
"36002",543503,"09","black","l",46
"36003",543601,"09","black","l",40
"36004",543602,"09","black","l",107
"36005",543603,"09","black","l",65
"36006",543604,"09","black","l",0
"36007",543701,"09","black","l",5
"36008",543702,"09","black","l",62
"36009",543703,"09","black","l",0
"36010",543801,"09","black","l",22
"36011",543802,"09","black","l",80
"36012",543903,"09","black","l",21
"36013",543904,"09","black","l",82
"36014",544000,"09","black","l",115
"36015",550000,"09","black","l",2
"36016",550100,"09","black","l",36
"36017",550200,"09","black","l",22
"36018",550300,"09","black","l",28
"36019",550400,"09","black","l",9
"36020",550500,"09","black","l",20
"36021",550600,"09","black","l",57
"36022",550700,"09","black","l",11
"36023",550800,"09","black","l",7
"36024",550900,"09","black","l",46
"36025",551000,"09","black","l",30
"36026",551100,"09","black","l",175
"36027",551201,"09","black","l",31
"36028",551202,"09","black","l",79
"36029",551300,"09","black","l",52
"36030",551400,"09","black","l",72
"36031",551500,"09","black","l",61
"36032",551700,"09","black","l",65
"36033",551800,"09","black","l",101
"36034",551900,"09","black","l",47
"36035",552000,"09","black","l",61
"36036",552100,"09","black","l",16
"36037",552200,"09","black","l",78
"36038",552300,"09","black","l",109
"36039",552400,"09","black","l",3
"36040",552601,"09","black","l",3
"36041",552602,"09","black","l",46
"36042",552700,"09","black","l",18
"36043",552800,"09","black","l",24
"36044",552900,"09","black","l",27
"36045",553000,"09","black","l",14
"36046",553100,"09","black","l",162
"36047",553200,"09","black","l",35
"36048",553300,"09","black","l",4
"36049",553400,"09","black","l",18
"36050",553501,"09","black","l",212
"36051",553502,"09","black","l",206
"36052",553601,"09","black","l",250
"36053",553602,"09","black","l",220
"36054",553701,"09","black","l",24
"36055",553702,"09","black","l",31
"36056",553801,"09","black","l",200
"36057",553802,"09","black","l",204
"36058",553901,"09","black","l",44
"36059",553902,"09","black","l",168
"36060",554001,"09","black","l",23
"36061",554002,"09","black","l",137
"36062",554101,"09","black","l",71
"36063",554102,"09","black","l",226
"36064",554201,"09","black","l",39
"36065",554202,"09","black","l",220
"36066",554300,"09","black","l",197
"36067",554401,"09","black","l",248
"36068",554403,"09","black","l",158
"36069",554404,"09","black","l",109
"36070",554511,"09","black","l",8
"36071",554512,"09","black","l",18
"36072",554513,"09","black","l",4
"36073",554514,"09","black","l",26
"36074",554515,"09","black","l",8
"36075",554516,"09","black","l",30
"36076",554517,"09","black","l",32
"36077",554518,"09","black","l",7
"36078",554519,"09","black","l",12
"36079",554521,"09","black","l",46
"36080",554522,"09","black","l",13
"36081",554600,"09","black","l",29
"36082",554700,"09","black","l",0
"36083",554801,"09","black","l",15
"36084",554802,"09","black","l",34
"36085",554900,"09","black","l",33
"36086",555001,"09","black","l",46
"36087",555002,"09","black","l",60
"36088",555102,"09","black","l",192
"36089",555103,"09","black","l",51
"36090",555104,"09","black","l",58
"36091",555202,"09","black","l",3
"36092",555211,"09","black","l",14
"36093",555212,"09","black","l",58
"36094",570002,"09","black","l",11
"36095",570003,"09","black","l",7
"36096",570100,"09","black","l",45
"36097",570202,"09","black","l",174
"36098",570203,"09","black","l",289
"36099",570204,"09","black","l",161
"36100",570301,"09","black","l",343
"36101",570303,"09","black","l",206
"36102",570304,"09","black","l",280
"36103",570401,"09","black","l",342
"36104",570402,"09","black","l",221
"36105",570501,"09","black","l",259
"36106",570502,"09","black","l",256
"36107",570601,"09","black","l",325
"36108",570602,"09","black","l",197
"36109",570603,"09","black","l",864
"36110",570701,"09","black","l",248
"36111",570702,"09","black","l",7
"36112",570800,"09","black","l",35
"36113",570901,"09","black","l",23
"36114",570902,"09","black","l",29
"36115",571101,"09","black","l",2
"36116",571102,"09","black","l",1
"36117",571200,"09","black","l",62
"36118",571300,"09","black","l",4
"36119",571400,"09","black","l",48
"36120",571501,"09","black","l",364
"36121",571502,"09","black","l",157
"36122",571701,"09","black","l",147
"36123",571702,"09","black","l",361
"36124",571800,"09","black","l",19
"36125",571900,"09","black","l",171
"36126",572001,"09","black","l",59
"36127",572002,"09","black","l",235
"36128",572100,"09","black","l",7
"36129",572201,"09","black","l",180
"36130",572202,"09","black","l",33
"36131",572301,"09","black","l",95
"36132",572302,"09","black","l",149
"36133",572400,"09","black","l",73
"36134",572500,"09","black","l",378
"36135",572600,"09","black","l",114
"36136",572700,"09","black","l",79
"36137",572900,"09","black","l",141
"36138",573001,"09","black","l",362
"36139",573002,"09","black","l",325
"36140",573100,"09","black","l",591
"36141",573201,"09","black","l",212
"36142",573202,"09","black","l",297
"36143",573300,"09","black","l",213
"36144",573401,"09","black","l",24
"36145",573402,"09","black","l",132
"36146",573403,"09","black","l",38
"36147",573600,"09","black","l",0
"36148",573700,"09","black","l",0
"36149",573800,"09","black","l",1
"36150",573902,"09","black","l",0
"36151",574000,"09","black","l",0
"36152",574100,"09","black","l",0
"36153",574201,"09","black","l",3
"36154",574202,"09","black","l",0
"36155",574300,"09","black","l",10
"36156",574400,"09","black","l",0
"36157",574500,"09","black","l",0
"36158",574602,"09","black","l",0
"36159",574800,"09","black","l",39
"36160",574902,"09","black","l",46
"36161",575001,"09","black","l",24
"36162",575002,"09","black","l",57
"36163",575101,"09","black","l",215
"36164",575102,"09","black","l",125
"36165",575103,"09","black","l",490
"36166",575201,"09","black","l",309
"36167",575202,"09","black","l",99
"36168",575300,"09","black","l",243
"36169",575401,"09","black","l",97
"36170",575402,"09","black","l",136
"36171",575801,"09","black","l",24
"36172",575802,"09","black","l",115
"36173",575803,"09","black","l",172
"36174",575901,"09","black","l",209
"36175",575902,"09","black","l",506
"36176",576100,"09","black","l",160
"36177",576200,"09","black","l",586
"36178",576300,"09","black","l",630
"36179",576401,"09","black","l",148
"36180",576402,"09","black","l",146
"36181",576403,"09","black","l",255
"36182",576501,"09","black","l",162
"36183",576502,"09","black","l",468
"36184",576503,"09","black","l",280
"36185",576601,"09","black","l",292
"36186",576602,"09","black","l",153
"36187",576700,"09","black","l",45
"36188",576801,"09","black","l",234
"36189",576802,"09","black","l",133
"36190",576901,"09","black","l",267
"36191",576902,"09","black","l",506
"36192",577000,"09","black","l",322
"36193",577100,"09","black","l",101
"36194",577200,"09","black","l",7
"36195",577300,"09","black","l",14
"36196",577400,"09","black","l",3
"36197",577501,"09","black","l",5
"36198",577502,"09","black","l",0
"36199",577601,"09","black","l",0
"36200",577602,"09","black","l",5
"36201",577603,"09","black","l",30
"36202",599000,"09","black","l",0
"36203",600100,"09","black","l",894
"36204",600201,"09","black","l",463
"36205",600202,"09","black","l",1020
"36206",600301,"09","black","l",853
"36207",600302,"09","black","l",444
"36208",600400,"09","black","l",590
"36209",600501,"09","black","l",280
"36210",600502,"09","black","l",182
"36211",600601,"09","black","l",303
"36212",600602,"09","black","l",319
"36213",600702,"09","black","l",439
"36214",600703,"09","black","l",203
"36215",600704,"09","black","l",620
"36216",600802,"09","black","l",389
"36217",600902,"09","black","l",1090
"36218",600911,"09","black","l",236
"36219",600912,"09","black","l",286
"36220",601001,"09","black","l",576
"36221",601002,"09","black","l",752
"36222",601100,"09","black","l",585
"36223",601202,"09","black","l",121
"36224",601211,"09","black","l",473
"36225",601212,"09","black","l",498
"36226",601302,"09","black","l",1309
"36227",601303,"09","black","l",994
"36228",601401,"09","black","l",506
"36229",601402,"09","black","l",76
"36230",601501,"09","black","l",125
"36231",601502,"09","black","l",17
"36232",601600,"09","black","l",31
"36233",601700,"09","black","l",83
"36234",601801,"09","black","l",21
"36235",601802,"09","black","l",27
"36236",601900,"09","black","l",166
"36237",602002,"09","black","l",92
"36238",602003,"09","black","l",186
"36239",602004,"09","black","l",245
"36240",602103,"09","black","l",453
"36241",602104,"09","black","l",372
"36242",602105,"09","black","l",279
"36243",602106,"09","black","l",383
"36244",602200,"09","black","l",185
"36245",602301,"09","black","l",33
"36246",602302,"09","black","l",4
"36247",602402,"09","black","l",164
"36248",602403,"09","black","l",390
"36249",602404,"09","black","l",334
"36250",602501,"09","black","l",1141
"36251",602502,"09","black","l",1311
"36252",602503,"09","black","l",1375
"36253",602600,"09","black","l",899
"36254",602700,"09","black","l",324
"36255",602800,"09","black","l",704
"36256",602900,"09","black","l",157
"36257",603001,"09","black","l",460
"36258",603003,"09","black","l",535
"36259",603004,"09","black","l",75
"36260",603101,"09","black","l",95
"36261",603102,"09","black","l",103
"36262",603200,"09","black","l",30
"36263",603301,"09","black","l",55
"36264",603302,"09","black","l",23
"36265",603400,"09","black","l",103
"36266",603500,"09","black","l",30
"36267",603600,"09","black","l",33
"36268",603702,"09","black","l",32
"36269",603703,"09","black","l",13
"36270",603704,"09","black","l",568
"36271",603800,"09","black","l",343
"36272",603900,"09","black","l",166
"36273",604000,"09","black","l",139
"36274",604100,"09","black","l",101
"36275",609900,"09","black","l",14
"36276",620001,"09","black","l",2
"36277",620002,"09","black","l",7
"36278",620101,"09","black","l",0
"36279",620102,"09","black","l",6
"36280",620301,"09","black","l",0
"36281",620302,"09","black","l",0
"36282",620400,"09","black","l",9
"36283",620501,"09","black","l",21
"36284",620521,"09","black","l",39
"36285",620522,"09","black","l",15
"36286",620601,"09","black","l",46
"36287",620602,"09","black","l",0
"36288",620701,"09","black","l",11
"36289",620702,"09","black","l",0
"36290",620800,"09","black","l",0
"36291",620901,"09","black","l",0
"36292",620902,"09","black","l",0
"36293",621001,"09","black","l",10
"36294",621002,"09","black","l",0
"36295",621102,"09","black","l",0
"36296",621201,"09","black","l",14
"36297",621202,"09","black","l",8
"36298",621301,"09","black","l",2
"36299",621321,"09","black","l",14
"36300",621322,"09","black","l",0
"36301",650001,"09","black","l",48
"36302",650002,"09","black","l",142
"36303",650101,"09","black","l",12
"36304",650102,"09","black","l",1
"36305",650200,"09","black","l",9
"36306",650300,"09","black","l",63
"36307",650400,"09","black","l",7
"36308",650501,"09","black","l",1
"36309",650502,"09","black","l",2
"36310",650601,"09","black","l",68
"36311",650602,"09","black","l",16
"36312",650603,"09","black","l",0
"36313",650701,"09","black","l",0
"36314",650702,"09","black","l",0
"36315",650800,"09","black","l",10
"36316",650901,"09","black","l",39
"36317",650902,"09","black","l",32
"36318",651001,"09","black","l",5
"36319",651002,"09","black","l",4
"36320",651101,"09","black","l",11
"36321",651102,"09","black","l",30
"36322",651201,"09","black","l",2
"36323",651221,"09","black","l",31
"36324",651222,"09","black","l",18
"36325",651301,"09","black","l",0
"36326",651302,"09","black","l",0
"36327",651400,"09","black","l",8
"36328",670001,"09","black","l",4
"36329",670002,"09","black","l",16
"36330",670003,"09","black","l",22
"36331",670100,"09","black","l",97
"36332",670201,"09","black","l",2
"36333",670202,"09","black","l",0
"36334",670301,"09","black","l",3
"36335",670321,"09","black","l",6
"36336",670322,"09","black","l",6
"36337",670403,"09","black","l",0
"36338",670405,"09","black","l",0
"36339",670406,"09","black","l",0
"36340",670407,"09","black","l",2
"36341",670411,"09","black","l",0
"36342",670413,"09","black","l",27
"36343",670414,"09","black","l",8
"36344",670500,"09","black","l",0
"36345",670600,"09","black","l",19
"36346",670701,"09","black","l",57
"36347",670702,"09","black","l",0
"36348",700100,"09","black","l",152
"36349",700200,"09","black","l",77
"36350",700300,"09","black","l",43
"36351",700400,"09","black","l",71
"36352",700500,"09","black","l",131
"36353",700600,"09","black","l",6
"36354",700700,"09","black","l",0
"36355",700800,"09","black","l",30
"36356",700901,"09","black","l",8
"36357",700902,"09","black","l",52
"36358",701000,"09","black","l",2
"36359",701201,"09","black","l",2
"36360",701202,"09","black","l",6
"36361",701301,"09","black","l",0
"36362",701302,"09","black","l",12
"36363",701400,"09","black","l",46
"36364",701501,"09","black","l",10
"36365",701502,"09","black","l",23
"36366",701601,"09","black","l",1
"36367",701602,"09","black","l",19
"36368",701701,"09","black","l",33
"36369",701702,"09","black","l",47
"36370",701801,"09","black","l",176
"36371",701802,"09","black","l",249
"36372",701900,"09","black","l",69
"36373",702000,"09","black","l",43
"36374",702100,"09","black","l",54
"36375",702201,"09","black","l",34
"36376",702202,"09","black","l",36
"36377",702300,"09","black","l",41
"36378",702400,"09","black","l",65
"36379",702501,"09","black","l",38
"36380",702502,"09","black","l",181
"36381",702600,"09","black","l",59
"36382",702700,"09","black","l",2
"36383",702801,"09","black","l",54
"36384",702802,"09","black","l",12
"36385",702803,"09","black","l",27
"36386",702901,"09","black","l",163
"36387",703001,"09","black","l",500
"36388",703002,"09","black","l",251
"36389",703100,"09","black","l",590
"36390",703200,"09","black","l",547
"36391",800101,"09","black","l",0
"36392",800201,"09","black","l",1
"36393",800202,"09","black","l",0
"36394",800302,"09","black","l",2
"36395",800303,"09","black","l",28
"36396",800323,"09","black","l",4
"36397",800324,"09","black","l",0
"36398",800325,"09","black","l",0
"36399",800326,"09","black","l",0
"36400",800401,"09","black","l",0
"36401",800403,"09","black","l",0
"36402",800502,"09","black","l",6
"36403",900101,"09","black","l",287
"36404",900102,"09","black","l",8
"36405",900200,"09","black","l",1
"36406",900300,"09","black","l",11
"36407",900501,"09","black","l",188
"36408",900502,"09","black","l",471
"36409",900503,"09","black","l",250
"36410",900504,"09","black","l",107
"36411",900602,"09","black","l",167
"36412",900604,"09","black","l",313
"36413",900605,"09","black","l",151
"36414",900606,"09","black","l",214
"36415",900607,"09","black","l",126
"36416",900701,"09","black","l",162
"36417",900703,"09","black","l",251
"36418",900705,"09","black","l",126
"36419",900803,"09","black","l",186
"36420",900804,"09","black","l",82
"36421",900805,"09","black","l",69
"36422",900806,"09","black","l",162
"36423",900900,"09","black","l",7
"36424",901004,"09","black","l",100
"36425",901005,"09","black","l",226
"36426",901006,"09","black","l",236
"36427",901101,"09","black","l",46
"36428",901102,"09","black","l",46
"36429",901203,"09","black","l",12
"36430",901205,"09","black","l",136
"36431",910000,"09","black","l",250
"36432",910100,"09","black","l",37
"36433",910201,"09","black","l",48
"36434",910203,"09","black","l",128
"36435",910204,"09","black","l",21
"36436",910205,"09","black","l",0
"36437",910206,"09","black","l",0
"36438",910302,"09","black","l",59
"36439",910401,"09","black","l",98
"36440",910402,"09","black","l",135
"36441",910403,"09","black","l",119
"36442",910404,"09","black","l",169
"36443",910501,"09","black","l",464
"36444",910502,"09","black","l",113
"36445",910503,"09","black","l",165
"36446",910601,"09","black","l",159
"36447",910602,"09","black","l",76
"36448",910603,"09","black","l",165
"36449",910604,"09","black","l",197
"36450",910703,"09","black","l",265
"36451",910704,"09","black","l",314
"36452",910705,"09","black","l",170
"36453",910706,"09","black","l",110
"36454",910707,"09","black","l",283
"36455",910710,"09","black","l",352
"36456",910804,"09","black","l",0
"36457",910805,"09","black","l",17
"36458",910807,"09","black","l",28
"36459",910810,"09","black","l",0
"36460",910902,"09","black","l",8
"36461",911000,"09","black","l",16
"36462",920013,"09","black","l",2
"36463",920015,"09","black","l",0
"36464",920016,"09","black","l",0
"36465",920017,"09","black","l",0
"36466",920018,"09","black","l",1
"36467",920019,"09","black","l",3
"36468",920020,"09","black","l",0
"36469",920023,"09","black","l",0
"36470",920028,"09","black","l",0
"36471",920029,"09","black","l",0
"36472",920030,"09","black","l",15
"36473",920031,"09","black","l",23
"36474",920034,"09","black","l",8
"36475",920035,"09","black","l",18
"36476",920036,"09","black","l",11
"36477",920037,"09","black","l",112
"36478",920038,"09","black","l",61
"36479",920039,"09","black","l",2
"36480",920040,"09","black","l",30
"36481",920041,"09","black","l",4
"36482",920042,"09","black","l",15
"36483",920103,"09","black","l",12
"36484",920105,"09","black","l",13
"36485",920106,"09","black","l",55
"36486",920110,"09","black","l",27
"36487",920111,"09","black","l",8
"36488",920112,"09","black","l",4
"36489",920113,"09","black","l",12
"36490",920312,"09","black","l",3
"36491",920313,"09","black","l",0
"36492",920322,"09","black","l",20
"36493",920326,"09","black","l",0
"36494",920327,"09","black","l",0
"36495",920329,"09","black","l",0
"36496",920330,"09","black","l",16
"36497",920334,"09","black","l",0
"36498",920335,"09","black","l",63
"36499",930000,"09","black","l",0
"36500",101110,"09","black","m",12
"36501",101120,"09","black","m",9
"36502",101210,"09","black","m",54
"36503",101220,"09","black","m",0
"36504",101300,"09","black","m",7
"36505",101400,"09","black","m",17
"36506",102101,"09","black","m",0
"36507",102102,"09","black","m",12
"36508",103101,"09","black","m",0
"36509",103102,"09","black","m",11
"36510",103200,"09","black","m",31
"36511",103400,"09","black","m",13
"36512",104103,"09","black","m",69
"36513",104104,"09","black","m",88
"36514",104105,"09","black","m",81
"36515",104106,"09","black","m",83
"36516",104201,"09","black","m",74
"36517",104202,"09","black","m",82
"36518",104310,"09","black","m",37
"36519",104320,"09","black","m",44
"36520",104401,"09","black","m",5
"36521",104402,"09","black","m",4
"36522",104500,"09","black","m",6
"36523",104610,"09","black","m",1
"36524",104620,"09","black","m",1
"36525",104701,"09","black","m",0
"36526",104702,"09","black","m",151
"36527",104810,"09","black","m",8
"36528",104820,"09","black","m",1
"36529",106010,"09","black","m",62
"36530",106020,"09","black","m",24
"36531",106111,"09","black","m",31
"36532",106112,"09","black","m",36
"36533",106113,"09","black","m",24
"36534",106114,"09","black","m",29
"36535",106402,"09","black","m",44
"36536",106403,"09","black","m",5
"36537",106404,"09","black","m",84
"36538",106510,"09","black","m",23
"36539",106520,"09","black","m",16
"36540",106602,"09","black","m",12
"36541",106603,"09","black","m",1
"36542",106604,"09","black","m",25
"36543",106605,"09","black","m",51
"36544",106641,"09","black","m",11
"36545",106642,"09","black","m",3
"36546",106643,"09","black","m",3
"36547",107010,"09","black","m",0
"36548",107020,"09","black","m",23
"36549",108101,"09","black","m",10
"36550",108102,"09","black","m",0
"36551",108103,"09","black","m",2
"36552",108104,"09","black","m",0
"36553",108200,"09","black","m",12
"36554",109100,"09","black","m",6
"36555",109200,"09","black","m",13
"36556",109300,"09","black","m",21
"36557",109400,"09","black","m",38
"36558",109500,"09","black","m",7
"36559",109601,"09","black","m",23
"36560",109602,"09","black","m",21
"36561",109700,"09","black","m",44
"36562",109800,"09","black","m",43
"36563",111100,"09","black","m",57
"36564",111201,"09","black","m",20
"36565",111202,"09","black","m",11
"36566",111203,"09","black","m",33
"36567",111204,"09","black","m",14
"36568",111301,"09","black","m",39
"36569",111302,"09","black","m",28
"36570",111400,"09","black","m",61
"36571",113100,"09","black","m",1
"36572",113202,"09","black","m",5
"36573",113211,"09","black","m",8
"36574",113212,"09","black","m",19
"36575",113213,"09","black","m",23
"36576",113232,"09","black","m",14
"36577",113233,"09","black","m",64
"36578",113234,"09","black","m",11
"36579",113303,"09","black","m",13
"36580",113321,"09","black","m",86
"36581",113322,"09","black","m",12
"36582",113401,"09","black","m",8
"36583",113421,"09","black","m",51
"36584",113422,"09","black","m",77
"36585",115101,"09","black","m",2
"36586",115102,"09","black","m",39
"36587",115201,"09","black","m",60
"36588",115202,"09","black","m",104
"36589",115301,"09","black","m",15
"36590",115302,"09","black","m",8
"36591",115401,"09","black","m",44
"36592",115402,"09","black","m",41
"36593",117100,"09","black","m",57
"36594",117200,"09","black","m",8
"36595",117301,"09","black","m",22
"36596",117302,"09","black","m",36
"36597",117303,"09","black","m",2
"36598",117404,"09","black","m",31
"36599",117405,"09","black","m",3
"36600",117406,"09","black","m",20
"36601",117510,"09","black","m",28
"36602",117520,"09","black","m",19
"36603",117530,"09","black","m",17
"36604",119000,"09","black","m",5
"36605",119100,"09","black","m",14
"36606",119200,"09","black","m",7
"36607",119310,"09","black","m",28
"36608",119320,"09","black","m",21
"36609",119330,"09","black","m",33
"36610",119340,"09","black","m",43
"36611",119400,"09","black","m",22
"36612",119700,"09","black","m",4
"36613",119800,"09","black","m",10
"36614",119900,"09","black","m",35
"36615",120010,"09","black","m",9
"36616",120020,"09","black","m",11
"36617",120101,"09","black","m",24
"36618",120102,"09","black","m",48
"36619",120300,"09","black","m",21
"36620",120400,"09","black","m",27
"36621",121010,"09","black","m",23
"36622",121020,"09","black","m",8
"36623",121100,"09","black","m",13
"36624",121210,"09","black","m",0
"36625",121220,"09","black","m",4
"36626",121600,"09","black","m",7
"36627",121800,"09","black","m",8
"36628",121900,"09","black","m",4
"36629",122000,"09","black","m",9
"36630",122110,"09","black","m",10
"36631",122120,"09","black","m",9
"36632",122200,"09","black","m",18
"36633",122410,"09","black","m",19
"36634",122420,"09","black","m",25
"36635",123010,"09","black","m",1
"36636",123020,"09","black","m",0
"36637",123103,"09","black","m",26
"36638",123104,"09","black","m",37
"36639",123203,"09","black","m",4
"36640",123204,"09","black","m",5
"36641",123205,"09","black","m",0
"36642",123206,"09","black","m",0
"36643",123301,"09","black","m",27
"36644",123303,"09","black","m",7
"36645",123304,"09","black","m",29
"36646",123410,"09","black","m",11
"36647",123420,"09","black","m",1
"36648",123510,"09","black","m",10
"36649",123520,"09","black","m",7
"36650",123601,"09","black","m",34
"36651",123602,"09","black","m",33
"36652",123700,"09","black","m",14
"36653",123800,"09","black","m",47
"36654",123900,"09","black","m",100
"36655",124000,"09","black","m",43
"36656",124101,"09","black","m",54
"36657",124102,"09","black","m",29
"36658",124201,"09","black","m",13
"36659",124202,"09","black","m",17
"36660",124300,"09","black","m",17
"36661",124400,"09","black","m",54
"36662",124500,"09","black","m",13
"36663",124600,"09","black","m",29
"36664",124700,"09","black","m",44
"36665",124901,"09","black","m",130
"36666",125100,"09","black","m",140
"36667",125200,"09","black","m",67
"36668",125310,"09","black","m",19
"36669",125320,"09","black","m",140
"36670",125400,"09","black","m",252
"36671",125500,"09","black","m",58
"36672",125600,"09","black","m",22
"36673",127101,"09","black","m",34
"36674",127102,"09","black","m",33
"36675",127210,"09","black","m",73
"36676",127220,"09","black","m",21
"36677",127300,"09","black","m",61
"36678",127400,"09","black","m",45
"36679",127510,"09","black","m",11
"36680",127601,"09","black","m",74
"36681",127602,"09","black","m",45
"36682",127710,"09","black","m",68
"36683",127801,"09","black","m",115
"36684",127802,"09","black","m",75
"36685",127910,"09","black","m",64
"36686",127920,"09","black","m",21
"36687",128100,"09","black","m",66
"36688",128210,"09","black","m",42
"36689",128220,"09","black","m",0
"36690",128302,"09","black","m",33
"36691",128303,"09","black","m",31
"36692",128400,"09","black","m",26
"36693",128500,"09","black","m",34
"36694",128600,"09","black","m",29
"36695",128702,"09","black","m",72
"36696",128800,"09","black","m",83
"36697",128910,"09","black","m",31
"36698",131010,"09","black","m",36
"36699",131020,"09","black","m",29
"36700",131100,"09","black","m",11
"36701",131200,"09","black","m",5
"36702",131300,"09","black","m",17
"36703",131400,"09","black","m",21
"36704",131600,"09","black","m",18
"36705",131700,"09","black","m",39
"36706",131800,"09","black","m",24
"36707",131900,"09","black","m",17
"36708",132000,"09","black","m",50
"36709",132100,"09","black","m",33
"36710",132300,"09","black","m",18
"36711",132500,"09","black","m",37
"36712",132700,"09","black","m",26
"36713",132900,"09","black","m",23
"36714",133000,"09","black","m",24
"36715",133100,"09","black","m",33
"36716",134000,"09","black","m",24
"36717",134101,"09","black","m",13
"36718",134103,"09","black","m",42
"36719",134104,"09","black","m",54
"36720",134201,"09","black","m",24
"36721",134302,"09","black","m",11
"36722",134303,"09","black","m",19
"36723",134304,"09","black","m",3
"36724",134306,"09","black","m",28
"36725",134401,"09","black","m",10
"36726",134421,"09","black","m",12
"36727",134422,"09","black","m",17
"36728",134510,"09","black","m",5
"36729",134520,"09","black","m",58
"36730",134710,"09","black","m",6
"36731",134720,"09","black","m",78
"36732",134800,"09","black","m",21
"36733",134901,"09","black","m",14
"36734",134902,"09","black","m",82
"36735",135102,"09","black","m",11
"36736",135111,"09","black","m",18
"36737",135112,"09","black","m",65
"36738",135201,"09","black","m",6
"36739",135202,"09","black","m",19
"36740",135203,"09","black","m",8
"36741",137000,"09","black","m",8
