"datazone","stayer","total","mover","one_year_mover_prop","ten_year_stayer_prop"
"S01003206",638,838,200,0.238663484486873,0.0654284453184148
"S01003207",690,935,245,0.262032085561497,0.047904333114609
"S01003208",825,1004,179,0.178286852589641,0.140346749111205
"S01003209",547,626,79,0.126198083067093,0.259495559887894
"S01003210",805,994,189,0.190140845070423,0.121365419034518
"S01003211",803,1030,227,0.220388349514563,0.0829436619975173
"S01003212",720,840,120,0.142857142857143,0.214058315601308
"S01003213",558,646,88,0.136222910216718,0.231215428067874
"S01003214",773,832,59,0.0709134615384615,0.479249508634101
"S01003215",903,1071,168,0.156862745098039,0.181544374000484
"S01003216",707,765,58,0.0758169934640523,0.454548036854899
"S01003217",729,976,247,0.253073770491803,0.0540476862151077
"S01003218",700,790,90,0.113924050632911,0.298338627364604
"S01003219",719,802,83,0.103491271820449,0.335386224780492
"S01003220",733,843,110,0.130486358244365,0.247038135100519
"S01003221",761,973,212,0.217882836587873,0.0856481851787063
"S01003222",690,866,176,0.203233256351039,0.103112659214483
"S01003223",875,1077,202,0.187558031569174,0.125292044841817
"S01003224",708,792,84,0.106060606060606,0.325897298929689
"S01003225",768,847,79,0.0932703659976387,0.375645419022442
"S01003226",735,854,119,0.139344262295082,0.222994773334777
"S01003227",830,1009,179,0.177403369672944,0.141863039748859
"S01003228",847,967,120,0.124095139607032,0.265808804688585
"S01003229",970,1123,153,0.136242208370436,0.231163776057738
"S01003230",770,887,117,0.131905298759865,0.243036248832
"S01003231",938,1033,95,0.0919651500484027,0.381087907876718
"S01003232",697,876,179,0.204337899543379,0.101691983728931
"S01003233",975,1059,84,0.0793201133144476,0.437609313031746
"S01003234",767,909,142,0.156215621562156,0.182942583250259
"S01003235",721,854,133,0.155737704918033,0.183981408905269
"S01003236",757,965,208,0.215544041450777,0.0882440966389913
"S01003237",1002,1047,45,0.0429799426934097,0.644481415688704
"S01003238",677,820,143,0.174390243902439,0.147145899110606
"S01003239",926,1090,164,0.15045871559633,0.195814517760229
"S01003240",669,873,204,0.233676975945017,0.0698423334169196
"S01003241",797,876,79,0.0901826484018265,0.388635216751892
"S01003242",961,1146,185,0.161431064572426,0.171944267120927
"S01003243",788,929,141,0.151776103336921,0.192799114519081
"S01003244",928,1060,132,0.124528301886792,0.264497218660816
"S01003245",825,942,117,0.124203821656051,0.265479173903875
"S01003246",937,1057,120,0.11352885525071,0.299671909938392
"S01003247",614,814,200,0.245700245700246,0.0596265473615497
"S01003248",735,882,147,0.166666666666667,0.161505582889846
"S01003249",656,755,99,0.13112582781457,0.245227334426183
"S01003250",529,613,84,0.137030995106036,0.229061433973562
"S01003251",764,895,131,0.146368715083799,0.205448621962998
"S01003252",663,753,90,0.119521912350598,0.280017724469292
"S01003253",776,1095,319,0.291324200913242,0.0319503794878921
"S01003254",545,656,111,0.169207317073171,0.156648640092083
"S01003255",882,1023,141,0.13782991202346,0.226949648371048
"S01003256",813,1027,214,0.208373904576436,0.0966498134193191
"S01003257",760,866,106,0.122401847575058,0.270992332239861
"S01003258",862,957,95,0.0992685475444096,0.351522623211346
"S01003259",1049,1183,134,0.113271344040575,0.300543566398203
"S01003260",754,832,78,0.09375,0.373663085628984
"S01003261",948,1036,88,0.0849420849420849,0.411609907075285
"S01003262",683,866,183,0.211316397228637,0.0931168158237295
"S01003263",664,820,156,0.190243902439024,0.121211065765558
"S01003264",551,624,73,0.116987179487179,0.288184150372949
"S01003265",668,774,106,0.136950904392765,0.229274110874722
"S01003266",720,783,63,0.0804597701149425,0.432222472867462
"S01003267",881,1032,151,0.146317829457364,0.205571124345838
"S01003268",609,869,260,0.299194476409666,0.0285742711680958
"S01003269",840,998,158,0.158316633266533,0.178438041449923
"S01003270",698,875,177,0.202285714285714,0.104345493169331
"S01003271",708,967,259,0.267838676318511,0.0442657509321439
"S01003272",888,1080,192,0.177777777777778,0.141218665425476
"S01003273",692,855,163,0.190643274853801,0.120614576777544
"S01003274",1000,1185,185,0.156118143459916,0.183154037382288
"S01003275",924,1129,205,0.181576616474756,0.134828062271731
"S01003276",750,824,74,0.0898058252427184,0.390247848087604
"S01003277",630,717,87,0.121338912133891,0.274292503181214
"S01003278",782,920,138,0.15,0.196874404340723
"S01003279",527,654,127,0.194189602446483,0.115432650787691
"S01003280",893,1101,208,0.188919164396004,0.123208706780304
"S01003281",792,929,137,0.147470398277718,0.202812480142548
"S01003282",819,917,98,0.106870229007634,0.322957712935692
"S01003283",756,801,45,0.0561797752808989,0.560909498125207
"S01003284",905,1006,101,0.100397614314115,0.347141059678341
"S01003285",753,1000,247,0.247,0.05860703655823
"S01003286",939,1150,211,0.183478260869565,0.131727824398228
"S01003287",533,654,121,0.185015290519878,0.129269064834825
"S01003288",743,808,65,0.0804455445544554,0.432289343623009
"S01003289",552,645,93,0.144186046511628,0.210762640513565
"S01003290",708,832,124,0.149038461538462,0.19911286160585
"S01003291",719,803,84,0.104607721046077,0.331232887876399
"S01003292",758,812,54,0.0665024630541872,0.502495022187217
"S01003293",876,986,110,0.111561866125761,0.306388113275056
"S01003294",741,840,99,0.117857142857143,0.28535745246533
"S01003295",970,1142,172,0.15061295971979,0.195459284009083
"S01003296",625,767,142,0.185136897001304,0.129076307782634
"S01003297",501,575,74,0.128695652173913,0.25217313162126
"S01003298",1003,1148,145,0.126306620209059,0.259173414008632
"S01003299",462,557,95,0.170556552962298,0.154123124162541
"S01003300",800,878,78,0.0888382687927107,0.39441616938329
"S01003301",726,838,112,0.133651551312649,0.238191369095627
"S01003302",858,1032,174,0.168604651162791,0.157788702718927
"S01003303",670,1251,581,0.464428457234213,0.00194166780716218
"S01003304",643,922,279,0.302603036876356,0.0272145099685698
"S01003305",644,792,148,0.186868686868687,0.126359197104481
"S01003306",891,968,77,0.0795454545454545,0.436539420193863
"S01003307",1005,1130,125,0.110619469026549,0.309653635146973
"S01003308",823,974,151,0.155030800821355,0.185527709699849
"S01003309",727,870,143,0.164367816091954,0.166016625645277
"S01003310",755,848,93,0.109669811320755,0.31297596972563
"S01003311",743,838,95,0.113365155131265,0.300225758907358
"S01003312",585,695,110,0.158273381294964,0.178529757436437
"S01003313",918,1085,167,0.153917050691244,0.187987698173465
"S01003314",520,687,167,0.243085880640466,0.0617257059702767
"S01003315",528,695,167,0.240287769784173,0.0640458773657485
"S01003316",620,866,246,0.284064665127021,0.0353783826408889
"S01003317",709,864,155,0.179398148148148,0.138460191215189
"S01003318",797,883,86,0.0973952434881087,0.358902247686884
"S01003319",709,897,188,0.20958751393534,0.0951782951532489
"S01003320",537,735,198,0.269387755102041,0.0433380599644768
"S01003321",762,821,59,0.071863580998782,0.47437101202888
"S01003322",653,935,282,0.301604278074866,0.0276067768012058
"S01003323",551,691,140,0.20260492040521,0.103928704752827
"S01003324",708,906,198,0.218543046357616,0.0849279419754946
"S01003325",775,920,145,0.157608695652174,0.179944572350725
"S01003326",756,843,87,0.103202846975089,0.336466793016943
"S01003327",602,790,188,0.237974683544304,0.0660228092790747
"S01003328",426,680,254,0.373529411764706,0.00931122591616614
"S01003329",788,905,117,0.129281767955801,0.250481919571735
"S01003330",917,1049,132,0.125834127740705,0.260578436996084
"S01003331",596,668,72,0.107784431137725,0.319667123168207
"S01003332",622,718,96,0.133704735376045,0.238045186737451
"S01003333",812,1022,210,0.205479452054795,0.100242371944493
"S01003334",842,992,150,0.151209677419355,0.194090461846252
"S01003335",412,607,195,0.321252059308072,0.0207532085135546
"S01003336",914,981,67,0.0682976554536188,0.492914828704864
"S01003337",835,1007,172,0.170804369414101,0.153663262369436
"S01003338",801,999,198,0.198198198198198,0.109817177808266
"S01003339",768,871,103,0.118254879448909,0.284073452968623
"S01003340",982,1132,150,0.132508833922261,0.241351837353622
"S01003341",737,854,117,0.137002341920375,0.229137500674654
"S01003342",870,1039,169,0.162656400384986,0.169448235428582
"S01003343",598,660,62,0.0939393939393939,0.372882914523227
"S01003344",731,878,147,0.167425968109339,0.160040024988603
"S01003345",932,1131,199,0.175950486295314,0.1443886561243
"S01003346",847,953,106,0.111227701993704,0.307542469209549
"S01003347",715,867,152,0.175317185697809,0.14550216091006
"S01003348",707,1025,318,0.310243902439024,0.0243756095127554
"S01003349",854,953,99,0.103882476390346,0.333925588864783
"S01003350",672,769,97,0.126137841352406,0.259674517016198
"S01003351",884,1251,367,0.293365307753797,0.0310419898946035
"S01003352",780,935,155,0.165775401069519,0.163241252446407
"S01003353",841,976,135,0.138319672131148,0.225663739864923
"S01003354",935,1003,68,0.0677966101694915,0.495572020450191
"S01003355",773,948,175,0.184599156118143,0.129930636452164
"S01003356",867,978,111,0.113496932515337,0.299779842356811
"S01003357",948,1156,208,0.179930795847751,0.137564075088974
"S01003358",607,1015,408,0.401970443349754,0.00585095136676117
"S01003359",861,1034,173,0.167311411992263,0.160260364788358
"S01003360",748,873,125,0.143184421534937,0.213242390087563
"S01003361",714,793,79,0.0996216897856242,0.350146866846598
"S01003362",752,871,119,0.13662456946039,0.230142515572872
"S01003363",755,818,63,0.0770171149144254,0.448679760704613
"S01003364",597,765,168,0.219607843137255,0.0837778015682458
"S01003365",774,971,197,0.202883625128733,0.103566024993954
"S01003366",386,764,378,0.494764397905759,0.00108377582916182
"S01003367",948,1150,202,0.175652173913043,0.144912206692017
"S01003368",535,1074,539,0.501862197392924,0.000940795012918855
"S01003369",704,771,67,0.0869001297016861,0.402886588782921
"S01003370",596,911,315,0.345773874862788,0.014364113485704
"S01003371",653,843,190,0.225385527876631,0.0777778737572254
"S01003372",689,808,119,0.147277227722772,0.203272491970686
"S01003373",746,1115,369,0.330941704035874,0.0179737874199079
"S01003374",471,624,153,0.245192307692308,0.0600292855384945
"S01003375",722,826,104,0.12590799031477,0.26035834515617
"S01003376",596,726,130,0.179063360881543,0.139026116140841
"S01003377",746,835,89,0.106586826347305,0.323983967813577
"S01003378",855,1097,242,0.220601640838651,0.0827170183978794
"S01003379",780,1029,249,0.24198250728863,0.0626314230286819
"S01003380",652,902,250,0.277161862527716,0.0389413122097051
"S01003381",734,832,98,0.117788461538462,0.285579702115386
"S01003382",783,1040,257,0.247115384615385,0.0585172930084066
"S01003383",916,1002,86,0.0858283433133733,0.407640683741197
"S01003384",969,1074,105,0.0977653631284916,0.357433255642958
"S01003385",699,949,250,0.263435194942044,0.0470012743522884
"S01003386",657,722,65,0.0900277008310249,0.389297594243827
"S01003387",710,879,169,0.19226393629124,0.118221029356396
"S01003388",925,1104,179,0.16213768115942,0.170500867678824
"S01003389",862,1138,276,0.242530755711775,0.0621799026340121
"S01003390",914,1069,155,0.144995322731525,0.208778082843242
"S01003391",686,868,182,0.209677419354839,0.0950700900566734
"S01003392",718,867,149,0.171856978085352,0.15172371488514
"S01003393",962,1076,114,0.105947955390335,0.326308214648025
"S01003394",901,1162,261,0.224612736660929,0.0785573146216198
"S01003395",630,854,224,0.262295081967213,0.0477338855679378
