"datazone","stayer","total","mover","one_year_mover_prop","ten_year_stayer_prop"
"S01001320",890,1001,111,0.110889110889111,0.308716108875169
"S01001321",499,604,105,0.173841059602649,0.148127628539927
"S01001322",765,908,143,0.157488986784141,0.180200447988628
"S01001323",555,690,135,0.195652173913043,0.113354541297751
"S01001324",881,1045,164,0.156937799043062,0.181382832513031
"S01001325",678,802,124,0.154613466334165,0.186446079574988
"S01001326",910,1049,139,0.132507149666349,0.241356523301174
"S01001327",719,810,91,0.112345679012346,0.303695750500209
"S01001328",790,883,93,0.105322763306908,0.328597214124593
"S01001329",563,652,89,0.136503067484663,0.230466598055159
"S01001330",937,1017,80,0.0786627335299902,0.440743970406169
"S01001331",833,915,82,0.0896174863387978,0.391056107798103
"S01001332",830,986,156,0.158215010141988,0.178653600975865
"S01001333",790,932,142,0.152360515021459,0.191474872657916
"S01001334",803,980,177,0.180612244897959,0.13642523038536
"S01001335",913,1036,123,0.118725868725869,0.282559700294967
"S01001336",877,973,96,0.0986639260020555,0.353889380856318
"S01001337",836,913,77,0.0843373493975904,0.414338222925127
"S01001338",774,859,85,0.0989522700814901,0.352758890930256
"S01001339",636,729,93,0.127572016460905,0.255444098284202
"S01001340",721,821,100,0.121802679658953,0.27284818928476
"S01001341",850,1001,151,0.150849150849151,0.194916445217557
"S01001342",811,895,84,0.093854748603352,0.373231412974272
"S01001343",954,1071,117,0.109243697478992,0.314477109273473
"S01001344",789,872,83,0.0951834862385321,0.367794459569051
"S01001345",717,918,201,0.218954248366013,0.0844821085470454
"S01001346",618,759,141,0.185770750988142,0.128075774827594
"S01001347",751,874,123,0.140732265446224,0.219424462758282
"S01001348",661,775,114,0.147096774193548,0.203703067894368
"S01001349",955,1404,449,0.31980056980057,0.0212013071528795
"S01001350",690,778,88,0.113110539845758,0.301089033422177
"S01001351",495,621,126,0.202898550724638,0.10354663442006
"S01001352",815,959,144,0.150156412930136,0.196512425332879
"S01001353",620,723,103,0.142461964038728,0.215047264270894
"S01001354",724,863,139,0.161066048667439,0.172694181291433
"S01001355",721,843,122,0.144721233689205,0.209448329521437
"S01001356",608,686,78,0.113702623906706,0.299085002230571
"S01001357",651,774,123,0.158914728682171,0.17717411775472
"S01001358",818,942,124,0.131634819532909,0.243794558980785
"S01001359",690,790,100,0.126582278481013,0.25835685813421
"S01001360",792,926,134,0.144708423326134,0.209479702801155
"S01001361",476,596,120,0.201342281879195,0.105586144010659
"S01001362",589,646,57,0.0882352941176471,0.397034062864188
"S01001363",496,687,191,0.27802037845706,0.038481269792087
"S01001364",804,967,163,0.168562564632885,0.157868596020218
"S01001365",630,698,68,0.0974212034383954,0.358799036633898
"S01001366",925,1028,103,0.100194552529183,0.347925436524155
"S01001367",698,772,74,0.0958549222797927,0.365074267817838
"S01001368",922,1124,202,0.179715302491103,0.137925986284956
"S01001369",891,1018,127,0.12475442043222,0.263814863518074
"S01001370",693,799,106,0.132665832290363,0.24091539486855
"S01001371",621,798,177,0.221804511278195,0.0814492497488357
"S01001372",739,829,90,0.108564535585042,0.316883100304932
"S01001373",559,672,113,0.168154761904762,0.158644619836999
"S01001374",578,635,57,0.0897637795275591,0.390428157537899
"S01001375",641,715,74,0.103496503496503,0.335366653459547
"S01001376",645,838,193,0.230310262529833,0.0729721193963775
"S01001377",755,865,110,0.127167630057803,0.256630601367399
"S01001378",565,633,68,0.107424960505529,0.320957388754273
"S01001379",937,1081,144,0.133209990749306,0.239408171304437
"S01001380",773,896,123,0.137276785714286,0.228409857345782
"S01001381",814,899,85,0.0945494994438265,0.37037966245711
"S01001382",575,648,73,0.112654320987654,0.302641435457646
"S01001383",592,777,185,0.238095238095238,0.0659184336634629
"S01001384",885,1028,143,0.139105058365759,0.223615323302959
"S01001385",744,918,174,0.189542483660131,0.122265110147808
"S01001386",789,1002,213,0.212574850299401,0.0916416324352014
"S01001387",754,913,159,0.174151150054765,0.147572584509993
"S01001388",799,1051,252,0.23977164605138,0.0644823167871933
"S01001389",468,562,94,0.167259786476868,0.160359751674295
"S01001390",808,909,101,0.111111111111111,0.307946147657439
"S01001391",762,926,164,0.177105831533477,0.142377002891409
"S01001392",489,565,76,0.134513274336283,0.235832748801606
"S01001393",515,590,75,0.127118644067797,0.256774666595848
"S01001394",469,620,151,0.243548387096774,0.0613495712813567
"S01001395",789,1058,269,0.254253308128544,0.053200211040075
"S01001396",633,824,191,0.231796116504854,0.0715755976784391
"S01001397",763,941,178,0.189160467587673,0.122842641137564
"S01001398",861,978,117,0.119631901840491,0.279668122366827
"S01001399",839,985,146,0.148223350253807,0.201028347797532
"S01001400",871,983,112,0.113936927772126,0.298295273329212
"S01001401",671,724,53,0.0732044198895028,0.467562357491258
"S01001402",889,989,100,0.101112234580384,0.344393299880438
"S01001403",720,1018,298,0.292730844793713,0.0313218340544234
"S01001404",545,716,171,0.238826815642458,0.0652882157015392
"S01001405",759,897,138,0.153846153846154,0.188145280374965
"S01001406",573,633,60,0.0947867298578199,0.369410401313654
"S01001407",813,883,70,0.0792751981879955,0.437822846458794
"S01001408",782,909,127,0.13971397139714,0.222038711469759
"S01001409",847,971,124,0.127703398558187,0.255059676326688
"S01001410",979,1131,152,0.134394341290893,0.236157024807503
"S01001411",535,755,220,0.291390728476821,0.0319203984557085
"S01001412",899,998,99,0.0991983967935872,0.35179649196648
"S01001413",721,810,89,0.109876543209877,0.312250008168803
"S01001414",635,721,86,0.119278779472954,0.280791919508807
"S01001415",668,892,224,0.251121076233184,0.0554773976663259
"S01001416",550,720,170,0.236111111111111,0.0676553165876237
"S01001417",966,1124,158,0.140569395017794,0.21984072713013
"S01001418",896,1006,110,0.10934393638171,0.314123399936403
"S01001419",694,793,99,0.12484237074401,0.263549885197773
"S01001420",552,682,130,0.190615835777126,0.120655474165186
"S01001421",823,862,39,0.0452436194895592,0.629398485971057
"S01001422",510,591,81,0.137055837563452,0.228995502152267
"S01001423",764,855,91,0.106432748538012,0.324543143564301
"S01001424",1012,1187,175,0.14743049705139,0.202907423136475
"S01001425",893,1052,159,0.151140684410646,0.194248283910388
"S01001426",726,859,133,0.154831199068685,0.185966436292078
"S01001427",865,977,112,0.114636642784033,0.295948019135258
"S01001428",935,1089,154,0.141414141414141,0.217689414442238
"S01001429",569,652,83,0.127300613496933,0.256239870772567
"S01001430",934,1050,116,0.11047619047619,0.310152846673895
"S01001431",995,1065,70,0.0657276995305164,0.506681129146443
"S01001432",689,803,114,0.141967621419676,0.21629016218423
"S01001433",883,999,116,0.116116116116116,0.291039646027585
"S01001434",985,1068,83,0.0777153558052434,0.445297009007413
"S01001435",934,1059,125,0.118035882908404,0.284779787241981
"S01001436",947,1038,91,0.0876685934489403,0.399508712542114
"S01001437",910,994,84,0.0845070422535211,0.413571001176005
"S01001438",581,668,87,0.130239520958084,0.247740322807595
"S01001439",759,827,68,0.0822249093107618,0.423996882538556
"S01001440",935,1047,112,0.106972301814709,0.322588805158884
"S01001441",810,872,62,0.0711009174311927,0.47828343478293
"S01001442",710,777,67,0.0862290862290862,0.405857241423783
"S01001443",902,1028,126,0.122568093385214,0.270479421459489
"S01001444",958,1093,135,0.123513266239707,0.267579890260082
"S01001445",706,791,85,0.107458912768647,0.320835322103258
"S01001446",883,953,70,0.0734522560335782,0.46631354372418
"S01001447",716,901,185,0.205327413984462,0.100434359268796
"S01001448",683,753,70,0.0929614873837981,0.376927023348676
"S01001449",572,626,54,0.0862619808306709,0.405711161596158
"S01001450",777,842,65,0.0771971496437055,0.447805345004354
"S01001451",662,761,99,0.130091984231275,0.248160883527391
"S01001452",730,831,101,0.121540312876053,0.273664436584615
"S01001453",833,958,125,0.130480167014614,0.247055725610729
"S01001454",931,1001,70,0.0699300699300699,0.484346354179629
"S01001455",753,839,86,0.102502979737783,0.339101845786486
"S01001456",618,692,74,0.106936416184971,0.322718458427185
"S01001457",880,993,113,0.113796576032226,0.298768107788406
"S01001458",932,1031,99,0.0960232783705141,0.364395051584596
"S01001459",872,972,100,0.102880658436214,0.337677559255518
"S01001460",695,732,37,0.0505464480874317,0.595301854277616
"S01001461",878,952,74,0.0777310924369748,0.445221035314665
"S01001462",833,1001,168,0.167832167832168,0.159260927002452
"S01001463",630,706,76,0.107648725212465,0.320153669561342
"S01001464",866,1005,139,0.138308457711443,0.225693110804768
"S01001465",613,704,91,0.129261363636364,0.250540623431429
"S01001466",745,809,64,0.0791100123609394,0.438608972185048
"S01001467",823,970,147,0.151546391752577,0.193321879814478
"S01001468",633,681,48,0.0704845814977974,0.481466396175679
"S01001469",776,891,115,0.129068462401796,0.251096218448085
"S01001470",955,1065,110,0.103286384976526,0.336153500495792
"S01001471",695,789,94,0.119138149556401,0.281240598715699
"S01001472",846,914,68,0.074398249452954,0.461574356666935
"S01001473",744,868,124,0.142857142857143,0.214058315601308
"S01001474",970,1251,281,0.224620303756994,0.0785496484569919
"S01001475",611,696,85,0.122126436781609,0.271843971456535
"S01001476",996,1107,111,0.100271002710027,0.34762994158972
"S01001477",995,1133,138,0.12180052956752,0.272854869503476
"S01001478",671,727,56,0.0770288858321871,0.448622543289565
"S01001479",597,696,99,0.142241379310345,0.215601071648741
"S01001480",495,586,91,0.155290102389079,0.184959153516757
"S01001481",956,1063,107,0.10065851364064,0.346135607019695
"S01001482",725,816,91,0.111519607843137,0.306533877021842
"S01001483",831,989,158,0.159757330637007,0.175407161968762
"S01001484",818,896,78,0.0870535714285714,0.402210070378199
"S01001485",693,777,84,0.108108108108108,0.318509329699947
"S01001486",789,883,94,0.106455266138165,0.324461369035586
"S01001487",647,719,72,0.100139082058414,0.348139982264396
"S01001488",903,988,85,0.0860323886639676,0.406731733094483
"S01001489",783,1055,272,0.25781990521327,0.0507099315406117
"S01001490",856,1021,165,0.161606268364349,0.17158535828824
"S01001491",847,952,105,0.110294117647059,0.310788270348238
"S01001492",936,1087,151,0.138914443422263,0.224110934495483
"S01001493",812,895,83,0.0927374301675978,0.377859146492758
"S01001494",821,959,138,0.143899895724713,0.21146840979771
"S01001495",568,627,59,0.0940988835725678,0.372227065751312
"S01001496",863,948,85,0.089662447257384,0.390863020446526
"S01001497",690,851,161,0.189189189189189,0.122799134686513
"S01001498",741,816,75,0.0919117647058824,0.381312017026029
"S01001499",964,1102,138,0.125226860254083,0.262394298343236
"S01001500",771,882,111,0.125850340136054,0.260530113809187
"S01001501",802,888,86,0.0968468468468468,0.36108880587208
"S01001502",856,989,133,0.134479271991911,0.235925416706448
"S01001503",863,982,119,0.121181262729124,0.274785036427213
"S01001504",855,1011,156,0.154302670623145,0.18713266019449
"S01001505",977,1087,110,0.101195952161914,0.344072684841441
"S01001506",516,678,162,0.238938053097345,0.0651928665623283
"S01001507",905,1031,126,0.122211445198836,0.271580847477888
"S01001508",947,1105,158,0.142986425339367,0.213735671430006
"S01001509",883,1000,117,0.117,0.288142311487668
"S01001510",548,639,91,0.142410015649452,0.215177572249903
"S01001511",597,655,58,0.0885496183206107,0.395667438460391
"S01001512",836,977,141,0.14431934493347,0.210434594400076
"S01001513",834,970,136,0.14020618556701,0.220771578950192
"S01001514",770,884,114,0.1289592760181,0.251411188787587
"S01001515",695,775,80,0.103225806451613,0.336380661928308
"S01001516",707,787,80,0.101651842439644,0.342331461635532
"S01001517",821,933,112,0.120042872454448,0.278365323701588
"S01001518",986,1064,78,0.0733082706766917,0.467038701110692
"S01001519",890,1009,119,0.117938553022795,0.285094214464326
"S01001520",718,803,85,0.105853051058531,0.326654758903788
"S01001521",941,1088,147,0.135110294117647,0.234210995834169
"S01001522",945,1036,91,0.0878378378378378,0.39876821197684
"S01001523",728,866,138,0.159353348729792,0.17625233244312
"S01001524",918,1008,90,0.0892857142857143,0.39248357879171
"S01001525",801,884,83,0.0938914027149321,0.373080466137871
"S01001526",603,685,82,0.11970802919708,0.2794263813018
"S01001527",775,920,145,0.157608695652174,0.179944572350725
"S01001528",972,1051,79,0.0751665080875357,0.457757521472156
"S01001529",608,694,86,0.123919308357349,0.266342877952889
"S01001530",830,941,111,0.117959617428268,0.285026138766931
"S01001531",774,1104,330,0.298913043478261,0.0286892287232036
"S01001532",538,630,92,0.146031746031746,0.2062610679874
"S01001533",850,940,90,0.0957446808510638,0.365519643227158
"S01001534",680,732,52,0.0710382513661202,0.47860619580248
"S01001535",899,1001,102,0.101898101898102,0.341394203140645
"S01001536",803,876,73,0.0833333333333333,0.418903887884593
"S01001537",651,733,82,0.111869031377899,0.305330465105101
"S01001538",856,956,100,0.104602510460251,0.331252163925887
"S01001539",816,937,121,0.129135538954109,0.250902898630976
"S01001540",776,883,107,0.121177802944507,0.274795854515679
"S01001541",825,941,116,0.12327311370882,0.268313949022985
"S01001542",698,795,97,0.122012578616352,0.272196752631228
"S01001543",743,810,67,0.0827160493827161,0.421733353041565
"S01001544",904,993,89,0.0896273917421954,0.391013561079687
"S01001545",764,855,91,0.106432748538012,0.324543143564301
"S01001546",873,1027,154,0.149951314508277,0.196987197258888
"S01001547",860,977,117,0.119754350051177,0.279279382298413
"S01001548",558,733,175,0.238744884038199,0.065358525062162
"S01001549",996,1189,193,0.162321278385198,0.170127624529887
"S01001550",608,718,110,0.153203342618384,0.189579489866816
"S01001551",778,881,103,0.116912599318956,0.288427646193521
"S01001552",828,921,93,0.100977198697068,0.344911016398809
"S01001553",720,893,173,0.193729003359462,0.116094160504281
"S01001554",955,1041,86,0.0826128722382325,0.422207963706725
"S01001555",749,847,98,0.115702479338843,0.292404514620139
"S01001556",880,986,106,0.107505070993915,0.320669439060265
"S01001557",962,1137,175,0.15391380826737,0.18799490250624
"S01001558",778,868,90,0.1036866359447,0.334656078843921
"S01001559",504,538,34,0.0631970260223048,0.520574160929678
"S01001560",611,722,111,0.153739612188366,0.188382313768041
"S01001561",699,801,102,0.127340823970037,0.256121830236485
"S01001562",630,722,92,0.127423822714681,0.255878336613384
"S01001563",583,696,113,0.16235632183908,0.170056466731583
"S01001564",563,624,61,0.0977564102564103,0.357468725319936
"S01001565",711,835,124,0.148502994011976,0.200369332989485
"S01001566",634,724,90,0.124309392265193,0.265159332360852
"S01001567",902,1021,119,0.116552399608227,0.289606266273358
"S01001568",666,767,101,0.131681877444589,0.243662475546326
"S01001569",444,581,137,0.235800344234079,0.0679310577858051
"S01001570",501,572,71,0.124125874125874,0.265715550087068
"S01001571",697,786,89,0.11323155216285,0.300678462322215
"S01001572",542,623,81,0.130016051364366,0.248377584263939
"S01001573",585,721,136,0.188626907073509,0.123653386137784
"S01001574",864,1010,146,0.144554455445545,0.209857109605507
"S01001575",682,859,177,0.206053550640279,0.099520398935013
"S01001576",558,651,93,0.142857142857143,0.214058315601308
"S01001577",735,819,84,0.102564102564103,0.338870975802271
"S01001578",659,714,55,0.07703081232493,0.448613179400025
"S01001579",754,911,157,0.172338090010977,0.150844572643921
"S01001580",553,662,109,0.164652567975831,0.165451770401866
"S01001581",687,771,84,0.108949416342412,0.315517600213879
"S01001582",573,641,68,0.106084243369735,0.325811136280265
"S01001583",454,522,68,0.130268199233716,0.247658648469147
"S01001584",705,806,101,0.12531017369727,0.26214450094237
"S01001585",856,1050,194,0.184761904761905,0.129671536251483
"S01001586",499,553,54,0.0976491862567812,0.357893773847521
"S01001587",770,867,97,0.111880046136102,0.305292599591188
"S01001588",723,860,137,0.159302325581395,0.176359338228774
"S01001589",740,822,82,0.0997566909975669,0.349622216604628
"S01001590",701,818,117,0.143031784841076,0.21362257363215
"S01001591",570,665,95,0.142857142857143,0.214058315601308
"S01001592",708,826,118,0.142857142857143,0.214058315601308
"S01001593",799,952,153,0.160714285714286,0.173419651561802
"S01001594",680,877,197,0.224629418472064,0.0785404153058499
"S01001595",657,808,151,0.186881188118812,0.126339771722365
"S01001596",744,886,142,0.160270880361174,0.174338030959164
"S01001597",700,903,203,0.224806201550388,0.078361528204942
"S01001598",611,662,51,0.0770392749244713,0.448572048264772
"S01001599",787,976,189,0.193647540983607,0.116211510715469
"S01001600",916,1140,224,0.196491228070175,0.112177620435912
"S01001601",693,880,187,0.2125,0.0917287815252124
"S01001602",586,669,83,0.12406576980568,0.265897945989198
"S01001603",823,948,125,0.131856540084388,0.243172790630713
"S01001604",637,728,91,0.125,0.263075576163828
"S01001605",584,644,60,0.093167701863354,0.376070958959315
"S01001606",499,566,67,0.118374558303887,0.28368811680788
"S01001607",946,1122,176,0.156862745098039,0.181544374000484
"S01001608",835,967,132,0.136504653567735,0.230462364847897
"S01001609",859,1010,151,0.149504950495049,0.198024032674257
"S01001610",532,700,168,0.24,0.0642888893233994
"S01001611",703,849,146,0.171967020023557,0.15152222804791
"S01001612",784,924,140,0.151515151515152,0.193393073125955
"S01001613",810,910,100,0.10989010989011,0.312202420326361
"S01001614",551,688,137,0.199127906976744,0.108550444497262
"S01001615",709,858,149,0.173659673659674,0.148453169176199
"S01001616",519,635,116,0.182677165354331,0.133025936663141
"S01001617",621,772,151,0.19559585492228,0.113433935124899
"S01001618",849,1031,182,0.176527643064985,0.143380552516079
"S01001619",679,768,89,0.115885416666667,0.291800171287728
"S01001620",758,880,122,0.138636363636364,0.224835733150507
"S01001621",716,791,75,0.0948166877370417,0.369288163775153
"S01001622",805,985,180,0.182741116751269,0.132921887206305
"S01001623",726,849,123,0.144876325088339,0.209068837573632
"S01001624",987,1121,134,0.119536128456735,0.279972516388235
"S01001625",700,837,137,0.163679808841099,0.167388578096101
"S01001626",765,857,92,0.107351225204201,0.321222629079196
"S01001627",677,752,75,0.0997340425531915,0.34971018499896
"S01001628",540,642,102,0.158878504672897,0.177250438207473
"S01001629",626,715,89,0.124475524475524,0.264656712863324
"S01001630",487,613,126,0.205546492659054,0.100157820852014
"S01001631",842,999,157,0.157157157157157,0.180911440933391
"S01001632",553,672,119,0.177083333333333,0.142415934026859
"S01001633",888,986,98,0.0993914807302231,0.351043154386111
"S01001634",717,885,168,0.189830508474576,0.121831291957073
"S01001635",683,790,107,0.135443037974684,0.233311488220271
"S01001636",542,616,74,0.12012987012987,0.278090237972389
"S01001637",692,784,92,0.11734693877551,0.287012173620079
"S01001638",773,952,179,0.188025210084034,0.12457343943075
"S01001639",626,720,94,0.130555555555556,0.246841608520636
"S01001640",641,760,119,0.156578947368421,0.182156373891657
"S01001641",566,654,88,0.134556574923547,0.235714787456877
"S01001642",880,991,111,0.112008072653885,0.304852791844617
"S01001643",695,847,152,0.179456906729634,0.138361079771263
"S01001644",630,784,154,0.196428571428571,0.112265125888392
"S01001645",830,989,159,0.160768452982811,0.173307759497493
"S01001646",547,617,70,0.113452188006483,0.299931184741335
"S01001647",610,717,107,0.149232914923291,0.198658336005439
"S01001648",743,817,74,0.0905752753977968,0.386961334644744
"S01001649",734,804,70,0.0870646766169154,0.402161147747501
"S01001650",825,963,138,0.143302180685358,0.212949494878614
"S01001651",815,986,171,0.17342799188641,0.148869914172814
"S01001652",735,887,152,0.171364148816234,0.152629046994637
"S01001653",596,732,136,0.185792349726776,0.128041804726385
"S01001654",563,629,66,0.104928457869634,0.330048295375316
"S01001655",557,649,92,0.14175654853621,0.216822817590073
"S01001656",897,1032,135,0.130813953488372,0.246108978324417
"S01001657",458,550,92,0.167272727272727,0.160334833486546
"S01001658",852,992,140,0.141129032258065,0.218413373162809
"S01001659",591,679,88,0.12960235640648,0.249561200439786
"S01001660",604,673,69,0.102526002971768,0.339014867002357
"S01001661",584,709,125,0.176304654442877,0.143769287119463
"S01001662",707,812,105,0.129310344827586,0.25039972383528
"S01001663",725,887,162,0.182638105975197,0.133089522651561
"S01001664",401,561,160,0.285204991087344,0.0348189053627887
"S01001665",699,832,133,0.159855769230769,0.175201772087909
"S01001666",551,672,121,0.180059523809524,0.137348290379273
"S01001667",678,790,112,0.141772151898734,0.216783401172172
"S01001668",740,891,151,0.169472502805836,0.156149341442997
"S01001669",590,772,182,0.235751295336788,0.0679746708123842
"S01001670",632,738,106,0.143631436314363,0.212132477727177
"S01001671",541,594,53,0.0892255892255892,0.392742772164453
"S01001672",562,613,51,0.0831973898858075,0.419525545244289
"S01001673",629,716,87,0.121508379888268,0.273763932929074
"S01001674",665,767,102,0.132985658409387,0.240028501338482
"S01001675",647,733,86,0.117326057298772,0.287080081118127
"S01001676",828,1018,190,0.18664047151277,0.126714288055432
"S01001677",771,875,104,0.118857142857143,0.282139082875212
"S01001678",903,1015,112,0.110344827586207,0.310611177974084
"S01001679",621,742,121,0.163072776280323,0.168607523281154
"S01001680",573,622,49,0.0787781350482315,0.440192230382463
"S01001681",623,710,87,0.122535211267606,0.270580801818436
"S01001682",624,707,83,0.117397454031117,0.286847955530612
"S01001683",670,767,97,0.126466753585398,0.258698784104504
"S01001684",680,736,56,0.0760869565217391,0.453222000784044
"S01001685",616,721,105,0.145631067961165,0.207230881541395
"S01001686",884,984,100,0.101626016260163,0.342429889595158
"S01001687",892,1075,183,0.170232558139535,0.154726214834168
"S01001688",749,930,181,0.194623655913978,0.114812372524438
"S01001689",687,754,67,0.0888594164456233,0.394324636729259
"S01001690",502,600,98,0.163333333333333,0.168083339312352
"S01001691",833,913,80,0.0876232201533406,0.399707446074102
"S01001692",614,710,96,0.135211267605634,0.233937704563298
"S01001693",606,845,239,0.282840236686391,0.0359881193561515
"S01001694",584,693,109,0.157287157287157,0.180632596614816
"S01001695",691,763,72,0.0943643512450852,0.371137718942741
"S01001696",717,806,89,0.110421836228288,0.310342417327345
"S01001697",760,871,111,0.12743972445465,0.255831709428124
"S01001698",481,558,77,0.137992831541219,0.226521158648467
"S01001699",627,724,97,0.133977900552486,0.237295633248536
"S01001700",911,1033,122,0.11810261374637,0.284564391575843
"S01001701",852,926,74,0.0799136069114471,0.434796541426046
"S01001702",909,997,88,0.0882647943831495,0.396905620679423
"S01001703",683,811,128,0.157829839704069,0.179472740616613
"S01001704",876,1013,137,0.135241855873643,0.233854972098438
"S01001705",530,643,113,0.175738724727838,0.144760130772201
"S01001706",747,827,80,0.0967351874244256,0.361535478799449
"S01001707",713,844,131,0.15521327014218,0.185127455621207
"S01001708",865,981,116,0.118246687054027,0.284099847661972
"S01001709",534,671,137,0.204172876304024,0.101903093592231
"S01001710",596,737,141,0.191316146540027,0.11961557128616
"S01001711",729,814,85,0.104422604422604,0.331918328129378
"S01001712",488,551,63,0.114337568058076,0.296949249169584
"S01001713",911,1019,108,0.105986261040236,0.326168434881773
"S01001714",683,746,63,0.0844504021447721,0.413826942294762
"S01001715",906,1029,123,0.119533527696793,0.279980786471855
"S01001716",745,837,92,0.109916367980884,0.31211033336707
"S01001717",718,831,113,0.135980746089049,0.231864470226831
"S01001718",463,531,68,0.128060263653484,0.25401812110964
"S01001719",744,837,93,0.111111111111111,0.307946147657439
"S01001720",626,771,145,0.188067444876783,0.124508657837433
"S01001721",580,692,112,0.161849710982659,0.171087780014471
"S01001722",704,812,108,0.133004926108374,0.239975165029948
"S01001723",675,749,74,0.0987983978638184,0.35336176159126
"S01001724",722,845,123,0.145562130177515,0.207398153846084
"S01001725",663,784,121,0.154336734693878,0.187057298186654
"S01001726",623,699,76,0.108726752503577,0.316306931539611
"S01001727",887,989,102,0.103134479271992,0.336723387887777
"S01001728",647,706,59,0.0835694050991501,0.417826322202508
"S01001729",933,1011,78,0.0771513353115727,0.448027716303796
"S01001730",590,665,75,0.112781954887218,0.302206404164121
"S01001731",626,655,29,0.0442748091603053,0.635814359803009
"S01001732",570,626,56,0.0894568690095847,0.391746589843229
"S01001733",636,802,166,0.206982543640898,0.0983620278470784
"S01001734",506,545,39,0.0715596330275229,0.475926783024227
"S01001735",488,542,54,0.0996309963099631,0.35011067651709
"S01001736",936,1083,147,0.135734072022161,0.232527285178481
"S01001737",586,639,53,0.0829420970266041,0.420695221035195
"S01001738",588,658,70,0.106382978723404,0.324723952575836
"S01001739",589,661,72,0.1089258698941,0.315600987201318
"S01001740",732,866,134,0.15473441108545,0.186179513192543
"S01001741",609,700,91,0.13,0.248423414191436
"S01001742",669,808,139,0.172029702970297,0.151407563232093
"S01001743",842,1009,167,0.165510406342914,0.163760536563185
"S01001744",588,658,70,0.106382978723404,0.324723952575836
"S01001745",881,948,67,0.0706751054852321,0.480480437985921
"S01001746",942,1069,127,0.118802619270346,0.282313714251398
"S01001747",813,935,122,0.13048128342246,0.24705255359157
"S01001748",609,668,59,0.0883233532934132,0.396650769885164
"S01001749",719,807,88,0.1090458488228,0.315176302739404
"S01001750",683,798,115,0.144110275689223,0.210949316865183
"S01001751",857,976,119,0.121926229508197,0.272464573685752
"S01001752",956,1040,84,0.0807692307692308,0.430770078903102
"S01001753",805,922,117,0.126898047722343,0.257424331225912
"S01001754",765,855,90,0.105263157894737,0.328816198631666
"S01001755",839,997,158,0.158475426278837,0.178101683719088
"S01001756",633,690,57,0.0826086956521739,0.422227185951826
"S01001757",708,813,105,0.129151291512915,0.25085751796448
"S01001758",691,782,91,0.116368286445013,0.29021038085895
"S01001759",465,646,181,0.280185758513932,0.0373425824832272
"S01001760",641,779,138,0.177150192554557,0.142300268148316
"S01001761",614,766,152,0.198433420365535,0.109495435455265
"S01001762",898,1044,146,0.139846743295019,0.221696266815383
"S01001763",803,873,70,0.0801832760595647,0.433523870828867
"S01001764",488,570,82,0.143859649122807,0.211567845431265
"S01001765",948,1059,111,0.104815864022663,0.330463708540562
"S01001766",656,728,72,0.0989010989010989,0.352959276570759
"S01001767",596,665,69,0.103759398496241,0.334384504887183
"S01001768",557,658,101,0.153495440729483,0.188926559411338
"S01001769",691,741,50,0.0674763832658569,0.497277024264866
"S01001770",496,582,86,0.147766323024055,0.202109588762422
"S01001771",843,968,125,0.129132231404959,0.25091242810301
"S01001772",490,577,87,0.150779896013865,0.195075473046727
"S01001773",903,1042,139,0.133397312859885,0.238891288834474
"S01001774",599,650,51,0.0784615384615385,0.441707382033591
"S01001775",729,774,45,0.0581395348837209,0.549370931745959
"S01001776",565,668,103,0.154191616766467,0.187378541169378
"S01001777",864,988,124,0.125506072874494,0.261557982556512
"S01001778",848,976,128,0.131147540983607,0.24516605899655
"S01001779",506,562,56,0.099644128113879,0.350059616529501
"S01001780",741,874,133,0.152173913043478,0.191896809185098
"S01001781",647,706,59,0.0835694050991501,0.417826322202508
"S01001782",889,987,98,0.099290780141844,0.351435867131667
"S01001783",570,681,111,0.162995594713656,0.16876307796017
"S01001784",550,622,72,0.115755627009646,0.29222882243369
"S01001785",657,710,53,0.0746478873239437,0.460330985056287
"S01001786",509,649,140,0.215716486902928,0.0880503031130209
"S01001787",610,675,65,0.0962962962962963,0.36329600470406
"S01001788",847,942,95,0.100849256900212,0.345402180871629
"S01001789",543,713,170,0.238429172510519,0.0656300896304862
"S01001790",712,839,127,0.151370679380215,0.193722617348223
"S01001791",691,807,116,0.143742255266419,0.211858126062309
"S01001792",702,776,74,0.095360824742268,0.367074240360753
"S01001793",795,919,124,0.134929270946681,0.234701666167408
"S01001794",863,986,123,0.12474645030426,0.263838887911143
"S01001795",776,999,223,0.223223223223223,0.0799764882280911
"S01001796",783,856,73,0.0852803738317757,0.410090750329461
"S01001797",659,752,93,0.123670212765957,0.267101139021771
"S01001798",876,959,83,0.086548488008342,0.404440827197315
"S01001799",935,1152,217,0.188368055555556,0.12404844307966
"S01001800",946,1063,117,0.110065851364064,0.311586561631425
"S01001801",870,1038,168,0.161849710982659,0.171087780014471
"S01001802",693,906,213,0.235099337748344,0.0685567733791857
"S01001803",819,1120,301,0.26875,0.0437178495234983
"S01001804",980,1147,167,0.145597210113339,0.207313019863144
"S01001805",752,838,86,0.102625298329356,0.338639972044266
"S01001806",602,695,93,0.133812949640288,0.237747996963957
"S01001807",817,868,51,0.0587557603686636,0.545787158953134
"S01001808",594,684,90,0.131578947368421,0.243951466173481
"S01001809",755,876,121,0.138127853881279,0.226166592371303
"S01001810",888,1022,134,0.131115459882583,0.245256598005815
